entity_id	valid	rejected	polled	electors	PA	UNP	JVP	NUA	SU	TULF	EPDP	NLF	IG2	ACTC	TELO	CWC	DPLF	PP	IG1	L&DA	SMBP	IG3	IG4	TNUoW	TLP	DUNF	IG5	ULF	ESMS	IG6	MULF	IG7	NPP	SLMK	PFF	SLPF	PLSF	JSP	RJP	SEP	IG9	IG8
EC-15F	44142	2029	46171	60131	20849	19348	1830	1302	316	0	0	189	0	0	0	0	0	38	30	0	16	0	0	0	43	25	0	62	16	0	28	0	0	10	10	9	0	6	0	0	0	0
EC-15G	53161	1676	54837	70198	25696	23852	1807	860	328	0	0	244	0	0	0	0	0	80	36	0	31	0	0	0	30	24	0	66	19	0	28	0	0	21	1	11	0	7	0	0	0	0
EC-15H	58306	2300	60606	77549	30492	23173	2877	633	571	0	0	236	0	0	0	0	0	36	27	0	48	0	0	0	11	28	0	68	19	0	36	0	0	12	7	12	0	5	0	0	0	0
EC-15I	58264	2680	60944	79777	25374	26570	2916	1834	830	0	0	273	0	0	0	0	0	123	48	0	30	0	0	0	36	30	0	73	24	0	55	0	0	6	8	11	0	5	0	0	0	0
EC-15J	59355	2273	61628	78230	28865	25527	3418	451	477	0	0	231	0	0	0	0	0	76	32	0	51	0	0	0	34	28	0	60	17	0	50	0	0	7	8	7	0	5	0	0	0	0
EC-15K	46404	2037	48441	63613	21421	20788	2374	769	516	0	0	213	0	0	0	0	0	76	36	0	44	0	0	0	19	12	0	46	12	0	30	0	0	13	9	9	0	8	0	0	0	0
EC-15L	49448	2231	51679	68296	20826	23046	3054	821	1144	0	0	155	0	0	0	0	0	47	25	0	80	0	0	0	94	30	0	51	13	0	24	0	0	8	2	7	0	8	0	0	0	0
EC-15M	49034	2498	51532	69153	21075	22502	2760	1574	427	0	0	298	0	0	0	0	0	62	34	0	68	0	0	0	28	27	0	65	17	0	39	0	0	12	3	23	0	8	0	0	0	0
EC-15N	40342	2476	42818	56942	18208	16951	3155	1177	201	0	0	325	0	0	0	0	0	51	35	0	26	0	0	0	24	38	0	57	24	0	28	0	0	7	3	10	0	8	0	0	0	0
EC-15P	26734	615	27349	0	13585	10539	1979	63	389	0	0	22	0	0	0	0	0	84	1	0	39	0	0	0	5	8	0	6	3	0	4	0	0	1	1	0	0	2	0	0	0	0
EC-16	286695	15044	301739	412474	138747	118566	11256	12317	1915	0	0	1959	224	0	0	0	0	865	103	0	0	86	0	0	0	0	0	0	341	0	0	0	0	60	114	58	0	42	42	0	0	0
EC-16A	53704	3779	57483	82077	20044	21579	858	9811	140	0	0	396	66	0	0	0	0	618	21	0	0	26	0	0	0	0	0	0	66	0	0	0	0	16	17	27	0	11	8	0	0	0
EC-16B	56310	3515	59825	85002	30909	21233	2843	222	166	0	0	587	56	0	0	0	0	80	31	0	0	18	0	0	0	0	0	0	96	0	0	0	0	10	32	10	0	14	3	0	0	0
EC-16C	62881	3136	66017	89650	30124	28110	2558	833	557	0	0	429	30	0	0	0	0	32	21	0	0	15	0	0	0	0	0	0	91	0	0	0	0	12	28	12	0	3	26	0	0	0
EC-16D	49719	1893	51612	70028	25646	20078	1909	1308	339	0	0	220	32	0	0	0	0	89	11	0	0	10	0	0	0	0	0	0	40	0	0	0	0	7	17	6	0	3	4	0	0	0
EC-16E	58135	2543	60678	85717	29146	25218	2596	33	618	0	0	317	39	0	0	0	0	42	19	0	0	13	0	0	0	0	0	0	46	0	0	0	0	15	19	3	0	10	1	0	0	0
EC-16P	5946	178	6124	0	2878	2348	492	110	95	0	0	10	1	0	0	0	0	4	0	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0
EC-17	350582	20561	371143	472661	169424	144662	21274	9369	976	0	0	2461	321	0	0	0	0	854	103	0	192	0	0	0	150	194	0	0	494	0	0	0	142	0	53	102	0	0	0	0	0	0
EC-17A	43744	2265	46009	63651	23108	16896	2255	701	69	0	0	380	20	0	0	0	0	115	17	0	25	0	0	0	30	29	0	0	69	0	0	0	18	0	6	6	0	0	0	0	0	0
EC-17B	43035	2387	45422	60605	19196	18084	2295	2885	73	0	0	256	25	0	0	0	0	60	11	0	15	0	0	0	13	16	0	0	56	0	0	0	25	0	5	20	0	0	0	0	0	0
EC-17C	50054	2526	52580	70735	23078	20825	4587	567	307	0	0	323	10	0	0	0	0	154	12	0	38	0	0	0	27	28	0	0	57	0	0	0	22	0	9	10	0	0	0	0	0	0
EC-17D	51805	3224	55029	75498	22829	24330	2715	1093	110	0	0	318	25	0	0	0	0	152	18	0	29	0	0	0	18	35	0	0	91	0	0	0	19	0	6	17	0	0	0	0	0	0
EC-17E	66110	4200	70310	93423	35026	24754	4303	834	170	0	0	539	210	0	0	0	0	208	17	0	33	0	0	0	27	32	0	0	98	0	0	0	20	0	13	15	0	0	0	0	0	0
EC-17F	34554	2192	36746	48370	16577	13850	2208	1375	68	0	0	252	11	0	0	0	0	72	13	0	12	0	0	0	13	17	0	0	50	0	0	0	17	0	3	16	0	0	0	0	0	0
EC-17G	44169	2574	46743	60379	20480	19578	1738	1665	98	0	0	332	19	0	0	0	0	74	13	0	17	0	0	0	20	28	0	0	68	0	0	0	15	0	9	15	0	0	0	0	0	0
EC-17P	17111	1193	18304	0	9130	6345	1173	249	81	0	0	61	1	0	0	0	0	19	2	0	23	0	0	0	2	9	0	0	5	0	0	0	6	0	2	3	0	0	0	0	0	0
EC-18	177871	10069	187940	229434	80023	82399	11161	1977	615	0	0	1165	70	0	0	0	0	159	43	0	77	0	0	0	93	66	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0
EC-18A	48154	2770	50924	63895	21014	22693	3811	28	142	0	0	329	15	0	0	0	0	28	18	0	26	0	0	0	30	16	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
EC-18B	46957	2395	49352	61872	21075	22213	2135	1048	123	0	0	249	20	0	0	0	0	24	8	0	21	0	0	0	20	16	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
EC-18C	76905	4710	81615	103667	34979	35197	4691	886	317	0	0	569	34	0	0	0	0	103	16	0	25	0	0	0	42	33	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0
EC-18P	5855	194	6049	0	2955	2296	524	15	33	0	0	18	1	0	0	0	0	4	1	0	5	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
EC-19	361016	28187	389203	475558	154172	167351	16414	5052	1777	0	0	2022	66	0	0	12092	0	597	207	0	0	148	178	0	325	279	0	0	0	0	0	0	0	0	179	77	0	80	0	0	0	0
EC-19A	50501	2908	53409	68260	17792	28850	2990	153	105	0	0	343	3	0	0	6	0	58	31	0	0	16	32	0	54	39	0	0	0	0	0	0	0	0	9	9	0	11	0	0	0	0
EC-19B	43553	2999	46552	57245	13082	12880	1131	113	65	0	0	227	6	0	0	342	0	101	36	0	0	17	16	0	49	23	0	0	0	0	0	0	0	0	11	11	0	9	0	0	0	0
EC-19C	35099	3101	38200	49102	13848	15491	912	173	70	0	0	216	6	0	0	4135	0	34	17	0	0	20	21	0	47	38	0	0	0	0	0	0	0	0	55	1	0	15	0	0	0	0
EC-19D	31426	1869	33295	43882	14638	13312	1778	430	297	0	0	135	10	0	0	631	0	96	16	0	0	10	14	0	16	20	0	0	0	0	0	0	0	0	11	8	0	4	0	0	0	0
EC-19E	38652	3380	42032	52866	17588	17338	1802	293	184	0	0	233	7	0	0	944	0	99	24	0	0	16	24	0	31	26	0	0	0	0	0	0	0	0	25	10	0	8	0	0	0	0
EC-19F	38673	2921	41594	50535	18162	17582	1815	215	119	0	0	210	4	0	0	394	0	50	19	0	0	7	21	0	27	27	0	0	0	0	0	0	0	0	12	3	0	6	0	0	0	0
EC-19G	28119	2658	30777	39779	18661	19377	1835	2577	152	0	0	161	5	0	0	617	0	42	18	0	0	9	13	0	30	31	0	0	0	0	0	0	0	0	7	10	0	8	0	0	0	0
EC-19H	46155	3650	49805	63837	19836	20912	1928	564	447	0	0	253	14	0	0	1927	0	76	31	0	0	17	24	0	34	51	0	0	0	0	0	0	0	0	20	11	0	10	0	0	0	0
EC-19I	35236	3683	38919	50052	13699	16430	1046	473	174	0	0	231	10	0	0	2975	0	28	14	0	0	34	12	0	36	23	0	0	0	0	0	0	0	0	29	13	0	9	0	0	0	0
EC-19P	13602	1018	14620	0	6866	5179	1177	61	164	0	0	13	1	0	0	121	0	13	1	0	0	2	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
EC-20	183931	13588	197519	237935	91404	75900	13159	0	327	0	0	1547	34	0	0	0	0	431	101	0	93	57	59	0	138	165	33	0	355	64	0	0	0	0	38	26	0	0	0	0	0	0
EC-20A	44817	3222	48039	60633	22011	19022	2783	0	74	0	0	431	5	0	0	0	0	132	36	0	21	18	18	0	62	48	14	0	103	26	0	0	0	0	6	7	0	0	0	0	0	0
EC-20B	55075	4608	59683	75537	29668	21063	3228	0	103	0	0	502	13	0	0	0	0	128	30	0	39	15	18	0	42	49	10	0	116	22	0	0	0	0	18	11	0	0	0	0	0	0
EC-20C	77967	5567	83534	101765	36697	33390	6581	0	121	0	0	609	16	0	0	0	0	166	34	0	28	23	23	0	32	68	9	0	134	16	0	0	0	0	13	7	0	0	0	0	0	0
EC-20P	6072	191	6263	0	3028	2425	567	0	29	0	0	5	0	0	0	0	0	5	1	0	5	1	0	0	2	0	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0
EC-21	482254	26819	509073	609655	244142	204017	22222	0	1703	0	0	0	93	0	0	0	0	716	54	6158	248	116	276	0	579	395	0	882	237	0	0	0	0	0	95	95	176	50	0	0	0	0
EC-21A	58859	3226	62085	77695	27885	23985	1907	0	285	0	0	0	19	0	0	0	0	96	5	4272	31	19	41	0	89	52	0	103	10	0	0	0	0	0	18	11	28	3	0	0	0	0
EC-21B	71817	3591	75408	92110	36981	30189	3165	0	493	0	0	0	7	0	0	0	0	94	12	456	45	13	28	0	71	53	0	130	26	0	0	0	0	0	8	10	25	11	0	0	0	0
EC-21C	48241	2937	51178	60350	25563	20385	1556	0	179	0	0	0	9	0	0	0	0	37	2	181	28	11	32	0	51	39	0	110	25	0	0	0	0	0	9	10	9	5	0	0	0	0
EC-21D	60384	4071	64455	80091	31411	25789	2232	0	148	0	0	0	13	0	0	0	0	185	13	215	33	12	42	0	73	60	0	87	29	0	0	0	0	0	7	7	21	7	0	0	0	0
EC-21E	58854	3984	62838	77040	28497	27685	1937	0	124	0	0	0	9	0	0	0	0	73	7	125	28	13	33	0	69	58	0	105	38	0	0	0	0	0	13	10	25	5	0	0	0	0
EC-21F	58377	2802	61179	71885	31798	24062	1631	0	124	0	0	0	8	0	0	0	0	69	8	277	26	14	45	0	71	47	0	118	27	0	0	0	0	0	13	23	14	2	0	0	0	0
EC-21G	38253	2230	40483	47608	21224	15246	1237	0	99	0	0	0	5	0	0	0	0	35	0	178	16	8	17	0	48	31	0	65	10	0	0	0	0	0	11	7	12	4	0	0	0	0
EC-21H	79420	3772	83192	102876	36592	33729	7895	0	174	0	0	0	21	0	0	0	0	114	7	322	32	26	38	0	103	54	0	162	72	0	0	0	0	0	16	15	36	12	0	0	0	0
EC-21P	8049	206	8255	0	4191	2947	662	0	77	0	0	0	2	0	0	0	0	13	0	132	9	0	0	0	4	1	0	2	0	0	0	0	0	0	0	2	6	1	0	0	0	0
EC-22	411412	22728	434140	545238	201114	175627	22028	4797	4549	0	0	0	40	0	0	0	0	422	44	344	289	64	497	0	381	273	0	0	0	0	464	0	0	0	45	73	300	61	0	0	0	0
EC-22A	56700	2710	59410	75475	25961	25938	3153	629	678	0	0	0	2	0	0	0	0	42	3	13	51	7	49	0	31	34	0	0	0	0	42	0	0	0	7	8	41	11	0	0	0	0
EC-22B	41807	2386	44193	58109	20284	18109	2468	146	556	0	0	0	4	0	0	0	0	20	4	6	19	4	47	0	29	29	0	0	0	0	24	0	0	0	5	9	40	4	0	0	0	0
EC-22C	43063	2241	45304	60082	22237	16091	3509	142	740	0	0	0	3	0	0	0	0	59	5	21	40	9	45	0	43	26	0	0	0	0	39	0	0	0	2	8	41	3	0	0	0	0
EC-22D	40787	2030	42817	55564	20907	16647	2356	147	461	0	0	0	4	0	0	0	0	49	2	8	31	7	31	0	37	35	0	0	0	0	26	0	0	0	4	7	22	6	0	0	0	0
EC-22E	50009	2840	52849	71439	19976	23751	2428	2901	452	0	0	0	1	0	0	0	0	93	3	10	39	9	58	0	37	30	0	0	0	0	156	0	0	0	9	9	38	9	0	0	0	0
EC-22F	34815	1847	36662	46852	18340	14160	1688	226	164	0	0	0	2	0	0	0	0	46	3	15	13	6	43	0	25	21	0	0	0	0	28	0	0	0	1	7	22	5	0	0	0	0
EC-22G	43893	2960	46853	61299	22659	18738	1347	331	306	0	0	0	5	0	0	0	0	28	9	195	13	8	76	0	52	32	0	0	0	0	49	0	0	0	5	10	25	5	0	0	0	0
EC-22H	45096	2599	47695	60851	23375	18298	2196	215	628	0	0	0	6	0	0	0	0	33	7	50	33	4	69	0	48	28	0	0	0	0	63	0	0	0	5	6	23	9	0	0	0	0
EC-22I	40707	2833	43540	55567	19715	18443	1848	20	289	0	0	0	12	0	0	0	0	45	6	18	21	8	78	0	78	36	0	0	0	0	34	0	0	0	6	8	33	9	0	0	0	0
EC-22P	14535	282	14817	0	7660	5452	1035	40	275	0	0	0	1	0	0	0	0	7	2	8	29	2	1	0	1	2	0	0	0	0	3	0	0	0	1	1	15	0	0	0	0	0
LK	8554425.5	416590.5	8971016	11830848	3899329	3451765	518725	185593	127859	105907	50702	32275	31443	27289	25830	22985	20655	19830	9799	9781	7289	6109	5792	5737	5182	4403	4327	4048	3927	3162	2468	2382	1542	1287	1242	1136	812	769	655	389	142	50
