entity_id	valid	rejected	polled	electors	SLPP	NDF	NMPP	NPP	IND11	DUNF	SPSL	JSWP	IND02	IND09	IND10	JSP	RJA	IND08	NUA	IND07	FSP	IND01	ONF	SLLP	IND13	DNM	IND14	IND03	USP	IND05	NSU	SEP	IND12	IND04	OPPP	OWORS	IND15	NSSP	IND06
EC-05A	111571.99999999994	1000.0000000000002	112571.99999999996	132221.00000000006	68177.00000000004	37717.0	3220.999999999999	241.00000000000003	221.99999999999991	239.99999999999994	306.9999999999999	254.99999999999991	119.99999999999997	89.00000000000001	20.000000000000014	101.00000000000001	141.0	59.999999999999986	84.00000000000006	77.99999999999999	58.000000000000014	40.99999999999997	56.00000000000001	32.000000000000014	33.0	35.99999999999999	29.999999999999993	30.999999999999993	24.00000000000001	13.0	29.999999999999993	22.999999999999996	14.999999999999996	21.000000000000014	14.999999999999996	14.000000000000002	8.000000000000004	13.0	6.000000000000003
EC-05B	60378.000000000044	501.0000000000002	60879.00000000003	69632.00000000003	36363.00000000001	21383.99999999999	1070.0	107.00000000000003	158.99999999999994	177.0	179.00000000000009	122.99999999999999	69.0	62.00000000000003	7.999999999999995	52.99999999999999	90.00000000000001	47.0	68.00000000000003	64.99999999999997	24.999999999999993	25.999999999999986	42.99999999999999	35.99999999999999	31.000000000000014	15.99999999999999	11.999999999999996	23.000000000000007	17.000000000000007	12.999999999999993	29.999999999999986	11.000000000000002	13.999999999999993	12.999999999999993	13.999999999999993	5.999999999999998	13.999999999999993	7.999999999999995	1.9999999999999987
EC-05C	69261.00000000001	811.9999999999995	70073.00000000001	84845.99999999996	32486.000000000004	33250.99999999999	1894.9999999999998	222.99999999999991	139.99999999999997	158.99999999999997	129.00000000000003	108.0	101.99999999999997	71.0	21.999999999999993	77.00000000000001	68.00000000000001	72.0	48.0	40.0	18.999999999999996	33.00000000000001	43.999999999999986	37.0	24.0	18.0	27.0	31.99999999999999	15.999999999999995	10.999999999999996	18.999999999999996	20.999999999999996	7.999999999999997	17.000000000000004	15.999999999999995	10.999999999999996	7.999999999999997	5.0	3.9999999999999987
EC-05D	77203.0	677.9999999999998	77880.99999999997	93502.99999999999	37390.00000000002	35774.0	1717.0000000000002	215.0	187.00000000000009	231.99999999999997	221.99999999999997	147.0	155.99999999999997	135.00000000000003	17.000000000000004	109.00000000000006	118.00000000000001	118.00000000000001	53.99999999999999	82.99999999999997	32.999999999999986	56.0	68.00000000000001	52.99999999999997	24.000000000000007	26.000000000000007	23.0	26.000000000000007	29.999999999999996	14.999999999999998	26.999999999999996	23.0	18.99999999999999	25.0	18.99999999999999	18.99999999999999	16.0	22.000000000000004	4.9999999999999964
EC-05P	20807	261	21068	21294	13405	6165	987	113	16	17	13	12	12	3	0	1	5	4	7	1	13	14	1	1	1	1	0	2	3	0	0	2	0	1	1	2	4	0	0
EC-06A	262789.99999999994	4358.0	267148.0000000002	318527.99999999994	75499.0	174413.00000000006	2256.0	293.0	702.0000000000001	1347.9999999999998	502.0	564.0	879.0000000000002	652.9999999999999	253.00000000000009	485.9999999999999	406.00000000000006	890.9999999999995	229.00000000000009	591.9999999999999	98.99999999999997	203.00000000000003	339.0000000000002	344.0000000000001	176.0	174.00000000000003	177.00000000000006	122.00000000000001	192.9999999999999	62.999999999999986	133.0	124.99999999999993	176.0	87.00000000000001	104.00000000000001	79.00000000000003	106.99999999999997	88.99999999999999	33.999999999999986
EC-06B	67459.00000000001	833.0	68292.00000000001	80139.00000000001	27572.0	36900.999999999985	1057.0	80.0	166.0	211.99999999999994	115.99999999999999	111.99999999999999	156.99999999999997	96.00000000000003	27.000000000000004	84.0	96.99999999999999	123.00000000000009	60.00000000000001	115.00000000000001	22.0	41.0	51.0	54.00000000000001	33.99999999999999	30.000000000000004	38.99999999999999	23.000000000000014	24.999999999999993	7.9999999999999964	27.000000000000004	12.000000000000004	26.00000000000001	15.999999999999993	16.999999999999996	18.999999999999993	15.000000000000002	22.0	3.000000000000001
EC-06C	59045.99999999998	680.0	59726.00000000002	69643.99999999997	30998.999999999993	24994.999999999985	1152.9999999999993	150.99999999999994	160.00000000000006	261.0	158.99999999999997	113.99999999999994	110.0	87.99999999999999	20.999999999999996	46.000000000000014	104.99999999999999	87.99999999999999	38.000000000000014	93.00000000000001	21.999999999999996	38.000000000000014	62.999999999999986	59.000000000000014	40.99999999999999	10.999999999999998	21.999999999999996	29.00000000000001	30.0	15.0	25.0	15.999999999999995	10.999999999999998	15.0	21.999999999999996	15.0	17.99999999999999	7.999999999999997	5.000000000000002
EC-06D	69892.0	978.0	70870.00000000001	82593.00000000001	32602.00000000001	33907.999999999985	787.0	140.0	226.99999999999997	299.00000000000006	162.0	161.0	207.00000000000003	128.00000000000006	44.00000000000001	108.0	130.0	113.99999999999999	71.0	135.99999999999997	32.999999999999986	56.99999999999999	78.0	89.0	45.0	30.999999999999982	56.00000000000001	28.000000000000004	29.99999999999999	21.000000000000007	30.999999999999982	16.999999999999996	32.000000000000014	25.000000000000004	20.000000000000004	14.000000000000002	29.99999999999999	27.0	4.000000000000002
EC-06P	17677	306	17983	18124	9151	7696	638	75	5	10	10	18	10	1	4	8	5	1	7	2	4	11	3	0	0	2	2	0	3	1	1	3	1	1	1	2	0	0	1
EC-07A	42658.0	305.99999999999994	42963.99999999999	52844.0	28185.00000000001	12567.0	1127.0	112.0	76.99999999999997	39.0	91.00000000000001	85.00000000000001	35.99999999999999	27.00000000000001	10.0	22.999999999999993	38.00000000000001	12.000000000000002	28.0	22.000000000000014	20.999999999999993	8.999999999999998	14.999999999999996	11.000000000000007	12.000000000000002	10.0	7.999999999999999	8.999999999999998	6.000000000000001	3.0000000000000004	6.000000000000001	28.999999999999996	12.000000000000002	6.000000000000001	8.999999999999998	5.0	3.0000000000000004	1.9999999999999998	3.0000000000000004
EC-07B	63129.000000000015	525.0000000000001	63654.0	75507.0	41527.99999999999	17793.0	2480.000000000001	233.99999999999991	105.0	71.0	155.99999999999997	148.0	34.99999999999999	37.0	14.000000000000005	32.99999999999999	74.0	18.999999999999996	49.00000000000002	27.000000000000007	87.0	15.000000000000005	21.999999999999996	8.999999999999998	24.000000000000007	21.999999999999996	16.0	15.000000000000005	18.999999999999996	4.0	21.999999999999996	12.000000000000004	10.999999999999998	12.999999999999996	6.000000000000002	10.0	7.000000000000003	10.0	2.0
EC-07C	60692.999999999985	415.00000000000006	61107.99999999999	73981.00000000001	42664.000000000015	14436.999999999996	2199.0	142.99999999999997	122.0	49.00000000000001	176.99999999999994	140.99999999999994	40.99999999999999	41.99999999999999	4.0	38.000000000000014	64.99999999999999	31.000000000000004	76.99999999999999	32.0	165.0	19.999999999999996	22.999999999999993	12.000000000000007	22.999999999999993	43.00000000000001	12.999999999999996	22.999999999999993	19.000000000000007	7.000000000000003	11.000000000000002	15.000000000000004	12.000000000000007	14.000000000000005	9.999999999999998	7.000000000000003	4.0	7.000000000000003	3.0000000000000018
EC-07D	74566.00000000001	498.9999999999997	75065.00000000003	88426.99999999994	49734.00000000001	20605.999999999996	2511.0	212.99999999999991	113.99999999999994	97.99999999999997	221.9999999999999	170.99999999999991	67.99999999999997	56.0	11.999999999999996	43.999999999999986	79.0	36.0	49.99999999999999	41.000000000000014	127.0	32.0	41.000000000000014	20.999999999999993	49.99999999999999	29.999999999999993	16.0	28.0	14.999999999999996	13.0	20.999999999999993	20.999999999999993	11.999999999999996	16.0	31.000000000000014	4.0	11.999999999999996	11.999999999999996	9.0
EC-07E	86650.99999999999	624.0000000000002	87275.00000000001	100295.00000000003	54299.000000000015	28045.99999999999	2479.0000000000005	163.9999999999999	184.00000000000003	104.99999999999997	208.99999999999997	183.0	74.99999999999999	72.00000000000001	11.999999999999996	60.0	101.99999999999996	56.00000000000003	85.00000000000004	56.00000000000003	73.99999999999997	35.000000000000014	35.000000000000014	29.000000000000004	35.000000000000014	31.000000000000004	31.000000000000004	30.0	19.0	10.000000000000002	23.999999999999993	17.0	23.999999999999993	15.999999999999996	12.999999999999998	5.999999999999998	11.999999999999996	15.0	7.999999999999998
EC-07F	81334.00000000001	656.9999999999999	81991.0	95502.99999999997	51698.0	24945.0	2810.9999999999986	238.00000000000006	169.99999999999994	120.00000000000004	228.99999999999991	176.00000000000003	80.99999999999999	64.0	17.999999999999993	50.000000000000014	96.99999999999997	32.999999999999986	81.99999999999994	61.00000000000001	85.99999999999996	40.99999999999997	53.00000000000001	28.99999999999999	37.99999999999999	23.999999999999996	17.999999999999993	23.000000000000007	23.999999999999996	11.999999999999998	15.000000000000005	18.999999999999996	14.000000000000002	14.000000000000002	11.999999999999998	10.0	11.999999999999998	8.999999999999996	8.0
EC-07G	62947.000000000015	581.0000000000001	63528.00000000001	76852.99999999999	42756.0	17061.999999999996	1896.0000000000002	176.0	89.0	73.99999999999996	157.00000000000003	96.99999999999997	30.000000000000004	43.0	14.0	31.999999999999986	56.0	26.999999999999993	66.99999999999999	38.99999999999998	50.000000000000014	22.0	26.0	15.999999999999993	38.00000000000002	22.0	17.999999999999996	15.999999999999993	15.999999999999993	7.9999999999999964	19.00000000000001	17.999999999999996	9.999999999999998	15.999999999999993	7.9999999999999964	3.9999999999999982	7.0	13.0	4.999999999999999
EC-07H	66637.99999999999	673.0	67310.99999999997	80617.99999999999	31107.999999999993	31248.0	3043.9999999999995	424.0000000000001	93.0	50.99999999999999	63.0	95.0	30.000000000000007	49.0	6.999999999999997	47.99999999999999	27.99999999999999	30.000000000000007	29.00000000000001	42.00000000000001	50.99999999999999	29.00000000000001	11.0	18.000000000000007	11.999999999999998	15.000000000000004	13.000000000000002	17.0	13.000000000000002	5.999999999999999	13.000000000000002	11.0	6.999999999999997	8.0	6.999999999999997	6.999999999999997	4.0	5.999999999999999	1.0
EC-07I	80875.0	605.0000000000002	81480.0	95614.0	51418.0	24116.999999999993	3744.9999999999995	340.0	128.99999999999991	88.99999999999997	195.99999999999994	163.00000000000003	68.99999999999996	41.000000000000014	6.999999999999999	31.0	76.99999999999999	27.999999999999996	65.0	48.999999999999986	74.00000000000003	15.999999999999998	21.0	15.999999999999998	26.000000000000004	25.000000000000007	7.999999999999999	23.999999999999996	7.999999999999999	13.000000000000002	13.999999999999998	11.999999999999998	9.0	15.999999999999998	7.999999999999999	5.999999999999999	6.999999999999999	5.0	2.9999999999999996
EC-07J	68675.00000000001	599.9999999999999	69275.0	81061.99999999999	47659.0	17487.0	2264.0	197.0	118.99999999999997	61.000000000000014	148.0	122.00000000000003	41.00000000000001	29.000000000000007	7.999999999999999	37.0	73.0	19.999999999999993	49.999999999999986	35.99999999999999	92.00000000000006	20.999999999999996	21.999999999999996	24.000000000000004	28.000000000000004	17.999999999999996	14.000000000000002	15.999999999999998	8.999999999999998	4.999999999999998	7.999999999999999	14.000000000000002	7.999999999999999	8.999999999999998	10.999999999999998	3.0000000000000004	8.999999999999998	6.000000000000001	7.000000000000001
EC-07P	37192	393	37585	38045	25099	9093	2450	301	14	5	18	40	9	11	4	12	11	4	10	2	52	11	1	4	2	6	0	1	5	4	2	4	2	2	5	1	3	2	2
EC-08A	85061.99999999997	731.0000000000003	85792.99999999999	100264.00000000001	54472.000000000015	25762.999999999996	2786.0000000000005	177.00000000000006	214.00000000000014	112.00000000000004	191.99999999999994	195.99999999999991	106.0	80.00000000000003	17.999999999999996	80.00000000000003	123.0	65.0	77.99999999999999	54.99999999999999	64.0	40.000000000000014	62.99999999999999	52.000000000000014	41.000000000000014	35.99999999999999	25.0	26.000000000000007	25.0	17.0	28.00000000000001	26.999999999999993	21.0	17.0	17.0	16.0	16.0	8.999999999999998	5.000000000000002
EC-08B	78471.0	418.9999999999999	78889.99999999996	91543.00000000004	55813.99999999999	18345.999999999996	2749.999999999999	131.00000000000003	202.0	75.99999999999999	168.99999999999994	157.99999999999997	58.999999999999986	67.0	17.99999999999999	46.99999999999999	87.0	44.00000000000002	87.0	31.000000000000004	46.0	33.000000000000014	44.00000000000002	31.000000000000004	29.000000000000004	31.000000000000004	17.99999999999999	25.999999999999996	22.00000000000001	8.0	18.999999999999996	17.99999999999999	9.999999999999991	18.999999999999996	8.0	7.000000000000002	8.999999999999995	4.0	2.9999999999999996
EC-08C	80049.0	498.99999999999983	80547.99999999997	93616.00000000003	53478.00000000001	21415.000000000004	3787.0000000000005	149.0000000000001	149.0000000000001	83.00000000000004	137.0	123.99999999999997	62.999999999999986	76.99999999999999	8.999999999999996	55.99999999999999	80.99999999999996	23.000000000000004	64.99999999999999	38.99999999999998	28.999999999999996	19.999999999999996	23.999999999999993	23.999999999999993	23.999999999999993	23.999999999999993	8.0	21.0	13.999999999999998	8.0	19.000000000000004	23.999999999999993	17.999999999999993	19.999999999999996	16.0	0.0	9.999999999999998	8.0	2.999999999999999
EC-08D	67304.0	395.99999999999994	67700.00000000003	79235.99999999997	48139.999999999985	15516.999999999993	2427.0	172.0	113.99999999999999	70.99999999999997	185.0000000000001	130.00000000000003	36.0	45.000000000000014	5.999999999999999	39.99999999999999	60.00000000000001	21.000000000000007	55.999999999999986	27.000000000000004	25.00000000000001	27.000000000000004	27.999999999999993	16.000000000000004	27.000000000000004	15.000000000000002	4.999999999999999	21.000000000000007	10.999999999999995	11.999999999999998	6.999999999999998	17.0	5.999999999999999	9.0	6.999999999999998	6.999999999999998	8.000000000000002	4.000000000000001	4.999999999999999
EC-08E	64699.999999999985	354.99999999999994	65054.999999999985	77788.00000000001	43556.00000000001	17391.0	2759.9999999999995	126.0	130.99999999999997	63.0	121.00000000000004	73.99999999999999	28.0	36.99999999999999	12.000000000000004	31.0	57.99999999999997	12.000000000000004	61.00000000000001	25.000000000000004	28.999999999999986	19.0	20.0	11.000000000000004	14.0	16.999999999999996	8.000000000000002	13.000000000000002	10.0	7.0	5.0	14.0	13.000000000000002	12.000000000000004	3.000000000000001	4.000000000000001	6.000000000000002	3.000000000000001	6.000000000000002
EC-08F	74150.00000000001	563.0000000000001	74713.0	87076.0	47203.00000000001	21747.0	4084.000000000001	374.0	87.00000000000001	45.999999999999986	102.99999999999999	119.00000000000004	27.00000000000001	28.000000000000004	5.999999999999998	38.99999999999999	38.00000000000001	14.000000000000002	45.999999999999986	19.000000000000004	33.0	19.000000000000004	13.000000000000002	4.999999999999998	9.000000000000002	14.999999999999998	4.999999999999998	11.999999999999996	5.999999999999998	2.999999999999999	9.999999999999996	10.999999999999996	4.999999999999998	5.999999999999998	2.999999999999999	1.9999999999999996	3.999999999999999	5.999999999999998	2.999999999999999
EC-08G	79537.0	491.0	80028.00000000001	94655.00000000004	52439.00000000001	23065.000000000004	2691.9999999999995	179.99999999999997	198.99999999999991	79.0	168.00000000000009	116.0	50.99999999999998	44.99999999999999	9.999999999999995	39.99999999999998	55.99999999999999	31.000000000000004	58.99999999999998	40.999999999999986	42.00000000000002	19.99999999999999	25.000000000000004	21.00000000000001	21.00000000000001	22.999999999999986	9.0	12.999999999999998	10.999999999999993	6.0	15.000000000000004	12.0	10.999999999999993	10.999999999999993	4.000000000000001	6.0	4.999999999999997	8.000000000000002	3.0
EC-08P	27595	328	27923	28239	19379	5782	2153	127	15	8	11	30	5	2	1	6	5	2	11	5	26	9	0	0	1	3	1	2	0	3	0	3	1	1	1	1	0	0	1
EC-09A	86965.99999999999	690.9999999999997	87657.0	99833.0	58903.0	22329.0	4192.0	134.99999999999991	201.0	101.0	153.00000000000006	179.99999999999994	47.0	67.00000000000004	17.99999999999999	51.000000000000014	90.99999999999999	43.99999999999998	71.99999999999996	41.0	48.99999999999999	19.99999999999999	24.000000000000014	19.99999999999999	35.99999999999998	31.999999999999996	21.99999999999999	14.999999999999998	7.999999999999999	12.999999999999998	23.000000000000004	19.99999999999999	3.9999999999999996	9.999999999999995	14.000000000000002	8.999999999999995	8.999999999999995	3.9999999999999996	8.999999999999995
EC-09B	64640.99999999997	482.99999999999994	65124.00000000004	75851.0	42668.0	17029.0	3793.000000000003	131.0	125.0	96.00000000000003	162.99999999999997	91.00000000000004	32.000000000000014	50.0	13.000000000000004	27.99999999999999	53.99999999999999	23.0	55.99999999999998	22.000000000000004	37.99999999999999	10.000000000000009	23.0	25.0	22.000000000000004	22.000000000000004	13.000000000000004	24.000000000000007	6.999999999999997	8.000000000000004	11.000000000000002	8.000000000000004	11.000000000000002	6.999999999999997	11.000000000000002	6.999999999999997	8.000000000000004	9.000000000000002	3.000000000000001
EC-09C	104524.99999999999	696.0000000000001	105221.00000000006	121211.99999999997	72673.00000000003	22140.999999999996	7830.000000000002	186.9999999999999	205.99999999999997	141.99999999999994	227.00000000000009	212.00000000000003	58.99999999999997	72.00000000000001	19.000000000000004	56.999999999999964	97.00000000000004	34.99999999999999	108.99999999999999	34.00000000000001	68.00000000000001	25.000000000000007	24.000000000000007	19.999999999999993	53.00000000000001	39.999999999999986	12.000000000000004	45.000000000000014	14.999999999999995	9.000000000000002	19.999999999999993	13.0	24.000000000000007	21.999999999999996	7.0000000000000036	9.000000000000002	7.0000000000000036	9.999999999999996	2.0000000000000004
EC-09D	146409.00000000003	1007.0000000000001	147415.99999999997	169554.9999999999	91577.0	43459.999999999985	8749.00000000001	206.00000000000003	276.0	225.00000000000009	296.0000000000001	284.00000000000006	100.99999999999999	101.99999999999994	16.000000000000007	89.99999999999999	138.99999999999994	52.99999999999999	112.99999999999999	77.99999999999997	82.00000000000001	57.000000000000014	54.99999999999999	42.00000000000001	72.00000000000001	32.99999999999999	33.999999999999986	54.99999999999999	18.000000000000004	22.999999999999993	22.999999999999993	26.0	27.00000000000001	32.000000000000014	14.000000000000005	13.0	18.999999999999993	15.000000000000004	4.000000000000002
EC-09P	18833	302	19135	19535	12983	3947	1731	67	9	5	6	15	4	4	1	9	4	2	6	0	13	4	3	1	1	2	4	1	1	1	1	2	0	0	2	1	0	3	0
EC-10A	16211.000000000002	478.9999999999999	16689.999999999993	22651.000000000004	2916.9999999999995	11319.000000000005	29.999999999999996	47.000000000000014	65.00000000000003	382.00000000000017	69.99999999999999	92.99999999999994	117.0	58.999999999999986	223.00000000000003	43.99999999999999	54.00000000000002	47.000000000000014	20.99999999999999	41.99999999999998	14.999999999999998	72.0	50.0	43.99999999999999	32.0	28.000000000000004	41.00000000000001	37.00000000000001	36.0	112.00000000000001	20.000000000000004	58.00000000000003	29.999999999999996	30.999999999999982	10.000000000000002	23.000000000000004	21.999999999999996	10.999999999999998	9.0
EC-10B	31824.999999999996	1259.0000000000002	33084.0	47856.00000000001	1728.0	26237.999999999996	126.0	86.99999999999999	118.99999999999999	594.0	68.00000000000001	79.0	237.99999999999997	129.0	727.0000000000002	93.00000000000001	54.0	126.0	38.000000000000014	104.00000000000003	34.99999999999999	161.0	125.00000000000001	82.0	50.99999999999999	60.000000000000014	82.0	68.00000000000001	78.0	186.00000000000003	44.00000000000001	49.0	39.0	50.99999999999999	32.0	38.000000000000014	49.99999999999999	24.999999999999996	21.000000000000004
EC-10C	28574.0	987.9999999999999	29562.0	63427.99999999999	1687.9999999999998	23773.0	100.99999999999999	64.0	98.99999999999999	586.0	66.0	58.0	190.00000000000003	92.0	474.99999999999994	85.99999999999999	63.0	106.0	18.0	88.0	20.0	119.0	68.0	81.0	38.0	58.0	60.0	48.0	74.99999999999999	190.99999999999997	37.0	23.0	24.999999999999996	37.0	24.0	51.0	31.0	23.0	12.0
EC-10D	37038.00000000001	1210.0	38248.0	55783.000000000015	1858.9999999999995	31368.999999999996	102.00000000000003	67.0	117.00000000000003	789.9999999999998	54.00000000000001	89.00000000000003	281.0	122.00000000000001	533.9999999999999	123.99999999999999	65.0	108.00000000000001	40.0	103.0	30.999999999999996	160.0	88.0	103.0	47.99999999999999	62.999999999999986	86.99999999999999	54.00000000000001	86.00000000000001	182.99999999999997	44.99999999999999	17.000000000000004	26.0	65.0	33.0	45.99999999999999	29.0	26.0	23.999999999999996
EC-10E	36953.0	1074.0	38027.00000000001	57711.000000000015	1858.0000000000005	30835.000000000007	100.0	112.00000000000001	145.00000000000006	897.0000000000001	51.00000000000001	73.99999999999999	354.00000000000006	149.00000000000006	461.9999999999999	122.99999999999999	55.000000000000014	130.0	34.99999999999999	115.0	42.99999999999999	181.00000000000003	119.99999999999997	145.00000000000006	57.000000000000014	50.0	124.99999999999999	70.99999999999999	85.99999999999999	194.00000000000003	47.99999999999999	34.99999999999999	45.99999999999999	80.0	38.0	39.00000000000001	51.00000000000001	22.999999999999996	25.999999999999996
EC-10F	23620.999999999996	856.9999999999999	24477.999999999993	38879.0	1334.0	19306.999999999996	63.0	54.999999999999986	65.0	529.0000000000001	50.0	73.0	172.0	69.00000000000003	941.9999999999997	69.00000000000003	30.0	69.00000000000003	17.999999999999996	83.99999999999999	14.0	74.0	63.0	73.0	27.0	40.99999999999999	58.0	27.0	39.0	83.0	31.0	19.000000000000004	19.000000000000004	26.0	14.0	40.99999999999999	22.0	16.0	5.000000000000001
EC-10G	24216.0	710.0	24925.999999999996	36677.0	1847.9999999999998	19930.999999999993	57.00000000000001	43.0	76.99999999999999	430.9999999999999	41.99999999999999	65.99999999999999	117.00000000000001	67.99999999999999	644.0000000000001	79.00000000000001	36.00000000000001	59.99999999999999	37.99999999999999	69.0	20.999999999999996	65.99999999999999	47.0	59.00000000000001	16.999999999999996	45.0	57.00000000000001	32.99999999999999	32.99999999999999	90.0	25.000000000000004	5.999999999999998	25.000000000000004	20.999999999999996	14.0	20.999999999999996	18.000000000000004	5.999999999999998	5.999999999999998
EC-10H	33046.0	871.0000000000003	33916.999999999985	53246.99999999999	1774.9999999999998	28007.000000000022	98.0	54.0	89.00000000000003	656.0	71.99999999999997	82.99999999999997	289.00000000000006	112.99999999999999	376.99999999999983	122.99999999999994	40.00000000000001	115.99999999999999	41.99999999999999	89.00000000000003	27.0	125.0	91.00000000000001	100.99999999999999	41.0	41.0	75.0	49.0	67.0	115.99999999999999	28.999999999999996	20.999999999999996	27.0	50.000000000000014	37.00000000000001	41.0	39.000000000000014	20.999999999999996	25.000000000000007
EC-10I	32092.999999999996	847.9999999999998	32941.00000000001	46887.999999999985	1835.9999999999998	27605.0	165.99999999999994	50.0	74.00000000000001	474.9999999999999	46.0	40.00000000000001	147.0	89.0	659.0	77.99999999999999	31.999999999999996	68.0	19.000000000000004	72.00000000000003	19.000000000000004	82.00000000000003	51.00000000000001	56.0	27.0	31.0	35.0	31.0	37.00000000000001	111.0	17.0	18.000000000000007	29.999999999999996	23.0	18.000000000000007	22.0	15.999999999999998	7.0	5.999999999999999
EC-10J	24313.999999999993	616.0	24929.999999999993	33152.99999999999	1617.0	20792.0	95.99999999999999	34.0	41.99999999999999	287.99999999999994	35.99999999999999	52.00000000000001	104.00000000000001	63.0	466.00000000000006	75.00000000000001	23.000000000000004	46.99999999999999	17.0	43.99999999999999	17.999999999999996	57.99999999999999	35.0	52.00000000000001	15.0	19.000000000000004	28.999999999999996	28.999999999999996	21.999999999999996	123.99999999999997	17.0	9.999999999999998	16.0	20.999999999999996	16.0	15.0	8.999999999999998	8.999999999999998	4.0
EC-10K	63813.00000000002	1781.9999999999995	65595.0	86670.00000000001	3238.000000000001	55584.999999999985	197.00000000000006	101.0	129.0	1041.0	95.00000000000004	91.99999999999999	406.0000000000001	229.99999999999991	526.0000000000001	205.00000000000006	69.99999999999997	152.0	45.99999999999999	126.0	37.0	194.99999999999997	139.00000000000003	125.00000000000007	129.99999999999997	73.0	89.99999999999996	74.0	96.99999999999999	164.99999999999997	41.0	56.000000000000014	48.00000000000002	56.999999999999986	56.000000000000014	71.0	67.00000000000001	39.00000000000001	14.000000000000004
EC-10P	21209	557	21766	22041	1563	17961	239	16	10	121	10	10	56	12	810	8	10	10	27	20	8	37	40	7	8	14	5	20	27	80	18	13	4	16	6	13	3	0	7
EC-11A	63265.0	836.9999999999998	64101.999999999985	85393.99999999996	6434.999999999998	53601.99999999995	180.00000000000003	56.99999999999998	149.99999999999997	695.0	94.00000000000003	161.00000000000006	149.99999999999997	143.00000000000003	378.00000000000006	129.99999999999997	71.0	120.99999999999993	39.00000000000001	108.99999999999999	33.99999999999998	78.99999999999999	58.99999999999998	61.000000000000014	42.000000000000014	39.00000000000001	56.99999999999998	41.000000000000014	58.99999999999998	62.0	23.999999999999996	18.999999999999993	35.000000000000014	27.0	23.999999999999996	35.99999999999998	12.999999999999998	25.999999999999996	12.999999999999998
EC-11B	83700.99999999999	1331.0	85031.99999999999	113192.99999999999	13715.000000000002	65141.00000000001	666.9999999999999	76.00000000000001	191.00000000000006	901.0	133.00000000000003	135.00000000000003	233.99999999999997	210.00000000000003	522.0000000000001	140.0	59.0	135.00000000000003	67.00000000000003	144.99999999999997	43.999999999999964	140.0	138.99999999999994	97.0	47.00000000000001	64.0	87.00000000000001	59.999999999999986	71.00000000000001	88.99999999999997	65.99999999999999	37.00000000000001	40.99999999999999	58.000000000000014	38.00000000000001	40.99999999999999	40.99999999999999	48.00000000000002	21.999999999999982
EC-11C	55216.999999999985	979.0	56195.99999999997	72537.99999999999	4251.999999999999	47593.999999999985	161.9999999999999	69.0	116.00000000000004	901.9999999999997	46.0	78.0	188.0000000000001	185.0	250.99999999999997	143.0	46.0	138.99999999999994	29.999999999999996	94.00000000000006	29.999999999999996	99.99999999999997	82.00000000000003	91.00000000000001	51.99999999999999	58.99999999999997	74.99999999999999	42.0	51.00000000000001	98.0	32.99999999999999	17.000000000000004	16.000000000000007	42.0	29.999999999999996	35.00000000000001	29.999999999999996	32.000000000000014	7.000000000000001
EC-11P	10595	147	10742	10994	1703	8402	147	14	11	48	14	4	13	4	144	5	3	2	4	6	0	7	10	4	5	3	2	6	3	10	3	2	1	3	2	4	2	1	3
EC-12A	86692.00000000001	923.9999999999998	87616.0	113664.99999999996	16662.999999999996	65846.99999999999	300.00000000000006	84.99999999999996	652.0	647.9999999999999	237.00000000000003	345.9999999999998	148.0	255.0	167.99999999999997	150.00000000000003	105.0	144.99999999999994	61.99999999999997	96.0	30.999999999999986	63.000000000000014	88.0	63.000000000000014	60.00000000000001	36.00000000000001	68.99999999999997	30.000000000000004	52.99999999999999	32.0	45.00000000000001	17.000000000000007	72.00000000000001	20.999999999999996	30.000000000000004	26.999999999999996	20.999999999999996	20.000000000000004	6.999999999999999
EC-12B	140082.0000000001	2480.0	142561.99999999997	181169.00000000015	12594.0	109449.00000000001	1499.0	131.99999999999994	12121.999999999998	912.9999999999999	157.0	211.00000000000003	217.99999999999994	518.9999999999999	335.00000000000006	246.00000000000006	92.0	184.0	57.0	176.00000000000003	31.99999999999999	124.0	111.00000000000001	159.00000000000009	46.0	54.99999999999999	184.0	37.000000000000014	63.0	49.00000000000001	61.00000000000001	25.00000000000001	49.00000000000001	36.00000000000001	40.999999999999986	42.999999999999986	20.0	33.99999999999999	9.000000000000002
EC-12C	65178.99999999999	674.0000000000002	65853.00000000001	91944.99999999999	7948.000000000003	54131.99999999999	156.00000000000003	49.0	188.00000000000003	767.0	82.0	129.0	149.99999999999997	190.99999999999994	237.99999999999997	113.00000000000001	57.99999999999999	133.0	44.0	100.00000000000004	22.0	66.0	100.00000000000004	90.00000000000003	41.0	37.99999999999999	70.99999999999997	18.999999999999996	42.0	26.999999999999993	30.000000000000004	9.999999999999995	21.0	21.0	31.0	28.999999999999996	22.0	17.999999999999996	2.999999999999999
EC-12P	11268	180	11448	11522	1255	9221	349	5	266	35	4	4	7	5	59	3	8	2	0	8	0	3	3	5	0	0	3	5	3	6	0	0	2	0	1	4	0	1	1
