entity_id	valid	rejected	polled	electors	NPP	SJB	NDF	SLPP	ITAK	SB	SLMC	UDV	UNP	DTNA	DLF	DNA	ACTC	TMVP	ACMC	PSA	EPDP	IND17-10	JPF	UNA	SLLP	DP	IND11-04	TMK	JSP	NFGG	UNFF	APP	IND14-10	IND07-11	NIF	IND06-06	IND03-19	NPPT	AJP	IND01-02	TULF	IND02-18	DUNF	SBP	IND02-21	IND13-12	IND08-09	PPP	IND23-11	IND01-06	IND11-06	IND08-04	IND04-21	IND03-10	IND02-20	IND02-22	IND06-03	ERDF	IND02-10	IND04-07	IND02-08	IND06-02	IND06-16	IND10-03	IND02-02	IND01-04	IND04-15	DUA	IND07-21	IND06-15	IND02-05	IND13-10	SLSP	IND05-10	IND01-09	IND11-10	JSWP	IND01-22	USP	IND07-01	IND16-10	IND15-01	IND04-04	IND07-03	IND03-13	IND01-05	IND18-12	IND10-06	IND01-16	IND05-21	IND03-04	IND07-10	IND05-12	IND22-11	IND18-10	IND01-19	IND05-16	IND02-06	IND02-09	IND07-06	IND03-06	IND01-07	IND03-21	IND04-06	IND10-12	__OTHER
EC-04P	55314	1964	57278	57951	44819	4698	2770	928	0	892	0	0	0	0	193	41	0	0	0	147	0	0	16	0	0	74	296	0	29	0	0	8	0	0	43	0	0	23	74	0	9	0	26	0	0	0	0	9	0	0	0	52	0	0	0	0	0	6	0	0	0	0	0	0	0	17	0	0	0	0	0	0	7	0	0	0	0	0	8	0	0	0	34	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82
EC-05	274601	22637	297238	429991	181678	53200	13353	10150	0	3312	0	2134	0	0	0	1248	0	0	0	1251	0	0	636	0	0	403	0	0	449	0	0	0	0	0	389	0	0	0	0	0	0	0	214	0	0	0	0	306	0	0	0	0	0	0	0	0	0	342	0	0	0	0	0	0	0	0	0	0	0	0	2099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1780
EC-05A	89877	7865	97742	143362	64206	13321	4713	2902	0	1103	0	470	0	0	0	188	0	0	0	164	0	0	176	0	0	75	0	0	123	0	0	0	0	0	152	0	0	0	0	0	0	0	61	0	0	0	0	97	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	632
EC-05B	46193	4035	50228	73774	26687	12172	2198	2358	0	539	0	185	0	0	0	343	0	0	0	61	0	0	149	0	0	39	0	0	85	0	0	0	0	0	65	0	0	0	0	0	0	0	36	0	0	0	0	50	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	366
EC-05C	55733	4185	59918	90643	37287	11014	2341	1773	0	773	0	627	0	0	0	263	0	0	0	146	0	0	134	0	0	67	0	0	113	0	0	0	0	0	81	0	0	0	0	0	0	0	42	0	0	0	0	62	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	296
EC-05D	61283	5767	67050	99489	36375	14492	3147	2480	0	697	0	768	0	0	0	404	0	0	0	802	0	0	167	0	0	196	0	0	119	0	0	0	0	0	79	0	0	0	0	0	0	0	72	0	0	0	0	87	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	448
EC-05P	21515	785	22300	22723	17123	2201	954	637	0	200	0	84	0	0	0	50	0	0	0	78	0	0	10	0	0	26	0	0	9	0	0	0	0	0	12	0	0	0	0	0	0	0	3	0	0	0	0	10	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38
EC-06	387656	42195	429851	605292	161167	101589	0	6123	0	2687	0	18606	64672	0	3734	546	0	0	0	979	0	0	784	0	0	412	0	0	637	0	0	0	0	0	0	6895	0	0	0	0	855	0	492	2119	0	0	0	0	0	3641	3233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	626	0	0	0	0	0	0	0	0	1423	0	0	0	0	0	0	0	0	0	1213	0	1180	1165	0	0	1133	0	1745
EC-06A	213598	23273	236871	339590	71741	55916	0	2116	0	1099	0	15135	46906	0	2074	306	0	0	0	400	0	0	418	0	0	213	0	0	423	0	0	0	0	0	0	4813	0	0	0	0	406	0	322	1595	0	0	0	0	0	1733	2220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	402	0	0	0	0	0	0	0	0	789	0	0	0	0	0	0	0	0	0	1118	0	881	607	0	0	860	0	1105
EC-06B	54305	5524	59829	85043	24223	13997	0	1259	0	477	0	1400	8771	0	450	82	0	0	0	50	0	0	89	0	0	49	0	0	83	0	0	0	0	0	0	1197	0	0	0	0	181	0	45	233	0	0	0	0	0	586	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	190	0	0	0	0	0	0	0	0	0	26	0	157	158	0	0	86	0	166
EC-06C	46334	5570	51904	73371	26807	12809	0	797	0	507	0	377	2323	0	416	56	0	0	0	89	0	0	123	0	0	53	0	0	62	0	0	0	0	0	0	176	0	0	0	0	104	0	49	96	0	0	0	0	0	571	217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	11	0	19	152	0	0	76	0	192
EC-06D	54019	7088	61107	86786	24459	16390	0	1648	0	483	0	1493	5012	0	730	96	0	0	0	335	0	0	147	0	0	66	0	0	62	0	0	0	0	0	0	650	0	0	0	0	143	0	71	182	0	0	0	0	0	708	303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	251	0	0	0	0	0	0	0	0	0	26	0	100	236	0	0	75	0	265
EC-06P	19400	740	20140	20502	13937	2477	0	303	0	121	0	201	1660	0	64	6	0	0	0	105	0	0	7	0	0	31	0	0	7	0	0	0	0	0	0	59	0	0	0	0	21	0	5	13	0	0	0	0	0	43	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	32	0	23	12	0	0	36	0	17
EC-07	597091	23074	620165	903163	406428	93486	30453	31201	0	13533	0	5518	0	0	0	1872	0	0	0	2705	0	0	1160	923	0	1023	0	0	744	0	0	780	0	0	994	0	0	621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1165	0	0	0	1703
EC-07A	33284	1392	34676	54925	21681	5588	1471	1318	0	1855	0	312	0	0	0	181	0	0	0	94	0	0	183	89	0	35	0	0	38	0	0	51	0	0	42	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	112
EC-07B	51651	1814	53465	79776	36196	7536	2047	3075	0	1123	0	182	0	0	0	159	0	0	0	251	0	0	87	63	0	59	0	0	76	0	0	73	0	0	61	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	286
EC-07C	49600	1809	51409	77608	35787	6649	2125	2258	0	504	0	333	0	0	0	300	0	0	0	368	0	0	217	99	0	175	0	0	60	0	0	52	0	0	80	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	118
EC-07D	59862	2500	62362	92167	39475	9326	2219	3163	0	1044	0	2705	0	0	0	176	0	0	0	374	0	0	98	90	0	158	0	0	68	0	0	83	0	0	115	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	175
EC-07E	67531	3285	70816	102924	40170	15498	3044	3320	0	2880	0	401	0	0	0	237	0	0	0	207	0	0	158	109	0	105	0	0	108	0	0	193	0	0	100	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0	239
EC-07F	64715	3540	68255	100128	41294	12413	3967	3558	0	972	0	259	0	0	0	222	0	0	0	381	0	0	115	195	0	127	0	0	95	0	0	110	0	0	257	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	156
EC-07G	49983	2009	51992	80811	33113	7083	2751	3408	0	1957	0	219	0	0	0	198	0	0	0	227	0	0	111	65	0	53	0	0	85	0	0	62	0	0	88	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	236
EC-07H	56597	1667	58264	83718	39707	9410	3741	1885	0	715	0	183	0	0	0	105	0	0	0	156	0	0	57	77	0	52	0	0	60	0	0	37	0	0	33	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	89
EC-07I	69010	2155	71165	103518	48629	8496	5008	4153	0	885	0	514	0	0	0	137	0	0	0	210	0	0	46	53	0	105	0	0	68	0	0	50	0	0	82	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	125
EC-07J	54017	2074	56091	85347	38080	7964	2116	3217	0	991	0	269	0	0	0	124	0	0	0	266	0	0	68	56	0	108	0	0	63	0	0	60	0	0	93	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	137
EC-07P	40841	829	41670	42241	32296	3523	1964	1846	0	607	0	141	0	0	0	33	0	0	0	171	0	0	20	27	0	46	0	0	23	0	0	9	0	0	43	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	30
EC-08	454734	21673	476407	686175	317541	74475	31009	9432	0	11776	0	0	0	0	0	636	0	0	0	821	0	0	631	581	0	866	0	0	517	0	395	0	0	0	694	0	0	0	0	0	0	0	182	0	0	0	0	177	0	0	0	0	0	0	0	0	0	0	0	0	2750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2251
EC-08A	64468	5010	69478	104663	41989	11636	4536	1660	0	2444	0	0	0	0	0	114	0	0	0	251	0	0	179	82	0	78	0	0	97	0	51	0	0	0	72	0	0	0	0	0	0	0	36	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	625
EC-08B	60234	3687	63921	94907	38638	10154	6290	1599	0	1824	0	0	0	0	0	96	0	0	0	124	0	0	119	94	0	146	0	0	77	0	112	0	0	0	79	0	0	0	0	0	0	0	31	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	338
EC-08C	64171	2960	67131	97887	44128	10485	4676	971	0	2206	0	0	0	0	0	121	0	0	0	65	0	0	87	54	0	100	0	0	101	0	45	0	0	0	244	0	0	0	0	0	0	0	32	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	368
EC-08D	54317	2642	56959	82257	37897	9315	3629	1028	0	1110	0	0	0	0	0	74	0	0	0	65	0	0	67	183	0	159	0	0	58	0	45	0	0	0	109	0	0	0	0	0	0	0	21	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218
EC-08E	52055	1904	53959	81716	36845	9583	2711	1336	0	519	0	0	0	0	0	82	0	0	0	65	0	0	52	58	0	60	0	0	58	0	46	0	0	0	98	0	0	0	0	0	0	0	16	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213
EC-08F	63387	2018	65405	92487	47083	8339	4305	1099	0	1619	0	0	0	0	0	64	0	0	0	88	0	0	45	36	0	155	0	0	49	0	28	0	0	0	30	0	0	0	0	0	0	0	18	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199
EC-08G	65151	2773	67924	99980	46007	12271	3039	1191	0	1413	0	0	0	0	0	61	0	0	0	88	0	0	70	58	0	110	0	0	64	0	61	0	0	0	44	0	0	0	0	0	0	0	23	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248
EC-08P	30951	679	31630	32278	24954	2692	1823	548	0	641	0	0	0	0	0	24	0	0	0	75	0	0	12	16	0	58	0	0	13	0	7	0	0	0	18	0	0	0	0	0	0	0	5	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42
EC-09	352661	17039	369700	520940	234083	52170	18297	26268	0	5564	0	0	0	0	2246	0	0	0	0	922	0	0	960	644	0	709	0	0	451	0	0	0	0	0	359	0	0	0	0	0	0	0	242	0	0	0	4024	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209	0	2038	0	336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1196	0	0	0	0	0	0	1802
EC-09A	69950	3739	73689	106369	42699	10302	4281	6042	0	1550	0	0	0	0	553	0	0	0	0	375	0	0	241	124	0	256	0	0	72	0	0	0	0	0	127	0	0	0	0	0	0	0	57	0	0	0	775	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	1575	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209	0	0	0	0	0	0	518
EC-09B	54416	2242	56658	79700	36002	7008	2381	5857	0	929	0	0	0	0	479	0	0	0	0	168	0	0	111	90	0	131	0	0	130	0	0	0	0	0	51	0	0	0	0	0	0	0	35	0	0	0	508	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	32	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0	0	0	0	252
EC-09C	88482	4239	92721	130651	61215	9975	6750	5545	0	1274	0	0	0	0	524	0	0	0	0	178	0	0	229	136	0	160	0	0	88	0	0	0	0	0	59	0	0	0	0	0	0	0	62	0	0	0	1144	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	279	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	325	0	0	0	0	0	0	410
EC-09D	118137	6247	124384	181536	76841	23262	4111	7531	0	1623	0	0	0	0	627	0	0	0	0	131	0	0	362	266	0	112	0	0	152	0	0	0	0	0	102	0	0	0	0	0	0	0	86	0	0	0	1567	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	53	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	469	0	0	0	0	0	0	594
EC-09P	21676	572	22248	22684	17326	1623	774	1293	0	188	0	0	0	0	63	0	0	0	0	70	0	0	17	28	0	50	0	0	9	0	0	0	0	0	20	0	0	0	0	0	0	0	2	0	0	0	30	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	99	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	28
EC-10	325312	32767	358079	593187	80830	15276	0	582	63327	2669	0	0	1091	22513	2996	12427	27986	0	0	1350	17730	27855	0	0	0	0	0	13295	802	0	1622	906	7496	0	370	0	0	0	468	0	856	0	247	0	0	0	0	0	0	0	0	0	0	3045	0	0	0	369	2840	0	0	0	0	0	0	0	0	0	0	0	0	2089	0	2050	0	1926	0	0	0	0	1793	0	0	0	0	0	0	0	0	0	0	1280	0	0	1262	0	0	0	0	0	0	0	0	0	0	5964
EC-10A	13192	1758	14950	24842	2116	216	0	27	2626	77	0	0	36	624	101	288	1000	0	0	21	3296	601	0	0	0	0	0	195	27	0	220	9	531	0	7	0	0	0	20	0	24	0	15	0	0	0	0	0	0	0	0	0	0	107	0	0	0	40	38	0	0	0	0	0	0	0	0	0	0	0	0	65	0	119	0	65	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	197	0	0	39	0	0	0	0	0	0	0	0	0	0	358
EC-10B	27662	3159	30821	52078	5850	788	0	83	3705	387	0	0	83	1979	265	1120	3729	0	0	40	1549	1877	0	0	0	0	0	716	118	0	40	45	1531	0	25	0	0	0	44	0	85	0	33	0	0	0	0	0	0	0	0	0	0	301	0	0	0	30	1009	0	0	0	0	0	0	0	0	0	0	0	0	179	0	156	0	621	0	0	0	0	274	0	0	0	0	0	0	0	0	0	0	122	0	0	349	0	0	0	0	0	0	0	0	0	0	529
EC-10C	24116	2443	26559	45965	7566	1066	0	32	3036	671	0	0	93	1400	296	1016	2111	0	0	42	1472	1878	0	0	0	0	0	842	68	0	95	28	326	0	48	0	0	0	48	0	42	0	20	0	0	0	0	0	0	0	0	0	0	329	0	0	0	22	80	0	0	0	0	0	0	0	0	0	0	0	0	367	0	124	0	118	0	0	0	0	180	0	0	0	0	0	0	0	0	0	0	104	0	0	143	0	0	0	0	0	0	0	0	0	0	453
EC-10D	32516	3484	36000	60146	10059	874	0	95	4386	426	0	0	154	3443	460	1307	2751	0	0	67	1193	2413	0	0	0	0	0	1892	99	0	41	47	446	0	30	0	0	0	57	0	50	0	27	0	0	0	0	0	0	0	0	0	0	490	0	0	0	28	148	0	0	0	0	0	0	0	0	0	0	0	0	219	0	131	0	199	0	0	0	0	198	0	0	0	0	0	0	0	0	0	0	64	0	0	129	0	0	0	0	0	0	0	0	0	0	593
EC-10E	32051	3653	35704	62415	9570	719	0	42	4047	262	0	0	98	3025	421	1573	2679	0	0	881	1033	2743	0	0	0	0	0	1495	107	0	124	48	600	0	42	0	0	0	63	0	70	0	25	0	0	0	0	0	0	0	0	0	0	407	0	0	0	23	168	0	0	0	0	0	0	0	0	0	0	0	0	248	0	158	0	265	0	0	0	0	160	0	0	0	0	0	0	0	0	0	0	79	0	0	86	0	0	0	0	0	0	0	0	0	0	790
EC-10F	19864	2119	21983	41238	4006	343	0	16	2994	117	0	0	51	2627	210	2447	2423	0	0	37	695	1801	0	0	0	0	0	330	68	0	124	25	452	0	6	0	0	0	29	0	112	0	16	0	0	0	0	0	0	0	0	0	0	123	0	0	0	15	49	0	0	0	0	0	0	0	0	0	0	0	0	95	0	68	0	79	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	64	0	0	44	0	0	0	0	0	0	0	0	0	0	319
EC-10G	20411	2011	22422	39641	4467	593	0	15	4022	140	0	0	61	1980	150	925	2625	0	0	32	1345	1572	0	0	0	0	0	524	53	0	37	80	458	0	13	0	0	0	25	0	53	0	12	0	0	0	0	0	0	0	0	0	0	172	0	0	0	14	79	0	0	0	0	0	0	0	0	0	0	0	0	154	0	134	0	92	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	113	0	0	53	0	0	0	0	0	0	0	0	0	0	317
EC-10H	27492	2938	30430	55804	4901	510	0	47	4600	146	0	0	146	2086	186	1567	2596	0	0	78	1300	5978	0	0	0	0	0	635	63	0	57	111	949	0	29	0	0	0	41	0	91	0	17	0	0	0	0	0	0	0	0	0	0	200	0	0	0	43	91	0	0	0	0	0	0	0	0	0	0	0	0	112	0	154	0	109	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	88	0	0	44	0	0	0	0	0	0	0	0	0	0	412
EC-10I	28084	2163	30247	50806	8831	418	0	61	3228	112	0	0	109	1528	228	760	2396	0	0	36	1104	2279	0	0	0	0	0	3527	58	0	76	37	1034	0	60	0	0	0	50	0	66	0	19	0	0	0	0	0	0	0	0	0	0	239	0	0	0	34	664	0	0	0	0	0	0	0	0	0	0	0	0	156	0	91	0	131	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	62	0	0	83	0	0	0	0	0	0	0	0	0	0	542
EC-10J	21866	1765	23631	37397	9066	419	0	66	2582	95	0	0	52	1124	308	626	1612	0	0	25	1361	1067	0	0	0	0	0	1076	57	0	449	18	368	0	9	0	0	0	27	0	37	0	24	0	0	0	0	0	0	0	0	0	0	254	0	0	0	41	278	0	0	0	0	0	0	0	0	0	0	0	0	131	0	90	0	62	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	75	0	0	30	0	0	0	0	0	0	0	0	0	0	397
EC-10K	53252	6518	59770	96953	8717	8554	0	72	23293	150	0	0	99	1098	304	305	1441	0	0	43	1497	2098	0	0	0	0	0	307	69	0	337	435	357	0	86	0	0	0	35	0	162	0	32	0	0	0	0	0	0	0	0	0	0	363	0	0	0	64	84	0	0	0	0	0	0	0	0	0	0	0	0	299	0	794	0	138	0	0	0	0	477	0	0	0	0	0	0	0	0	0	0	278	0	0	173	0	0	0	0	0	0	0	0	0	0	1091
EC-10P	24806	756	25562	25902	5681	776	0	26	4808	86	0	0	109	1599	67	493	2623	0	0	48	1885	3548	0	0	0	0	0	1756	15	0	22	23	444	0	15	0	0	0	29	0	64	0	7	0	0	0	0	0	0	0	0	0	0	60	0	0	0	15	152	0	0	0	0	0	0	0	0	0	0	0	0	64	0	31	0	47	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	34	0	0	89	0	0	0	0	0	0	0	0	0	0	163
EC-11	195886	15254	211140	306081	39894	32232	0	805	29711	1084	0	0	471	21102	1586	9943	7492	0	0	551	6570	0	621	253	17710	0	0	0	255	438	0	0	0	7484	0	0	0	0	0	0	1732	0	118	434	0	0	0	128	3683	0	0	0	0	0	0	0	0	1113	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1264	0	0	0	0	0	0	0	0	0	0	0	9162
EC-11A	59442	3863	63305	86436	7948	15007	0	131	7490	156	0	0	100	8684	267	2000	1796	0	0	44	1736	0	317	78	6044	0	0	0	53	302	0	0	0	3056	0	0	0	0	0	0	175	0	18	128	0	0	0	74	403	0	0	0	0	0	0	0	0	644	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	379	0	0	0	0	0	0	0	0	0	0	0	2402
EC-11B	76452	5747	82199	122643	19786	10736	0	470	5575	424	0	0	202	5886	927	6556	2920	0	0	404	3893	0	191	133	8354	0	0	0	101	63	0	0	0	1794	0	0	0	0	0	0	1134	0	72	174	0	0	0	23	2325	0	0	0	0	0	0	0	0	267	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	520	0	0	0	0	0	0	0	0	0	0	0	3493
EC-11C	46675	5178	51853	82942	7789	4664	0	130	14297	424	0	0	118	5133	315	1177	2274	0	0	50	654	0	75	32	2678	0	0	0	96	45	0	0	0	1995	0	0	0	0	0	0	335	0	24	127	0	0	0	22	808	0	0	0	0	0	0	0	0	140	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	326	0	0	0	0	0	0	0	0	0	0	0	2939
EC-11P	13317	466	13783	14060	4371	1825	0	74	2349	80	0	0	51	1399	77	210	502	0	0	53	287	0	38	10	634	0	0	0	5	28	0	0	0	639	0	0	0	0	0	0	88	0	4	5	0	0	0	9	147	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	328
