entity_id	valid	rejected	polled	electors	UNP	UPFA	JHU	NLF	S	JSP	UMPA	EPDP	USP	NPP	ULF	SLMK	SEP	IP2D	IP7D	IP1D	IP4D	IP6D	SMBP	IP5D	IP8D	SLNF	IP3D	IP9D	RJP	SLPF
LK-1227735	436	21	458	606	134	251	48	0	0	1			1			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1227740	492	23	517	683	151	283	54	0	0	1			1			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1227745	316	15	331	438	96	181	34	0	0	0			0			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1227750	444	21	466	617	136	256	49	0	0	1			1			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1227755	602	29	631	835	184	346	66	0	0	1			1			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230	69797	3004	72892	94687	23046	40258	5879	0	0	95			125			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230005	665	29	694	901	219	383	56	0	0	1			1			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230010	632	27	660	857	209	365	53	0	0	1			1			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230015	633	27	661	858	209	365	53	0	0	1			1			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230020	352	15	367	477	116	203	29	0	0	0			0			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230025	359	15	375	487	119	207	30	0	0	0			0			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230030	489	21	511	663	161	282	41	0	0	1			1			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230035	241	10	252	327	79	139	20	0	0	0			0			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230040	342	15	357	464	113	197	29	0	0	0			0			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230045	437	19	456	593	144	252	37	0	0	1			1			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230050	648	28	676	879	214	374	55	0	0	1			1			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230055	570	25	595	774	188	329	48	0	0	1			1			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230060	538	23	561	729	177	310	45	0	0	1			1			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230065	315	13	329	427	104	181	26	0	0	0			0			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230070	595	26	622	807	197	343	50	0	0	1			1			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230075	658	28	687	892	217	379	55	0	0	1			1			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230080	610	26	637	828	201	352	51	0	0	1			1			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230085	361	15	377	490	119	208	30	0	0	0			0			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230090	557	24	582	756	184	322	47	0	0	1			1			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230095	285	12	298	387	94	164	24	0	0	0			0			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230100	867	38	906	1177	287	500	73	0	0	2			2			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230105	507	22	530	688	167	293	43	0	0	1			1			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230110	612	26	640	831	202	353	52	0	0	1			1			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230115	498	21	520	675	164	287	42	0	0	1			1			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230120	383	16	400	520	126	221	32	0	0	0			1			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230125	460	20	480	624	152	265	39	0	0	1			1			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230130	1241	54	1296	1683	410	716	105	0	0	2			3			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230135	807	35	843	1095	267	466	68	0	0	1			2			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230140	702	30	733	952	232	405	59	0	0	1			1			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230145	486	21	507	659	160	280	41	0	0	1			1			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230150	303	13	317	412	100	175	25	0	0	0			0			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230155	538	23	562	730	178	310	45	0	0	1			1			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230160	336	14	351	456	111	194	28	0	0	0			0			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230165	354	15	369	480	117	204	30	0	0	0			0			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230170	245	10	256	333	81	141	20	0	0	0			0			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230175	331	14	345	449	109	191	28	0	0	0			0			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230180	341	15	356	463	113	197	29	0	0	0			0			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230185	450	19	470	611	149	260	38	0	0	1			1			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230190	531	23	554	720	175	306	45	0	0	1			1			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230195	575	25	601	780	190	332	48	0	0	1			1			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230200	256	11	268	348	84	148	21	0	0	0			0			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230205	523	23	547	710	173	302	44	0	0	1			1			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230210	293	12	306	398	97	169	24	0	0	0			0			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230215	238	10	248	323	78	137	20	0	0	0			0			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230220	401	17	418	543	132	231	34	0	0	0			1			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230225	661	29	690	897	218	381	56	0	0	1			1			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230230	623	27	650	845	206	359	53	0	0	1			1			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230235	484	21	505	657	160	279	41	0	0	1			1			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230240	432	19	451	586	143	249	36	0	0	1			1			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230245	342	15	357	463	113	197	29	0	0	0			0			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230250	433	19	452	588	143	250	36	0	0	1			1			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230255	562	24	587	763	186	324	47	0	0	1			1			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230260	695	30	726	943	230	401	59	0	0	1			1			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230265	533	23	557	724	176	308	45	0	0	1			1			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230270	541	23	565	734	179	312	46	0	0	1			1			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230275	395	17	413	536	130	228	33	0	0	0			1			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230280	348	15	363	472	115	201	29	0	0	0			0			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230285	777	34	812	1055	257	449	66	0	0	1			2			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230290	493	21	515	669	163	284	41	0	0	1			1			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230295	295	12	308	400	97	170	25	0	0	0			0			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230300	313	13	327	425	103	180	26	0	0	0			0			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230305	379	16	396	514	125	219	32	0	0	0			1			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230310	283	12	296	384	93	163	24	0	0	0			0			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230315	392	17	410	532	129	226	33	0	0	0			1			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230320	764	33	798	1036	252	441	65	0	0	1			2			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230325	345	15	360	468	114	199	29	0	0	0			0			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230330	797	35	832	1081	263	460	67	0	0	1			2			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230335	559	24	584	758	185	322	47	0	0	1			1			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230340	566	24	591	767	187	326	48	0	0	1			1			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230345	283	12	295	383	93	163	24	0	0	0			0			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230350	382	16	399	518	126	220	32	0	0	0			1			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230355	420	18	439	570	139	242	35	0	0	0			1			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230360	730	32	762	990	241	421	62	0	0	1			2			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230365	590	25	616	800	195	340	50	0	0	1			1			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230370	470	20	491	638	155	271	40	0	0	1			1			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230375	543	23	567	736	179	313	46	0	0	1			1			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230380	260	11	272	353	86	150	22	0	0	0			0			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230385	677	29	707	918	224	390	57	0	0	1			1			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230390	745	32	778	1011	246	430	63	0	0	1			2			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230395	482	21	503	654	159	278	41	0	0	1			1			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230400	931	40	972	1263	308	537	79	0	0	2			2			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230405	244	10	255	331	80	141	20	0	0	0			0			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230410	755	33	788	1024	249	435	64	0	0	1			2			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230415	283	12	296	384	93	163	24	0	0	0			0			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230420	353	15	369	479	116	203	30	0	0	0			0			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230425	258	11	269	350	85	148	21	0	0	0			0			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230430	338	14	353	458	111	195	28	0	0	0			0			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230435	482	21	503	654	159	278	41	0	0	1			1			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230440	476	20	497	646	157	274	40	0	0	1			1			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230445	580	25	606	787	192	335	49	0	0	1			1			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230450	710	31	742	964	235	410	60	0	0	1			1			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230455	646	28	675	876	213	373	54	0	0	1			1			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230460	415	18	433	562	137	239	35	0	0	0			1			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230465	508	22	531	689	168	293	43	0	0	1			1			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230470	352	15	367	477	116	203	29	0	0	0			0			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230475	520	22	543	705	172	300	44	0	0	1			1			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230480	450	19	470	610	149	260	38	0	0	1			1			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230485	527	23	550	715	174	304	44	0	0	1			1			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230490	593	26	620	805	196	342	50	0	0	1			1			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230495	718	31	750	974	237	414	61	0	0	1			1			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230500	448	19	468	607	148	258	38	0	0	1			1			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230505	1400	61	1462	1899	463	808	119	0	0	3			3			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230510	803	35	839	1090	265	464	68	0	0	1			2			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230515	382	16	399	518	126	220	32	0	0	0			1			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230520	731	32	764	992	242	422	62	0	0	1			2			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230525	844	37	881	1145	279	487	71	0	0	1			2			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230530	1523	67	1590	2066	503	879	129	0	0	3			4			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230535	425	18	444	577	140	245	36	0	0	0			1			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230540	312	13	326	423	103	180	26	0	0	0			0			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230545	456	20	476	618	150	263	38	0	0	1			1			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230550	476	20	497	646	157	275	40	0	0	1			1			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230555	363	16	379	493	120	210	30	0	0	0			0			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230560	507	22	529	687	167	292	43	0	0	1			1			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230565	446	19	466	605	147	257	37	0	0	1			1			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230570	385	16	402	522	127	222	32	0	0	0			1			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230575	441	19	460	598	146	254	37	0	0	1			1			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230580	623	27	651	845	206	360	53	0	0	1			1			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230585	401	17	418	543	132	231	34	0	0	0			1			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230590	735	32	768	997	243	424	62	0	0	1			2			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230595	460	20	481	625	152	266	39	0	0	1			1			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230600	468	20	489	635	155	270	39	0	0	1			1			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230605	719	31	751	976	238	415	61	0	0	1			1			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230610	733	32	766	995	242	423	62	0	0	1			2			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230615	522	22	545	708	172	301	44	0	0	1			1			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230620	1098	48	1146	1489	363	633	93	0	0	2			3			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230625	466	20	487	632	154	269	39	0	0	1			1			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230630	558	24	583	758	184	322	47	0	0	1			1			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230635	375	16	391	508	124	216	31	0	0	0			1			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230640	416	18	435	565	137	240	35	0	0	0			1			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230645	448	19	468	608	148	258	38	0	0	1			1			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230650	617	27	645	838	204	356	52	0	0	1			1			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230655	665	29	694	902	220	384	56	0	0	1			1			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230660	514	22	537	698	170	297	43	0	0	1			1			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230665	739	32	772	1002	244	426	62	0	0	1			2			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233	86451	3404	89914	117781	26971	47515	11148	28	0	333			132			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233005	722	28	751	983	225	397	93	0	0	3			1			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233010	595	23	619	810	185	327	77	0	0	2			1			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233015	766	30	797	1043	239	421	99	0	0	3			1			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233020	629	25	655	857	196	346	81	0	0	2			1			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233025	609	24	634	830	190	335	78	0	0	2			1			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233030	674	26	701	919	210	371	87	0	0	2			1			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233035	285	11	297	389	89	157	36	0	0	1			0			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233040	484	19	504	660	151	266	62	0	0	2			0			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233045	693	27	721	944	216	381	89	0	0	3			1			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233050	355	14	369	484	111	195	46	0	0	1			0			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233055	651	25	677	887	203	358	84	0	0	2			1			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233060	564	22	587	768	176	310	73	0	0	2			1			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233065	340	13	353	463	106	186	44	0	0	1			0			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233070	471	18	490	642	147	259	61	0	0	2			0			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233075	607	24	631	827	189	333	78	0	0	2			1			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233080	420	16	437	573	131	231	54	0	0	1			0			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233085	166	6	172	226	51	91	21	0	0	0			0			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233090	810	32	843	1104	253	445	104	0	0	3			1			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233095	743	29	773	1013	232	409	96	0	0	3			1			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233100	390	15	405	531	121	214	50	0	0	1			0			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233105	351	14	365	478	109	193	45	0	0	1			0			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233110	231	9	240	314	72	127	29	0	0	1			0			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233115	202	8	210	276	63	111	26	0	0	0			0			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233120	446	17	464	607	139	245	57	0	0	1			0			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233125	512	20	532	698	160	281	66	0	0	2			1			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233130	408	16	425	556	127	224	52	0	0	1			0			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233135	748	29	778	1020	233	411	96	0	0	3			1			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233140	1281	51	1332	1745	400	704	165	1	0	5			2			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233145	491	19	510	669	153	270	63	0	0	2			1			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233150	502	20	523	685	157	276	65	0	0	2			1			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233155	921	36	958	1255	287	506	119	0	0	4			1			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233160	608	24	632	829	190	334	78	0	0	2			1			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233165	595	23	619	811	186	327	77	0	0	2			1			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233170	558	22	580	760	174	306	72	0	0	2			1			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233175	635	25	660	865	198	349	82	0	0	2			1			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233180	826	32	859	1126	258	454	106	0	0	3			1			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233185	746	29	776	1017	233	410	96	0	0	3			1			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233190	549	21	571	747	171	301	71	0	0	2			1			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233195	1156	46	1203	1575	361	636	149	1	0	5			2			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233200	1143	45	1188	1557	356	628	147	1	0	4			2			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233205	833	33	866	1135	260	458	107	0	0	3			1			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233210	1698	67	1766	2314	530	934	219	1	0	7			3			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233215	764	30	794	1041	238	420	98	0	0	3			1			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233220	710	28	738	967	221	390	91	0	0	3			1			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233225	1066	42	1109	1453	333	586	138	0	0	4			2			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233230	1084	43	1128	1477	338	596	140	0	0	4			2			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233235	907	36	944	1236	283	499	117	0	0	3			1			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233240	937	37	974	1276	292	515	121	0	0	4			1			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233245	2135	85	2221	2909	666	1174	276	1	0	9			4			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233250	2188	87	2276	2981	683	1203	283	1	0	9			4			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233255	1425	56	1482	1942	445	783	184	1	0	6			2			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233260	1579	62	1642	2151	493	868	204	1	0	6			3			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233265	2970	118	3089	4046	927	1633	384	2	0	12			6			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233270	1064	42	1107	1450	332	585	137	0	0	4			2			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233275	929	37	966	1265	290	510	120	0	0	4			1			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233280	953	38	991	1298	297	524	123	0	0	4			1			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233285	2068	82	2151	2818	646	1137	267	1	0	9			4			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233290	1590	63	1653	2166	496	874	205	1	0	6			3			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233295	1268	50	1319	1728	396	697	164	1	0	5			2			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233300	1788	71	1860	2436	558	983	231	1	0	7			3			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233305	886	35	922	1207	276	487	114	0	0	3			1			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233310	737	29	767	1004	230	405	95	0	0	3			1			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233315	1169	46	1216	1592	365	642	151	1	0	5			2			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233320	813	32	846	1108	254	447	105	0	0	3			1			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233325	1471	58	1530	2004	459	809	190	1	0	6			3			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233330	1566	62	1628	2133	489	861	202	1	0	6			3			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233335	1146	45	1192	1561	358	630	148	1	0	4			2			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233340	1155	46	1201	1574	360	635	149	1	0	5			2			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233345	836	33	869	1139	261	459	108	0	0	3			1			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233350	924	36	961	1259	288	508	119	0	0	4			1			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233355	1811	72	1883	2467	565	995	234	1	0	7			3			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233360	1246	49	1296	1697	389	685	161	1	0	5			2			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233365	899	35	935	1224	280	494	116	0	0	3			1			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233370	778	31	809	1059	242	427	100	0	0	3			1			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233375	900	35	936	1225	281	494	116	0	0	3			1			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233380	1481	59	1540	2018	462	814	191	1	0	6			3			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233385	879	35	914	1197	274	483	113	0	0	3			1			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233390	900	35	936	1225	281	494	116	0	0	3			1			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233395	925	36	962	1261	289	509	119	0	0	4			1			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233400	1089	43	1133	1484	340	598	140	0	0	4			2			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233405	623	24	648	849	194	342	80	0	0	2			1			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233410	1047	41	1089	1427	327	576	135	0	0	4			2			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233415	1608	64	1672	2191	502	884	208	1	0	7			3			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233420	696	27	723	948	217	382	90	0	0	3			1			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233425	1301	51	1353	1773	406	715	168	1	0	5			2			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233430	1042	41	1084	1419	325	573	134	0	0	4			2			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233435	1185	47	1232	1614	370	651	153	1	0	5			2			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233440	1217	48	1266	1658	380	669	157	1	0	5			2			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233445	983	39	1023	1339	307	540	127	0	0	4			2			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233450	1155	46	1201	1573	360	635	149	1	0	5			2			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233455	726	28	755	989	226	399	94	0	0	3			1			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233460	1418	56	1475	1931	442	779	183	1	0	6			2			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1236	58719	2977	61730	80309	21430	25754	10940	35	13	232			130			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1236005	2842	144	2988	3887	1037	1247	530	2	1	12			7			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1236010	1277	65	1342	1747	466	560	238	1	0	5			3			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1236015	2463	125	2590	3369	899	1081	459	2	1	10			6			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1236020	1994	101	2096	2727	728	875	372	1	1	8			4			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1236025	1412	72	1484	1931	515	619	263	1	0	6			3			0		0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1236030	1598	81	1680	2185	583	701	298	1	0	6			3			0		0	0	0	0	0	0	0	0	0	0	0	0	0
