entity_id	valid	rejected	polled	electors	PA	UNP	JVP	SMBP	LDA	SLMP	Liberal	Ind 1	Ind 2	PLSF	Ind 3	DUNF	PFF
LK-2124270	173	4	177	226	90	74	4	0	0	0	0	0	0	0	0	0	0
LK-2124275	390	10	400	509	204	168	9	1	0	0	1	1	1	0	0	0	0
LK-2124280	387	10	397	505	202	166	9	1	0	0	1	1	1	0	0	0	0
LK-2124285	310	8	318	405	162	133	7	1	0	0	0	1	1	0	0	0	0
LK-2124290	337	8	346	440	176	145	8	1	0	0	1	1	1	0	0	0	0
LK-2124295	227	5	233	296	118	97	5	0	0	0	0	0	1	0	0	0	0
LK-2124300	282	7	289	368	147	121	6	1	0	0	0	1	1	0	0	0	0
LK-2124305	307	7	315	401	160	132	7	1	0	0	0	1	1	0	0	0	0
LK-2124310	335	8	343	437	175	144	8	1	0	0	1	1	1	0	0	0	0
LK-2124315	350	9	360	458	183	151	8	1	0	0	1	1	1	0	0	0	0
LK-2124320	232	6	238	303	121	100	5	0	0	0	0	0	1	0	0	0	0
LK-2124325	263	6	270	343	137	113	6	1	0	0	0	1	1	0	0	0	0
LK-2124330	293	7	300	382	153	126	7	1	0	0	0	1	1	0	0	0	0
LK-2124335	485	12	498	634	253	209	11	1	0	0	1	1	2	0	0	0	0
LK-2124340	830	21	852	1084	434	358	20	3	1	0	2	3	4	1	1	0	0
LK-2124345	645	16	661	841	337	277	15	2	0	0	2	2	3	1	0	0	0
LK-2124350	736	19	755	961	385	317	17	2	0	0	2	2	3	1	0	0	0
LK-2124355	371	9	381	485	194	160	8	1	0	0	1	1	1	0	0	0	0
LK-2124360	351	9	360	458	183	151	8	1	0	0	1	1	1	0	0	0	0
LK-2124365	344	8	353	449	179	148	8	1	0	0	1	1	1	0	0	0	0
LK-2124370	215	5	220	280	112	92	5	0	0	0	0	0	1	0	0	0	0
LK-2124375	325	8	333	424	169	140	7	1	0	0	1	1	1	0	0	0	0
LK-2124380	879	22	902	1148	459	379	21	3	1	1	2	3	4	1	1	0	0
LK-2124385	425	11	436	555	222	183	10	1	0	0	1	1	2	0	0	0	0
LK-2124390	397	10	407	518	207	171	9	1	0	0	1	1	1	0	0	0	0
LK-2124395	177	4	182	231	92	76	4	0	0	0	0	0	0	0	0	0	0
LK-2124400	323	8	331	421	168	139	7	1	0	0	1	1	1	0	0	0	0
LK-2124405	255	6	261	332	133	109	6	0	0	0	0	1	1	0	0	0	0
LK-2124410	274	7	281	358	143	118	6	1	0	0	0	1	1	0	0	0	0
LK-2124415	299	7	306	390	156	128	7	1	0	0	0	1	1	0	0	0	0
LK-2124425	383	9	393	500	200	165	9	1	0	0	1	1	1	0	0	0	0
LK-2124430	288	7	295	376	150	124	6	1	0	0	0	1	1	0	0	0	0
LK-2124435	204	5	209	267	106	88	4	0	0	0	0	0	1	0	0	0	0
LK-2124440	338	8	346	441	176	145	8	1	0	0	1	1	1	0	0	0	0
LK-2124445	288	7	295	376	150	124	6	1	0	0	0	1	1	0	0	0	0
LK-2124450	200	5	206	262	104	86	4	0	0	0	0	0	1	0	0	0	0
LK-2124455	237	6	243	309	123	102	5	0	0	0	0	0	1	0	0	0	0
LK-2124460	158	4	162	206	82	68	3	0	0	0	0	0	0	0	0	0	0
LK-2124465	118	3	121	154	61	51	2	0	0	0	0	0	0	0	0	0	0
LK-2124470	125	3	128	163	65	53	3	0	0	0	0	0	0	0	0	0	0
LK-2127	48611	1373	50032	65274	23217	22931	1529	227	18	30	70	26	90	8	8	0	1
LK-2127005	502	14	516	674	240	237	16	2	0	0	1	0	1	0	0	0	0
LK-2127010	338	9	347	453	161	159	10	1	0	0	0	0	0	0	0	0	0
LK-2127015	300	8	309	403	143	141	9	1	0	0	0	0	0	0	0	0	0
LK-2127020	505	14	520	678	241	238	16	2	0	0	1	0	1	0	0	0	0
LK-2127025	368	10	379	494	176	173	11	2	0	0	0	0	0	0	0	0	0
LK-2127030	330	9	340	444	158	156	10	1	0	0	0	0	0	0	0	0	0
LK-2127035	429	12	442	576	205	202	13	2	0	0	0	0	1	0	0	0	0
LK-2127040	387	11	399	520	185	183	12	2	0	0	0	0	1	0	0	0	0
LK-2127045	281	8	290	378	134	133	9	1	0	0	0	0	0	0	0	0	0
LK-2127050	353	10	363	473	168	166	11	1	0	0	0	0	0	0	0	0	0
LK-2127055	315	9	324	423	150	148	10	1	0	0	0	0	0	0	0	0	0
LK-2127060	367	10	378	493	175	173	11	2	0	0	0	0	0	0	0	0	0
LK-2127065	410	11	422	551	196	193	13	2	0	0	0	0	1	0	0	0	0
LK-2127070	272	7	280	365	130	128	8	1	0	0	0	0	0	0	0	0	0
LK-2127075	231	6	238	310	110	109	7	1	0	0	0	0	0	0	0	0	0
LK-2127080	524	15	540	704	250	247	16	2	0	0	1	0	1	0	0	0	0
LK-2127085	348	10	358	467	166	164	11	1	0	0	0	0	0	0	0	0	0
LK-2127090	769	22	792	1033	368	363	24	4	0	1	1	1	2	0	0	0	0
LK-2127095	317	9	326	425	151	149	10	1	0	0	0	0	0	0	0	0	0
LK-2127100	572	16	589	768	273	270	18	3	0	0	1	0	1	0	0	0	0
LK-2127105	388	11	399	521	185	183	12	2	0	0	0	0	1	0	0	0	0
LK-2127110	370	10	381	497	177	175	11	2	0	0	0	0	0	0	0	0	0
LK-2127115	1032	30	1062	1385	493	487	33	5	1	1	2	1	2	0	0	0	0
LK-2127120	703	20	723	944	336	332	22	3	0	1	1	1	1	0	0	0	0
LK-2127125	585	17	602	785	279	276	18	3	0	0	1	0	1	0	0	0	0
LK-2127130	485	14	500	652	232	229	15	2	0	0	1	0	1	0	0	0	0
LK-2127135	498	14	512	668	238	235	16	2	0	0	1	0	1	0	0	0	0
LK-2127140	434	12	447	583	207	205	14	2	0	0	1	0	1	0	0	0	0
LK-2127145	376	10	387	505	179	177	12	2	0	0	0	0	1	0	0	0	0
LK-2127150	365	10	375	490	174	172	11	2	0	0	0	0	0	0	0	0	0
LK-2127155	551	16	567	740	263	260	17	3	0	0	1	0	1	0	0	0	0
LK-2127160	368	10	379	494	176	173	11	2	0	0	0	0	0	0	0	0	0
LK-2127165	523	15	539	703	250	247	16	2	0	0	1	0	1	0	0	0	0
LK-2127170	1004	29	1033	1348	480	474	32	5	1	1	2	1	2	0	0	0	0
LK-2127175	647	18	666	869	309	305	20	3	0	1	1	0	1	0	0	0	0
LK-2127180	505	14	520	678	241	238	16	2	0	0	1	0	1	0	0	0	0
LK-2127185	341	9	351	459	163	161	11	1	0	0	0	0	0	0	0	0	0
LK-2127190	472	13	486	634	225	223	15	2	0	0	1	0	1	0	0	0	0
LK-2127195	620	18	638	832	296	292	20	3	0	0	1	0	1	0	0	0	0
LK-2127200	394	11	406	529	188	186	12	2	0	0	0	0	1	0	0	0	0
LK-2127205	506	14	521	680	242	239	16	2	0	0	1	0	1	0	0	0	0
LK-2127210	416	12	428	558	198	196	13	2	0	0	0	0	1	0	0	0	0
LK-2127215	464	13	477	623	222	219	14	2	0	0	1	0	1	0	0	0	0
LK-2127220	541	15	557	727	259	255	17	2	0	0	1	0	1	0	0	0	0
LK-2127225	591	17	608	793	282	279	19	3	0	0	1	0	1	0	0	0	0
LK-2127230	412	11	424	553	197	194	13	2	0	0	0	0	1	0	0	0	0
LK-2127235	632	18	651	849	302	298	20	3	0	1	1	0	1	0	0	0	0
LK-2127240	379	11	390	508	181	178	12	2	0	0	0	0	1	0	0	0	0
LK-2127245	477	13	491	641	228	225	15	2	0	0	1	0	1	0	0	0	0
LK-2127250	562	16	578	754	268	265	18	3	0	0	1	0	1	0	0	0	0
LK-2127255	644	18	663	865	308	304	20	3	0	1	1	0	1	0	0	0	0
LK-2127260	567	16	584	762	271	268	18	3	0	0	1	0	1	0	0	0	0
LK-2127265	419	12	431	563	200	198	13	2	0	0	0	0	1	0	0	0	0
LK-2127270	636	18	655	854	304	300	20	3	0	1	1	0	1	0	0	0	0
LK-2127275	1191	34	1225	1599	569	562	38	6	1	1	2	1	3	1	1	0	0
LK-2127280	848	24	873	1139	405	400	27	4	1	1	1	1	2	0	0	0	0
LK-2127285	886	25	912	1190	423	418	28	4	1	1	2	1	2	0	0	0	0
LK-2127290	1320	38	1359	1773	631	623	42	7	1	2	3	2	3	1	1	0	0
LK-2127295	509	14	524	683	243	240	16	2	0	0	1	0	1	0	0	0	0
LK-2127300	603	17	620	809	288	284	19	3	0	0	1	0	1	0	0	0	0
LK-2127305	410	11	422	551	196	193	13	2	0	0	0	0	1	0	0	0	0
LK-2127310	252	7	259	338	120	119	8	1	0	0	0	0	0	0	0	0	0
LK-2127315	670	19	690	900	320	316	21	3	0	1	1	1	1	0	0	0	0
LK-2127320	334	9	344	449	159	158	10	1	0	0	0	0	0	0	0	0	0
LK-2127325	505	14	520	679	241	238	16	2	0	0	1	0	1	0	0	0	0
LK-2127330	361	10	371	485	172	170	11	1	0	0	0	0	0	0	0	0	0
LK-2127335	248	7	256	334	118	117	8	1	0	0	0	0	0	0	0	0	0
LK-2127340	411	11	423	552	196	194	13	2	0	0	0	0	1	0	0	0	0
LK-2127345	919	26	946	1234	439	434	29	5	1	1	2	1	2	0	0	0	0
LK-2127350	858	24	883	1151	410	405	27	4	1	1	1	1	2	0	0	0	0
LK-2127355	1773	51	1825	2381	848	837	57	9	2	2	4	2	4	1	1	0	0
LK-2127360	2695	78	2773	3618	1288	1272	86	14	3	4	6	4	7	2	2	0	1
LK-2127365	738	21	760	991	353	348	23	4	0	1	1	1	1	0	0	0	0
LK-2127370	1594	46	1640	2140	762	752	51	8	1	2	3	2	4	1	1	0	0
LK-2127375	443	12	455	594	211	209	14	2	0	0	1	0	1	0	0	0	0
LK-2127380	991	28	1020	1330	473	468	31	5	1	1	2	1	2	0	0	0	0
LK-2127385	492	14	506	661	235	232	15	2	0	0	1	0	1	0	0	0	0
LK-2127390	1219	35	1254	1637	582	575	39	6	1	1	2	1	3	1	1	0	0
LK-2127395	897	26	923	1204	428	423	28	4	1	1	2	1	2	0	0	0	0
LK-2127400	1619	47	1666	2174	774	764	52	8	1	2	3	2	4	1	1	0	0
LK-2130	66525	1764	68321	91371	29277	33747	1734	729	203	186	83	65	88	31	5	1	0
LK-2130005	958	27	985	1323	444	465	26	9	2	2	1	1	1	0	0	0	0
LK-2130010	657	18	676	907	305	319	17	6	2	1	1	1	1	0	0	0	0
LK-2130015	702	19	722	970	326	340	19	7	2	1	1	1	1	0	0	0	0
LK-2130020	787	22	809	1087	365	382	21	7	2	2	1	1	1	0	0	0	0
LK-2130025	1153	28	1181	1568	460	629	29	15	4	4	1	1	1	1	0	0	0
LK-2130030	1196	33	1230	1652	555	580	32	12	3	3	2	1	2	1	0	0	0
LK-2130035	757	21	779	1046	351	367	20	7	2	2	1	1	1	0	0	0	0
LK-2130040	454	12	467	627	210	220	12	4	1	1	0	0	0	0	0	0	0
LK-2130045	616	17	634	851	286	299	16	6	1	1	1	0	1	0	0	0	0
LK-2130050	609	17	627	842	283	295	16	6	1	1	1	0	1	0	0	0	0
LK-2130055	1045	29	1075	1443	485	507	28	10	3	2	1	1	2	0	0	0	0
LK-2130060	819	23	842	1131	380	397	22	8	2	2	1	1	1	0	0	0	0
LK-2130065	1072	26	1098	1459	428	585	27	14	4	4	1	1	1	1	0	0	0
LK-2130070	1461	36	1497	1988	583	797	36	20	6	6	2	1	2	1	0	0	0
LK-2130075	813	20	833	1107	325	444	20	11	3	3	1	1	1	0	0	0	0
LK-2130080	2660	65	2726	3620	1062	1452	67	36	11	11	4	3	4	3	1	1	0
LK-2130085	1139	28	1168	1550	455	622	28	15	4	4	1	1	1	1	0	0	0
LK-2130090	1393	34	1428	1896	556	761	35	19	5	6	2	1	2	1	0	0	0
LK-2130095	880	21	902	1198	351	480	22	12	3	3	1	1	1	1	0	0	0
LK-2130100	1022	25	1047	1390	408	558	25	14	4	4	1	1	1	1	0	0	0
LK-2130105	849	20	870	1156	339	464	21	11	3	3	1	1	1	0	0	0	0
LK-2130110	1176	29	1205	1599	469	642	29	16	4	5	1	1	1	1	0	0	0
LK-2130115	1127	27	1155	1533	450	615	28	15	4	4	1	1	1	1	0	0	0
LK-2130120	1022	25	1047	1390	408	558	25	14	4	4	1	1	1	1	0	0	0
LK-2130125	678	19	697	936	314	329	18	6	2	1	1	1	1	0	0	0	0
LK-2130130	1228	34	1262	1695	569	595	33	12	3	3	2	1	2	1	0	0	0
LK-2130135	523	14	538	722	242	253	14	5	1	1	0	0	1	0	0	0	0
LK-2130140	763	21	784	1053	354	370	20	7	2	2	1	1	1	0	0	0	0
LK-2130145	1218	34	1253	1682	565	591	33	12	3	3	2	1	2	1	0	0	0
LK-2130150	1225	30	1255	1667	489	668	30	16	5	5	2	1	1	1	0	0	0
LK-2130155	1791	44	1835	2436	715	977	45	24	7	7	3	2	2	2	0	0	0
LK-2130160	973	27	1001	1344	451	472	26	9	3	2	1	1	1	0	0	0	0
LK-2130165	912	25	938	1259	423	442	24	9	2	2	1	1	1	0	0	0	0
LK-2130170	1227	30	1257	1669	490	670	31	16	5	5	2	1	1	1	0	0	0
LK-2130175	862	21	883	1173	344	470	21	11	3	3	1	1	1	0	0	0	0
LK-2130180	1456	35	1492	1981	581	795	36	20	6	6	2	1	2	1	0	0	0
LK-2130185	1271	31	1302	1729	507	694	32	17	5	5	2	1	2	1	0	0	0
LK-2130190	801	19	821	1090	320	437	20	11	3	3	1	1	1	0	0	0	0
LK-2130195	1884	53	1938	2602	874	914	51	18	5	5	3	2	3	1	1	0	0
LK-2130200	1573	44	1618	2173	730	763	43	15	4	4	2	2	3	1	1	0	0
LK-2130205	1715	48	1764	2369	796	832	46	17	5	4	2	2	3	1	1	0	0
LK-2130210	1036	29	1066	1431	481	503	28	10	3	2	1	1	2	0	0	0	0
LK-2130215	1421	40	1461	1962	659	689	38	14	4	3	2	2	2	1	0	0	0
LK-2130220	673	19	692	929	312	326	18	6	2	1	1	1	1	0	0	0	0
LK-2130225	650	18	668	897	301	315	17	6	2	1	1	1	1	0	0	0	0
LK-2130230	1020	28	1049	1408	473	495	27	10	3	2	1	1	1	0	0	0	0
LK-2130235	793	22	815	1095	368	384	21	7	2	2	1	1	1	0	0	0	0
LK-2130240	2362	66	2429	3262	1096	1146	64	23	7	6	4	3	4	2	1	0	0
LK-2130245	999	28	1027	1379	463	484	27	10	3	2	1	1	1	0	0	0	0
LK-2130250	648	18	666	895	300	314	17	6	2	1	1	0	1	0	0	0	0
LK-2130255	654	18	672	903	303	317	17	6	2	1	1	1	1	0	0	0	0
LK-2130260	1094	30	1125	1510	507	531	29	11	3	2	1	1	2	0	0	0	0
LK-2130265	882	24	907	1218	409	428	24	8	2	2	1	1	1	0	0	0	0
LK-2130270	547	15	562	755	253	265	14	5	1	1	0	0	1	0	0	0	0
LK-2130275	1165	32	1198	1609	541	565	31	11	3	3	1	1	2	1	0	0	0
LK-2130280	978	27	1005	1350	453	474	26	9	3	2	1	1	1	0	0	0	0
LK-2130285	598	16	615	826	277	290	16	6	1	1	1	0	1	0	0	0	0
LK-2130290	429	12	441	593	199	208	11	4	1	1	0	0	0	0	0	0	0
LK-2130295	515	14	529	711	239	250	14	5	1	1	0	0	0	0	0	0	0
LK-2130300	966	27	994	1334	448	469	26	9	2	2	1	1	1	0	0	0	0
LK-2130305	1450	41	1491	2002	673	703	39	14	4	3	2	2	2	1	0	0	0
LK-2130310	959	27	986	1324	445	465	26	9	2	2	1	1	1	0	0	0	0
LK-2130315	990	28	1018	1367	459	480	27	9	3	2	1	1	1	0	0	0	0
LK-2130320	1229	34	1264	1698	570	596	33	12	3	3	2	1	2	1	0	0	0
LK-2133	37123	1109	38275	51147	17370	17767	1142	129	8	109	53	21	62	2	5	0	0
LK-2133005	263	8	271	362	123	125	8	1	0	1	0	0	0	0	0	0	0
LK-2133010	221	6	228	305	104	105	7	0	0	0	0	0	0	0	0	0	0
LK-2133015	373	11	385	514	175	178	11	1	0	1	0	0	1	0	0	0	0
LK-2133020	629	19	649	867	295	300	20	2	0	2	1	1	1	0	0	0	0
LK-2133025	196	6	202	270	92	93	6	0	0	0	0	0	0	0	0	0	0
LK-2133030	468	14	483	645	220	223	14	2	0	1	1	0	1	0	0	0	0
LK-2133035	454	14	468	626	213	217	14	2	0	1	1	0	1	0	0	0	0
LK-2133040	385	12	397	531	181	184	12	1	0	1	1	0	1	0	0	0	0
LK-2133045	409	12	421	563	192	195	13	1	0	1	1	0	1	0	0	0	0
LK-2133050	350	10	361	482	164	167	11	1	0	1	0	0	0	0	0	0	0
LK-2133055	283	8	292	390	133	135	9	1	0	1	0	0	0	0	0	0	0
LK-2133060	417	13	430	574	196	199	13	1	0	1	1	0	1	0	0	0	0
LK-2133065	447	13	461	616	210	213	14	1	0	1	1	0	1	0	0	0	0
LK-2133070	461	14	475	635	216	220	14	2	0	1	1	0	1	0	0	0	0
LK-2133075	620	19	640	855	291	296	19	2	0	2	1	1	1	0	0	0	0
LK-2133080	272	8	280	375	128	130	8	1	0	1	0	0	0	0	0	0	0
LK-2133085	335	10	345	462	157	160	10	1	0	1	0	0	0	0	0	0	0
LK-2133090	501	15	516	690	235	239	15	2	0	2	1	0	1	0	0	0	0
LK-2133095	420	13	433	578	197	200	13	1	0	1	1	0	1	0	0	0	0
LK-2133100	426	13	439	587	200	203	13	1	0	1	1	0	1	0	0	0	0
LK-2133105	379	11	391	523	178	181	12	1	0	1	1	0	1	0	0	0	0
LK-2133110	362	11	373	499	170	172	11	1	0	1	0	0	1	0	0	0	0
LK-2133115	271	8	280	374	127	129	8	1	0	1	0	0	0	0	0	0	0
LK-2133120	546	17	563	753	257	261	17	2	0	2	1	1	1	0	0	0	0
LK-2133125	680	21	702	938	320	325	21	2	0	2	1	1	1	0	0	0	0
LK-2133130	533	16	550	735	251	254	17	2	0	2	1	1	1	0	0	0	0
LK-2133135	505	15	521	696	237	241	16	2	0	2	1	0	1	0	0	0	0
LK-2133140	365	11	376	503	171	174	11	1	0	1	0	0	1	0	0	0	0
LK-2133145	936	29	966	1290	440	447	29	4	1	3	2	1	2	0	1	0	0
LK-2133150	376	11	387	518	176	179	11	1	0	1	0	0	1	0	0	0	0
LK-2133155	232	7	239	319	109	110	7	1	0	0	0	0	0	0	0	0	0
LK-2133160	339	10	349	467	159	161	10	1	0	1	0	0	0	0	0	0	0
LK-2133165	432	13	445	595	203	206	13	1	0	1	1	0	1	0	0	0	0
LK-2133170	396	12	408	545	186	189	12	1	0	1	1	0	1	0	0	0	0
LK-2133175	381	11	393	525	179	182	12	1	0	1	1	0	1	0	0	0	0
LK-2133180	607	18	626	837	285	290	19	2	0	2	1	1	1	0	0	0	0
LK-2133185	673	21	694	928	316	321	21	2	0	2	1	1	1	0	0	0	0
LK-2133190	575	17	593	792	270	274	18	2	0	2	1	1	1	0	0	0	0
LK-2133195	475	14	490	655	223	227	15	2	0	1	1	0	1	0	0	0	0
LK-2133200	420	13	433	579	197	200	13	1	0	1	1	0	1	0	0	0	0
LK-2133205	387	12	399	534	182	185	12	1	0	1	1	0	1	0	0	0	0
LK-2133210	381	11	393	525	179	182	12	1	0	1	1	0	1	0	0	0	0
LK-2133215	373	11	385	514	175	178	11	1	0	1	0	0	1	0	0	0	0
LK-2133220	149	4	154	206	70	71	4	0	0	0	0	0	0	0	0	0	0
LK-2133225	367	11	379	506	172	175	11	1	0	1	0	0	1	0	0	0	0
LK-2133230	301	9	311	415	141	144	9	1	0	1	0	0	0	0	0	0	0
LK-2133235	287	8	296	395	134	137	9	1	0	1	0	0	0	0	0	0	0
LK-2133240	191	5	197	264	90	91	6	0	0	0	0	0	0	0	0	0	0
LK-2133245	292	9	301	402	137	139	9	1	0	1	0	0	0	0	0	0	0
LK-2133250	236	7	243	325	111	112	7	1	0	0	0	0	0	0	0	0	0
LK-2133255	440	13	454	607	207	210	14	1	0	1	1	0	1	0	0	0	0
LK-2133260	665	20	686	916	312	317	21	2	0	2	1	1	1	0	0	0	0
LK-2133265	675	21	696	930	317	322	21	2	0	2	1	1	1	0	0	0	0
LK-2133270	726	22	748	1000	341	346	23	3	0	2	1	1	2	0	0	0	0
LK-2133275	587	18	605	809	276	280	18	2	0	2	1	1	1	0	0	0	0
LK-2133280	504	15	520	695	237	240	16	2	0	2	1	0	1	0	0	0	0
LK-2133285	881	21	903	1199	352	481	22	12	3	3	1	1	1	1	0	0	0
LK-2133290	547	17	564	754	257	261	17	2	0	2	1	1	1	0	0	0	0
LK-2133295	846	26	872	1165	397	404	26	3	1	3	2	1	2	0	1	0	0
LK-2133300	904	28	933	1246	425	432	28	3	1	3	2	1	2	0	1	0	0
LK-2133305	839	26	866	1157	394	401	26	3	1	3	2	1	2	0	1	0	0
LK-2133310	405	12	417	558	190	193	12	1	0	1	1	0	1	0	0	0	0
LK-2133315	346	10	357	477	162	165	11	1	0	1	0	0	0	0	0	0	0
LK-2133320	293	9	302	404	138	140	9	1	0	1	0	0	0	0	0	0	0
LK-2133325	170	5	175	234	80	81	5	0	0	0	0	0	0	0	0	0	0
LK-2133330	231	7	238	318	108	110	7	1	0	0	0	0	0	0	0	0	0
LK-2133335	379	11	391	522	178	181	12	1	0	1	1	0	1	0	0	0	0
LK-2133340	313	9	323	432	147	149	10	1	0	1	0	0	0	0	0	0	0
LK-2133345	309	9	318	426	145	147	9	1	0	1	0	0	0	0	0	0	0
LK-2133350	250	7	258	345	118	119	8	1	0	1	0	0	0	0	0	0	0
LK-2133355	448	13	462	617	210	214	14	1	0	1	1	0	1	0	0	0	0
LK-2133360	752	23	776	1036	353	359	24	3	0	3	1	1	2	0	0	0	0
LK-2133365	497	15	512	685	233	237	15	2	0	2	1	0	1	0	0	0	0
LK-2133370	991	30	1022	1366	466	473	31	4	1	4	2	1	2	1	1	0	0
LK-2133375	313	9	322	431	147	149	9	1	0	1	0	0	0	0	0	0	0
LK-2133380	351	10	362	484	165	167	11	1	0	1	0	0	0	0	0	0	0
LK-2133385	227	7	234	313	106	108	7	1	0	0	0	0	0	0	0	0	0
LK-2133390	428	13	441	589	201	204	13	1	0	1	1	0	1	0	0	0	0
LK-2133395	313	9	323	432	147	149	10	1	0	1	0	0	0	0	0	0	0
LK-2133400	250	7	258	345	118	119	8	1	0	1	0	0	0	0	0	0	0
LK-2133405	352	10	363	485	165	168	11	1	0	1	0	0	0	0	0	0	0
LK-2133410	737	23	760	1016	346	352	23	3	0	3	1	1	2	0	0	0	0
LK-2133415	304	9	314	419	143	145	9	1	0	1	0	0	0	0	0	0	0
LK-2133420	473	14	487	651	222	225	15	2	0	1	1	0	1	0	0	0	0
LK-2134	15388	255	15675	20643	7410	7256	380	28	0	0	6	1	15	0	0	0	0
LK-2134005	182	3	185	244	87	85	4	0	0	0	0	0	0	0	0	0	0
LK-2134010	257	4	262	345	124	121	6	0	0	0	0	0	0	0	0	0	0
LK-2134015	369	6	376	495	178	174	9	1	0	0	0	0	1	0	0	0	0
LK-2134020	253	4	258	339	122	119	6	0	0	0	0	0	0	0	0	0	0
LK-2134025	349	6	356	468	168	165	9	1	0	0	0	0	1	0	0	0	0
LK-2134030	196	3	200	264	95	93	5	0	0	0	0	0	0	0	0	0	0
LK-2134035	432	7	440	579	208	204	11	1	0	0	1	0	1	0	0	0	0
LK-2134040	469	8	478	630	226	222	12	1	0	0	1	0	1	0	0	0	0
LK-2134045	284	5	290	381	137	134	7	1	0	0	0	0	0	0	0	0	0
LK-2134050	231	4	236	310	111	109	6	0	0	0	0	0	0	0	0	0	0
LK-2134055	213	3	217	286	102	100	5	0	0	0	0	0	0	0	0	0	0
LK-2134060	172	3	175	230	83	81	4	0	0	0	0	0	0	0	0	0	0
LK-2134065	278	5	283	373	134	131	7	1	0	0	0	0	0	0	0	0	0
LK-2134070	365	6	371	489	176	172	9	1	0	0	0	0	1	0	0	0	0
LK-2134075	168	3	171	225	81	79	4	0	0	0	0	0	0	0	0	0	0
LK-2134080	330	6	336	443	159	156	8	1	0	0	0	0	1	0	0	0	0
LK-2134085	170	3	173	228	82	80	4	0	0	0	0	0	0	0	0	0	0
LK-2134090	230	4	234	308	111	108	6	0	0	0	0	0	0	0	0	0	0
LK-2134095	589	10	600	790	284	278	15	2	0	0	1	1	1	0	0	0	0
LK-2134100	354	6	361	475	171	167	9	1	0	0	0	0	1	0	0	0	0
LK-2134105	254	4	258	340	122	120	6	0	0	0	0	0	0	0	0	0	0
LK-2134110	172	3	175	231	83	81	4	0	0	0	0	0	0	0	0	0	0
LK-2134115	148	2	150	198	71	69	3	0	0	0	0	0	0	0	0	0	0
LK-2134120	281	5	286	377	135	133	7	1	0	0	0	0	0	0	0	0	0
LK-2134125	268	4	273	360	129	127	7	1	0	0	0	0	0	0	0	0	0
LK-2134130	180	3	184	242	87	85	4	0	0	0	0	0	0	0	0	0	0
LK-2134135	264	4	269	355	127	125	7	1	0	0	0	0	0	0	0	0	0
LK-2134140	239	4	244	321	115	113	6	0	0	0	0	0	0	0	0	0	0
LK-2134145	175	3	178	235	84	82	4	0	0	0	0	0	0	0	0	0	0
LK-2134150	231	4	236	310	111	109	6	0	0	0	0	0	0	0	0	0	0
LK-2134155	257	4	262	345	124	121	6	0	0	0	0	0	0	0	0	0	0
LK-2134160	238	4	242	319	115	112	6	0	0	0	0	0	0	0	0	0	0
LK-2134165	269	4	274	361	129	127	7	1	0	0	0	0	0	0	0	0	0
LK-2134170	291	5	296	390	140	137	7	1	0	0	0	0	0	0	0	0	0
LK-2134175	218	4	222	292	105	103	5	0	0	0	0	0	0	0	0	0	0
LK-2134180	124	2	126	166	60	58	3	0	0	0	0	0	0	0	0	0	0
LK-2134185	369	6	376	495	178	174	9	1	0	0	0	0	1	0	0	0	0
LK-2134190	183	3	186	245	88	86	4	0	0	0	0	0	0	0	0	0	0
LK-2134195	208	3	212	279	100	98	5	0	0	0	0	0	0	0	0	0	0
LK-2134200	214	3	218	287	103	101	5	0	0	0	0	0	0	0	0	0	0
LK-2134205	220	4	224	295	106	104	5	0	0	0	0	0	0	0	0	0	0
LK-2134210	473	8	481	634	228	223	12	1	0	0	1	0	1	0	0	0	0
LK-2134215	270	4	275	363	130	128	7	1	0	0	0	0	0	0	0	0	0
LK-2134220	284	5	290	381	137	134	7	1	0	0	0	0	0	0	0	0	0
LK-2134225	287	5	293	386	138	136	7	1	0	0	0	0	0	0	0	0	0
LK-2134230	405	7	413	543	195	191	10	1	0	0	1	0	1	0	0	0	0
LK-2134235	406	7	414	545	196	192	10	1	0	0	1	0	1	0	0	0	0
LK-2134240	203	3	206	272	97	95	5	0	0	0	0	0	0	0	0	0	0
LK-2134245	281	5	286	377	135	132	7	1	0	0	0	0	0	0	0	0	0
LK-2134250	303	5	309	407	146	143	8	1	0	0	0	0	1	0	0	0	0
LK-2134255	219	4	223	294	105	103	5	0	0	0	0	0	0	0	0	0	0
LK-2134260	200	3	203	268	96	94	5	0	0	0	0	0	0	0	0	0	0
LK-2134265	314	5	320	421	151	148	8	1	0	0	0	0	1	0	0	0	0
LK-2134270	310	5	316	416	149	146	8	1	0	0	0	0	1	0	0	0	0
LK-2134275	262	4	267	351	126	123	7	1	0	0	0	0	0	0	0	0	0
LK-2134280	245	4	250	329	118	116	6	0	0	0	0	0	0	0	0	0	0
LK-2134285	232	4	236	311	112	109	6	0	0	0	0	0	0	0	0	0	0
LK-2136	46549	1413	48009	62698	23089	21169	1244	258	56	56	54	10	75	5	5	0	0
LK-2136005	351	11	362	472	174	159	9	2	0	0	0	0	0	0	0	0	0
LK-2136010	413	12	426	556	205	188	11	2	0	0	0	0	1	0	0	0	0
LK-2136015	252	7	260	340	125	115	7	1	0	0	0	0	0	0	0	0	0
LK-2136020	237	7	244	319	117	108	6	1	0	0	0	0	0	0	0	0	0
