entity_id	valid	rejected	polled	electors	UPFA	NDF	SLLP	DUNF	UDF	JSP	Ind 1	LF	ONF	NSH	Ind 3	Ind 5	USP	Ind 2	SEP	JP	NA	Ind 4	UNAF	RPP	PNF	ACAKO
LK-1227195	211	1	212	276	140	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1227200	790	5	796	1033	524	257	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1227205	747	5	752	977	495	243	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1227210	1138	7	1146	1488	755	370	0	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1227215	953	6	960	1246	632	310	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1227220	544	3	548	711	361	177	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1227225	599	4	603	782	397	194	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1227230	201	1	202	262	133	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1227235	700	4	705	915	464	228	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1227240	1140	7	1147	1489	755	371	0	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1227245	833	5	839	1088	552	271	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1227250	567	3	571	741	376	184	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1227255	1185	8	1193	1549	786	385	0	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1227260	1128	7	1135	1474	747	367	0	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1227265	421	2	424	550	279	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1227270	540	3	544	706	358	176	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1227275	612	4	616	800	406	199	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1227280	530	3	533	692	351	172	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1227285	532	3	535	695	352	173	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1227290	581	4	585	759	385	189	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1227295	374	2	377	489	248	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1227300	672	4	677	878	445	218	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1227305	795	5	800	1039	527	258	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1227310	433	3	436	566	287	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1227315	1139	7	1147	1489	755	370	0	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1227320	489	3	492	639	324	159	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1227325	438	3	441	572	290	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1227330	527	3	531	689	349	171	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1227335	799	5	804	1044	529	260	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1227340	1273	8	1282	1663	844	414	1	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1227345	3311	23	3334	4327	2195	1077	2	4	3	7	4	1	1	1	2	0	1	2	0	0	0	0	0	0	0	0
LK-1227350	694	4	699	908	460	226	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1227355	880	6	887	1151	584	286	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1227360	491	3	494	641	325	159	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1227365	478	3	482	625	317	155	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1227370	645	4	649	843	427	209	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1227375	1133	7	1141	1480	751	368	0	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1227380	1145	7	1153	1496	759	372	0	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1227385	1128	7	1136	1474	748	367	0	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1227390	715	4	720	934	474	232	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1227395	254	1	256	332	168	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1227400	340	2	342	444	225	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1227405	568	3	572	742	376	185	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1227410	317	2	319	414	210	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1227415	681	4	686	891	452	221	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1227420	280	1	282	366	185	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1227425	460	3	463	602	305	149	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1227430	373	2	376	488	247	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1227435	241	1	243	316	160	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1227440	467	3	470	610	309	152	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1227445	441	3	444	576	292	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1227450	458	3	461	598	303	149	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1227455	289	2	291	377	191	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1227460	331	2	333	433	219	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1227465	479	3	482	626	317	155	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1227470	1295	9	1304	1692	858	421	1	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1227475	383	2	386	501	254	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1227480	733	5	738	958	486	238	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1227485	437	3	440	571	289	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1227490	143	0	144	186	94	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1227495	906	6	912	1184	600	294	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1227500	1484	10	1494	1940	984	483	1	2	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1227505	762	5	767	996	505	248	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1227510	267	1	269	349	177	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1227515	514	3	517	671	340	167	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1227520	300	2	302	392	198	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1227525	734	5	739	959	486	238	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1227530	467	3	471	611	310	152	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1227535	776	5	782	1015	514	252	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1227540	620	4	625	811	411	202	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1227545	447	3	450	584	296	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1227550	297	2	300	389	197	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1227555	655	4	660	856	434	213	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1227560	409	2	412	534	271	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1227565	508	3	511	664	337	165	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1227570	464	3	467	606	307	151	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1227575	365	2	368	478	242	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1227580	419	2	422	548	278	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1227585	364	2	367	476	241	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1227595	814	5	819	1063	539	264	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1227600	350	2	353	458	232	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1227605	615	4	619	804	408	200	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1227610	675	4	680	883	447	219	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1227615	435	3	438	568	288	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1227620	461	3	464	603	306	150	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1227625	845	5	851	1105	560	275	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1227630	741	5	746	969	491	241	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1227635	833	5	839	1088	552	271	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1227640	891	6	898	1165	591	290	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1227645	290	2	292	379	192	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1227650	412	2	415	539	273	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1227655	754	5	760	986	500	245	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1227660	598	4	602	782	396	194	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1227665	627	4	631	819	415	204	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1227670	602	4	606	786	399	195	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1227675	476	3	479	622	315	154	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1227680	281	1	283	368	186	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1227685	475	3	479	621	315	154	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1227690	705	4	710	921	467	229	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1227695	478	3	482	625	317	155	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1227700	650	4	655	850	431	211	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1227705	664	4	669	868	440	216	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1227710	739	5	745	966	490	240	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1227715	365	2	368	478	242	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1227720	220	1	222	288	146	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1227725	690	4	695	901	457	224	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1227730	500	3	503	653	331	162	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1227735	510	3	514	667	338	166	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1227740	576	4	580	753	382	187	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1227745	369	2	372	482	244	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1227750	520	3	523	679	344	169	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1227755	704	4	709	920	466	229	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230	81256	418	81743	104089	56687	23548	3	48	6	146	64	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
LK-1230005	774	4	778	991	540	224	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230010	736	4	740	942	513	213	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230015	737	4	741	944	514	214	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230020	409	2	412	524	285	119	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230025	418	2	421	536	292	121	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230030	569	3	573	729	397	165	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230035	281	1	283	360	196	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230040	398	2	401	510	278	115	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230045	509	3	512	651	355	147	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230050	754	4	759	966	526	219	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230055	664	3	668	850	463	192	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230060	626	3	630	802	437	181	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230065	367	2	369	470	256	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230070	693	4	697	887	483	201	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230075	766	4	770	981	534	222	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230080	710	4	714	910	496	206	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230085	420	2	423	539	293	122	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230090	649	3	653	831	453	188	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230095	332	1	334	426	232	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230100	1010	6	1016	1293	705	293	0	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230105	590	3	594	756	412	171	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230110	713	4	717	913	497	207	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230115	579	3	583	742	404	168	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230120	446	2	449	572	311	129	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230125	535	3	539	686	374	155	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230130	1444	8	1453	1850	1008	419	1	2	1	3	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LK-1230135	939	5	945	1203	656	272	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230140	817	4	822	1046	570	237	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230145	566	3	569	725	395	164	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230150	353	2	355	453	246	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230155	626	3	630	802	437	182	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230160	391	2	394	501	273	113	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230165	412	2	414	528	287	119	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230170	286	1	287	366	199	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230175	385	2	387	493	269	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230180	397	2	399	509	277	115	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230185	524	3	528	672	366	152	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230190	618	3	622	791	431	179	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230195	670	3	674	858	467	194	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230200	298	1	300	382	208	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230205	609	3	613	781	425	177	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230210	341	2	343	437	238	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230215	277	1	278	355	193	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230220	466	2	469	597	325	135	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230225	769	4	774	986	537	223	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230230	725	4	729	929	506	210	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230235	563	3	567	722	393	163	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230240	503	2	506	645	351	146	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230245	398	2	400	509	277	115	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230250	504	3	507	646	352	146	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230255	655	3	659	839	457	190	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230260	809	4	814	1036	564	235	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230265	621	3	625	796	433	180	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230270	629	3	633	806	439	182	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230275	460	2	463	589	321	133	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230280	405	2	407	519	283	117	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230285	905	5	911	1159	632	263	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230290	574	3	577	735	400	166	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230295	343	2	345	440	239	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230300	364	2	367	467	254	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230305	441	2	444	566	308	128	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230310	330	1	332	422	230	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230315	457	2	460	585	319	132	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230320	889	5	895	1139	621	258	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230325	402	2	404	515	280	116	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230330	927	5	933	1188	647	269	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230335	651	3	654	833	454	189	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230340	659	3	662	844	459	191	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230345	329	1	331	422	229	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230350	445	2	447	570	310	129	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230355	489	2	492	626	341	142	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230360	850	5	855	1088	593	246	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230365	687	4	691	879	479	199	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230370	547	3	550	701	382	159	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230375	632	3	635	809	441	183	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230380	303	1	305	388	211	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230385	788	4	793	1009	550	228	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230390	868	5	873	1111	605	252	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230395	561	3	564	718	391	163	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230400	1084	6	1090	1388	756	314	0	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230405	284	1	286	364	198	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230410	879	5	884	1126	613	255	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230415	330	1	332	422	230	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230420	411	2	413	526	287	119	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230425	300	1	302	384	209	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230430	393	2	396	504	274	114	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230435	561	3	564	718	391	163	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230440	554	3	557	710	386	161	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230445	675	4	679	865	471	196	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230450	827	4	832	1059	577	240	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230455	752	4	756	963	525	218	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230460	483	2	486	618	337	140	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230465	591	3	595	758	413	171	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230470	409	2	412	524	285	119	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230475	605	3	609	775	422	175	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230480	524	3	527	671	365	152	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230485	614	3	617	786	428	178	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230490	691	4	695	885	482	200	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230495	836	4	841	1071	583	242	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230500	521	3	524	668	364	151	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230505	1630	9	1640	2088	1138	473	1	2	1	4	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LK-1230510	935	5	941	1198	653	271	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230515	445	2	447	570	310	129	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230520	851	5	856	1090	594	247	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230525	982	5	988	1258	685	285	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230530	1773	10	1783	2271	1237	515	1	2	1	4	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LK-1230535	495	2	498	635	346	144	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230540	363	2	365	465	253	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230545	531	3	534	680	370	154	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230550	554	3	558	710	387	161	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230555	423	2	426	542	295	122	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230560	590	3	593	756	412	171	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230565	519	3	522	665	362	150	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230570	448	2	450	574	312	130	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230575	513	3	516	658	358	149	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230580	726	4	730	929	506	210	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230585	466	2	469	597	325	135	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230590	856	5	861	1096	597	248	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230595	536	3	539	687	374	155	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1230600	545	3	548	698	380	158	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
