entity_id	valid	rejected	polled	electors	UNP	UPFA	USP	ULPP	JSP	NLF	ULF	RPP	SLNF	SEP	DUA	SLPF	UNAF
LK-1203105	1258	15	1273	1708	780	463	4	1	2	1	0	0	0	0	0	0	0
LK-1203110	1320	16	1336	1793	818	486	5	1	2	1	0	0	0	0	0	0	0
LK-1203115	1357	16	1373	1843	841	499	5	1	2	1	0	0	0	0	0	0	0
LK-1203120	1364	16	1381	1853	846	502	5	1	2	1	0	0	0	0	0	0	0
LK-1203125	1138	13	1152	1546	706	419	4	1	2	1	0	0	0	0	0	0	0
LK-1203130	1377	16	1394	1870	854	507	5	1	2	1	0	0	0	0	0	0	0
LK-1203135	952	11	964	1293	590	350	3	1	2	1	0	0	0	0	0	0	0
LK-1203140	3128	37	3166	4248	1939	1152	11	4	6	3	2	1	1	1	1	0	0
LK-1203145	1145	13	1159	1556	710	422	4	1	2	1	0	0	0	0	0	0	0
LK-1203150	2524	30	2555	3428	1565	929	9	3	5	2	1	1	1	0	1	0	0
LK-1203155	1855	22	1878	2520	1150	683	7	2	3	2	1	1	0	0	1	0	0
LK-1203160	1212	14	1227	1647	752	446	4	1	2	1	0	0	0	0	0	0	0
LK-1203165	1598	19	1617	2170	991	588	6	2	3	1	1	0	0	0	1	0	0
LK-1203170	1215	14	1230	1650	753	447	4	1	2	1	0	0	0	0	0	0	0
LK-1203175	1493	18	1511	2027	925	549	5	2	3	1	1	0	0	0	0	0	0
LK-1203180	1726	20	1747	2344	1070	635	6	2	3	1	1	0	0	0	1	0	0
LK-1203185	948	11	960	1288	588	349	3	1	2	1	0	0	0	0	0	0	0
LK-1203190	871	10	882	1183	540	321	3	1	1	0	0	0	0	0	0	0	0
LK-1203195	882	10	893	1198	547	325	3	1	1	1	0	0	0	0	0	0	0
LK-1206	90488	941	91465	114555	40433	49055	220	138	158	34	13	39	8	0	1	0	0
LK-1206005	533	5	539	675	238	289	1	1	1	0	0	0	0	0	0	0	0
LK-1206010	667	7	674	845	298	362	1	1	1	0	0	0	0	0	0	0	0
LK-1206015	670	7	677	849	299	363	1	1	1	0	0	0	0	0	0	0	0
LK-1206020	1136	12	1148	1438	508	616	3	2	2	0	0	1	0	0	0	0	0
LK-1206025	1036	11	1047	1311	463	561	2	2	2	0	0	0	0	0	0	0	0
LK-1206030	1022	11	1033	1294	457	554	2	1	2	0	0	0	0	0	0	0	0
LK-1206035	783	8	792	992	350	425	2	1	1	0	0	0	0	0	0	0	0
LK-1206040	1203	12	1216	1523	538	652	3	2	2	1	0	1	0	0	0	0	0
LK-1206045	687	7	694	869	307	372	1	1	1	0	0	0	0	0	0	0	0
LK-1206050	1194	12	1206	1511	533	647	3	2	2	1	0	1	0	0	0	0	0
LK-1206055	413	4	418	523	184	224	1	0	0	0	0	0	0	0	0	0	0
LK-1206060	710	7	718	899	317	385	2	1	1	0	0	0	0	0	0	0	0
LK-1206065	1752	18	1771	2218	783	950	4	3	3	1	1	1	0	0	0	0	0
LK-1206070	699	7	706	885	312	379	1	1	1	0	0	0	0	0	0	0	0
LK-1206075	386	4	390	489	172	209	1	0	0	0	0	0	0	0	0	0	0
LK-1206080	1671	18	1689	2115	747	906	4	3	3	1	0	1	0	0	0	0	0
LK-1206085	1415	15	1430	1791	632	767	4	2	3	1	0	1	0	0	0	0	0
LK-1206090	1087	11	1099	1376	486	589	3	2	2	0	0	1	0	0	0	0	0
LK-1206095	1252	13	1266	1585	559	679	3	2	2	1	0	1	0	0	0	0	0
LK-1206100	2188	23	2211	2769	978	1186	6	4	4	1	1	2	1	0	0	0	0
LK-1206105	1447	15	1462	1831	646	784	4	2	3	1	0	1	0	0	0	0	0
LK-1206110	1011	10	1022	1280	452	548	2	1	2	0	0	0	0	0	0	0	0
LK-1206115	1765	19	1784	2235	789	957	5	3	3	1	1	1	0	0	0	0	0
LK-1206120	914	9	924	1157	408	495	2	1	1	0	0	0	0	0	0	0	0
LK-1206125	783	8	792	992	350	425	2	1	1	0	0	0	0	0	0	0	0
LK-1206130	973	10	983	1232	435	527	2	1	2	0	0	0	0	0	0	0	0
LK-1206135	855	9	865	1083	382	464	2	1	1	0	0	0	0	0	0	0	0
LK-1206140	2146	23	2169	2717	959	1164	6	4	4	1	1	1	1	0	0	0	0
LK-1206145	2727	29	2757	3452	1219	1479	7	5	5	2	1	2	1	0	0	0	0
LK-1206150	1265	13	1279	1601	565	686	3	2	2	1	0	1	0	0	0	0	0
LK-1206155	1022	11	1033	1293	456	554	2	1	2	0	0	0	0	0	0	0	0
LK-1206160	672	7	679	850	300	364	1	1	1	0	0	0	0	0	0	0	0
LK-1206165	1332	14	1347	1687	595	722	3	2	2	1	0	1	0	0	0	0	0
LK-1206170	1425	15	1441	1804	637	773	4	2	3	1	0	1	0	0	0	0	0
LK-1206175	2560	27	2588	3241	1144	1388	7	5	5	2	1	2	1	0	0	0	0
LK-1206180	767	8	775	970	342	415	2	1	1	0	0	0	0	0	0	0	0
LK-1206185	1412	15	1427	1787	631	765	4	2	3	1	0	1	0	0	0	0	0
LK-1206190	1441	15	1456	1824	644	781	4	2	3	1	0	1	0	0	0	0	0
LK-1206195	1814	19	1834	2296	811	984	5	3	3	1	1	1	0	0	0	0	0
LK-1206200	2653	28	2681	3358	1186	1438	7	5	5	2	1	2	1	0	0	0	0
LK-1206205	1065	11	1077	1349	476	577	3	2	2	0	0	0	0	0	0	0	0
LK-1206215	1053	11	1064	1333	470	571	3	2	2	0	0	0	0	0	0	0	0
LK-1206220	707	7	715	895	316	383	2	1	1	0	0	0	0	0	0	0	0
LK-1206225	848	9	858	1074	379	460	2	1	1	0	0	0	0	0	0	0	0
LK-1206230	2237	24	2261	2832	1000	1213	6	4	4	1	1	2	1	0	0	0	0
LK-1206235	1310	14	1324	1659	585	710	3	2	2	1	0	1	0	0	0	0	0
LK-1206240	1055	11	1067	1336	472	572	3	2	2	0	0	0	0	0	0	0	0
LK-1206245	995	10	1005	1259	444	539	2	1	2	0	0	0	0	0	0	0	0
LK-1206250	685	7	692	867	306	371	1	1	1	0	0	0	0	0	0	0	0
LK-1206255	2299	24	2324	2911	1028	1247	6	4	4	2	1	2	1	0	0	0	0
LK-1206260	1881	20	1901	2381	841	1020	5	3	4	1	1	1	0	0	0	0	0
LK-1206265	3329	35	3365	4214	1488	1805	9	6	7	2	1	3	1	0	1	0	0
LK-1206270	575	6	581	728	257	312	1	1	1	0	0	0	0	0	0	0	0
LK-1206275	867	9	877	1098	387	470	2	1	1	0	0	0	0	0	0	0	0
LK-1206280	764	8	772	967	341	414	2	1	1	0	0	0	0	0	0	0	0
LK-1206285	961	10	971	1216	429	521	2	1	2	0	0	0	0	0	0	0	0
LK-1206290	958	10	968	1213	428	519	2	1	2	0	0	0	0	0	0	0	0
LK-1206295	823	8	832	1042	368	446	2	1	1	0	0	0	0	0	0	0	0
LK-1206300	671	7	679	850	300	364	1	1	1	0	0	0	0	0	0	0	0
LK-1206305	476	5	481	602	212	258	1	0	1	0	0	0	0	0	0	0	0
LK-1206310	738	7	746	934	330	400	2	1	1	0	0	0	0	0	0	0	0
LK-1206315	712	7	720	902	318	386	2	1	1	0	0	0	0	0	0	0	0
LK-1206320	995	10	1006	1260	445	540	2	1	2	0	0	0	0	0	0	0	0
LK-1206325	1246	13	1260	1578	557	676	3	2	2	1	0	1	0	0	0	0	0
LK-1206330	2031	21	2053	2571	908	1101	5	3	4	1	1	1	0	0	0	0	0
LK-1206335	1185	12	1198	1501	530	643	3	2	2	1	0	1	0	0	0	0	0
LK-1206340	936	10	946	1185	418	507	2	1	2	0	0	0	0	0	0	0	0
LK-1206345	746	8	754	945	333	404	2	1	1	0	0	0	0	0	0	0	0
LK-1206350	1609	17	1626	2037	719	872	4	3	3	1	0	1	0	0	0	0	0
LK-1206355	651	7	659	825	291	353	1	1	1	0	0	0	0	0	0	0	0
LK-1206360	1194	12	1206	1511	533	647	3	2	2	1	0	1	0	0	0	0	0
LK-1206365	965	10	975	1221	431	523	2	1	2	0	0	0	0	0	0	0	0
LK-1206370	1049	11	1060	1328	469	569	2	2	2	0	0	0	0	0	0	0	0
LK-1206375	720	7	728	912	322	390	2	1	1	0	0	0	0	0	0	0	0
LK-1206380	685	7	692	867	306	371	1	1	1	0	0	0	0	0	0	0	0
LK-1206385	463	4	468	586	207	251	1	0	0	0	0	0	0	0	0	0	0
LK-1206390	581	6	587	735	259	315	1	1	1	0	0	0	0	0	0	0	0
LK-1206395	935	10	945	1184	418	507	2	1	2	0	0	0	0	0	0	0	0
LK-1209	75031	614	75717	93614	34888	39291	157	47	121	12	1	1	1	0	0	0	0
LK-1209005	767	6	774	957	357	402	2	1	1	0	0	0	0	0	0	0	0
LK-1209010	661	5	667	824	307	346	1	1	1	0	0	0	0	0	0	0	0
LK-1209015	370	3	373	461	172	194	1	0	0	0	0	0	0	0	0	0	0
LK-1209020	498	4	503	622	232	261	1	0	1	0	0	0	0	0	0	0	0
LK-1209025	465	4	469	580	216	243	1	0	1	0	0	0	0	0	0	0	0
LK-1209030	726	6	732	906	338	380	2	1	1	0	0	0	0	0	0	0	0
LK-1209035	244	2	246	304	113	128	0	0	0	0	0	0	0	0	0	0	0
LK-1209040	664	6	670	828	309	348	1	1	1	0	0	0	0	0	0	0	0
LK-1209045	294	2	296	366	136	154	0	0	0	0	0	0	0	0	0	0	0
LK-1209050	210	1	212	262	97	110	0	0	0	0	0	0	0	0	0	0	0
LK-1209055	914	8	923	1141	425	479	2	1	2	0	0	0	0	0	0	0	0
LK-1209060	655	5	661	817	305	343	1	1	1	0	0	0	0	0	0	0	0
LK-1209065	606	5	612	756	282	317	1	0	1	0	0	0	0	0	0	0	0
LK-1209070	504	4	509	629	234	264	1	0	1	0	0	0	0	0	0	0	0
LK-1209075	678	6	684	846	315	355	1	1	1	0	0	0	0	0	0	0	0
LK-1209080	381	3	384	475	177	199	1	0	0	0	0	0	0	0	0	0	0
LK-1209085	598	5	603	746	278	313	1	0	1	0	0	0	0	0	0	0	0
LK-1209090	586	5	592	731	273	307	1	0	1	0	0	0	0	0	0	0	0
LK-1209095	536	4	541	669	249	281	1	0	1	0	0	0	0	0	0	0	0
LK-1209100	560	5	565	698	260	293	1	0	1	0	0	0	0	0	0	0	0
LK-1209105	447	4	451	557	208	234	1	0	1	0	0	0	0	0	0	0	0
LK-1209110	921	8	929	1149	428	482	2	1	2	0	0	0	0	0	0	0	0
LK-1209115	670	6	676	836	311	351	1	1	1	0	0	0	0	0	0	0	0
LK-1209120	886	8	894	1106	412	464	2	1	2	0	0	0	0	0	0	0	0
LK-1209125	1174	10	1184	1464	546	615	3	1	2	1	0	0	0	0	0	0	0
LK-1209130	750	6	757	935	349	393	2	1	1	0	0	0	0	0	0	0	0
LK-1209135	461	4	465	575	214	241	1	0	1	0	0	0	0	0	0	0	0
LK-1209140	786	7	793	981	366	412	2	1	1	0	0	0	0	0	0	0	0
LK-1209145	759	6	766	947	353	397	2	1	1	0	0	0	0	0	0	0	0
LK-1209150	876	7	884	1093	407	459	2	1	2	0	0	0	0	0	0	0	0
LK-1209155	488	4	493	609	227	256	1	0	1	0	0	0	0	0	0	0	0
LK-1209160	533	4	538	665	248	279	1	0	1	0	0	0	0	0	0	0	0
LK-1209165	519	4	524	648	241	272	1	0	1	0	0	0	0	0	0	0	0
LK-1209170	417	3	421	521	194	218	1	0	0	0	0	0	0	0	0	0	0
LK-1209175	751	6	758	937	349	393	2	1	1	0	0	0	0	0	0	0	0
LK-1209180	522	4	526	651	242	273	1	0	1	0	0	0	0	0	0	0	0
LK-1209185	428	3	432	534	199	224	1	0	1	0	0	0	0	0	0	0	0
LK-1209190	466	4	470	582	217	244	1	0	1	0	0	0	0	0	0	0	0
LK-1209195	333	3	336	416	155	174	0	0	0	0	0	0	0	0	0	0	0
LK-1209200	563	5	568	702	262	295	1	0	1	0	0	0	0	0	0	0	0
LK-1209205	870	7	878	1086	405	456	2	1	2	0	0	0	0	0	0	0	0
LK-1209210	981	8	990	1224	456	514	2	1	2	1	0	0	0	0	0	0	0
LK-1209215	324	2	327	405	151	170	0	0	0	0	0	0	0	0	0	0	0
LK-1209220	694	6	700	865	322	363	2	1	1	0	0	0	0	0	0	0	0
LK-1209225	463	4	468	578	215	243	1	0	1	0	0	0	0	0	0	0	0
LK-1209230	513	4	518	640	239	269	1	0	1	0	0	0	0	0	0	0	0
LK-1209235	452	4	456	564	210	237	1	0	1	0	0	0	0	0	0	0	0
LK-1209240	415	3	419	518	193	217	1	0	0	0	0	0	0	0	0	0	0
LK-1209245	191	1	193	238	89	100	0	0	0	0	0	0	0	0	0	0	0
LK-1209250	480	4	485	599	223	251	1	0	1	0	0	0	0	0	0	0	0
LK-1209255	554	5	560	692	258	290	1	0	1	0	0	0	0	0	0	0	0
LK-1209260	386	3	389	481	179	202	1	0	0	0	0	0	0	0	0	0	0
LK-1209265	437	3	441	545	203	229	1	0	1	0	0	0	0	0	0	0	0
LK-1209270	827	7	835	1032	385	433	2	1	1	0	0	0	0	0	0	0	0
LK-1209275	724	6	730	903	337	379	2	1	1	0	0	0	0	0	0	0	0
LK-1209280	511	4	515	637	237	267	1	0	1	0	0	0	0	0	0	0	0
LK-1209285	803	7	810	1002	373	421	2	1	1	0	0	0	0	0	0	0	0
LK-1209290	505	4	509	630	235	264	1	0	1	0	0	0	0	0	0	0	0
LK-1209295	1034	9	1044	1290	481	542	2	1	2	1	0	0	0	0	0	0	0
LK-1209300	381	3	385	476	177	200	1	0	0	0	0	0	0	0	0	0	0
LK-1209305	982	8	991	1225	457	514	2	1	2	1	0	0	0	0	0	0	0
LK-1209310	467	4	471	583	217	245	1	0	1	0	0	0	0	0	0	0	0
LK-1209315	1231	11	1242	1536	573	645	3	1	2	1	0	0	0	0	0	0	0
LK-1209320	711	6	718	887	331	372	2	1	1	0	0	0	0	0	0	0	0
LK-1209325	826	7	833	1030	384	432	2	1	1	0	0	0	0	0	0	0	0
LK-1209330	741	6	748	925	345	388	2	1	1	0	0	0	0	0	0	0	0
LK-1209335	337	3	340	421	157	176	0	0	0	0	0	0	0	0	0	0	0
LK-1209340	553	5	558	690	257	289	1	0	1	0	0	0	0	0	0	0	0
LK-1209345	509	4	514	635	237	266	1	0	1	0	0	0	0	0	0	0	0
LK-1209350	879	7	887	1097	409	460	2	1	2	0	0	0	0	0	0	0	0
LK-1209355	943	8	952	1177	439	494	2	1	2	0	0	0	0	0	0	0	0
LK-1209360	545	4	550	680	253	285	1	0	1	0	0	0	0	0	0	0	0
LK-1209365	758	6	765	946	353	397	2	1	1	0	0	0	0	0	0	0	0
LK-1209370	974	8	983	1215	453	510	2	1	2	1	0	0	0	0	0	0	0
LK-1209375	416	3	420	519	193	218	1	0	0	0	0	0	0	0	0	0	0
LK-1209380	600	5	605	749	279	314	1	0	1	0	0	0	0	0	0	0	0
LK-1209385	1013	9	1022	1264	471	531	2	1	2	1	0	0	0	0	0	0	0
LK-1209390	605	5	611	755	281	317	1	0	1	0	0	0	0	0	0	0	0
LK-1209395	437	3	441	545	203	229	1	0	1	0	0	0	0	0	0	0	0
LK-1209400	530	4	535	661	246	278	1	0	1	0	0	0	0	0	0	0	0
LK-1209405	303	2	305	378	141	158	0	0	0	0	0	0	0	0	0	0	0
LK-1209410	294	2	297	367	137	154	0	0	0	0	0	0	0	0	0	0	0
LK-1209420	560	5	565	699	260	293	1	0	1	0	0	0	0	0	0	0	0
LK-1209425	466	4	470	582	217	244	1	0	1	0	0	0	0	0	0	0	0
LK-1209430	439	3	443	547	204	230	1	0	1	0	0	0	0	0	0	0	0
LK-1209435	616	5	621	768	286	322	1	0	1	0	0	0	0	0	0	0	0
LK-1209440	531	4	535	662	247	278	1	0	1	0	0	0	0	0	0	0	0
LK-1209445	534	4	539	666	248	279	1	0	1	0	0	0	0	0	0	0	0
LK-1209450	328	2	331	409	152	172	0	0	0	0	0	0	0	0	0	0	0
LK-1209455	644	5	650	803	299	337	1	0	1	0	0	0	0	0	0	0	0
LK-1209460	494	4	499	617	230	259	1	0	1	0	0	0	0	0	0	0	0
LK-1209465	210	1	212	262	97	110	0	0	0	0	0	0	0	0	0	0	0
LK-1209470	258	2	260	322	120	135	0	0	0	0	0	0	0	0	0	0	0
LK-1209475	481	4	486	601	224	252	1	0	1	0	0	0	0	0	0	0	0
LK-1209480	199	1	201	249	93	104	0	0	0	0	0	0	0	0	0	0	0
LK-1209485	469	4	474	586	218	246	1	0	1	0	0	0	0	0	0	0	0
LK-1209490	464	4	468	579	216	243	1	0	1	0	0	0	0	0	0	0	0
LK-1209495	645	5	651	805	300	338	1	0	1	0	0	0	0	0	0	0	0
LK-1209500	1199	10	1210	1496	558	628	3	1	2	1	0	0	0	0	0	0	0
LK-1209505	366	3	369	456	170	191	1	0	0	0	0	0	0	0	0	0	0
LK-1209510	637	5	643	795	296	334	1	0	1	0	0	0	0	0	0	0	0
LK-1209515	907	8	915	1131	422	475	2	1	2	0	0	0	0	0	0	0	0
LK-1209520	730	6	736	910	339	382	2	1	1	0	0	0	0	0	0	0	0
LK-1209525	765	6	772	954	356	401	2	1	1	0	0	0	0	0	0	0	0
LK-1209530	734	6	741	916	341	385	2	1	1	0	0	0	0	0	0	0	0
LK-1209535	1344	12	1357	1677	625	704	3	2	3	1	0	0	0	0	0	0	0
LK-1209540	399	3	403	498	186	209	1	0	0	0	0	0	0	0	0	0	0
LK-1209545	416	3	420	520	193	218	1	0	0	0	0	0	0	0	0	0	0
LK-1209550	905	8	913	1129	421	474	2	1	2	0	0	0	0	0	0	0	0
LK-1209555	554	5	559	691	258	290	1	0	1	0	0	0	0	0	0	0	0
LK-1209560	435	3	439	543	202	228	1	0	1	0	0	0	0	0	0	0	0
LK-1209565	1072	9	1082	1338	499	562	3	1	2	1	0	0	0	0	0	0	0
LK-1209570	479	4	484	598	223	251	1	0	1	0	0	0	0	0	0	0	0
LK-1209575	605	5	611	755	281	317	1	0	1	0	0	0	0	0	0	0	0
LK-1209580	616	5	622	769	287	323	1	0	1	0	0	0	0	0	0	0	0
LK-1209585	422	3	426	526	196	221	1	0	1	0	0	0	0	0	0	0	0
LK-1209590	810	7	817	1010	376	424	2	1	1	0	0	0	0	0	0	0	0
LK-1209595	1642	14	1657	2049	764	860	4	2	3	1	1	1	1	0	0	0	0
LK-1209600	412	3	416	514	192	216	1	0	0	0	0	0	0	0	0	0	0
LK-1209605	535	4	540	668	249	280	1	0	1	0	0	0	0	0	0	0	0
LK-1209610	1147	10	1157	1430	533	600	3	1	2	1	0	0	0	0	0	0	0
LK-1209615	696	6	702	868	323	364	2	1	1	0	0	0	0	0	0	0	0
LK-1212	82728	910	83706	107480	36277	45462	154	61	126	9	2	0	2	0	0	0	0
LK-1212005	1612	19	1632	2095	707	887	4	2	3	1	1	0	1	0	0	0	0
LK-1212010	846	10	856	1099	371	465	2	1	2	0	0	0	0	0	0	0	0
LK-1212015	997	11	1008	1295	437	548	2	1	2	1	0	0	0	0	0	0	0
LK-1212020	388	4	393	505	170	213	1	0	0	0	0	0	0	0	0	0	0
LK-1212025	430	5	435	558	188	236	1	0	1	0	0	0	0	0	0	0	0
LK-1212030	487	5	493	633	213	268	1	0	1	0	0	0	0	0	0	0	0
LK-1212035	451	5	457	586	198	248	1	0	1	0	0	0	0	0	0	0	0
LK-1212040	435	5	440	565	191	239	1	0	1	0	0	0	0	0	0	0	0
LK-1212045	672	7	680	873	295	369	1	1	1	0	0	0	0	0	0	0	0
LK-1212050	462	5	468	601	203	254	1	0	1	0	0	0	0	0	0	0	0
LK-1212055	631	7	638	820	277	347	1	1	1	0	0	0	0	0	0	0	0
LK-1212060	757	8	766	984	332	416	2	1	1	0	0	0	0	0	0	0	0
LK-1212065	653	7	661	848	286	359	1	1	1	0	0	0	0	0	0	0	0
LK-1212070	937	11	948	1217	411	515	2	1	2	0	0	0	0	0	0	0	0
LK-1212075	525	6	531	682	230	289	1	0	1	0	0	0	0	0	0	0	0
LK-1212080	353	4	357	459	155	194	0	0	0	0	0	0	0	0	0	0	0
LK-1212085	652	7	659	846	286	358	1	1	1	0	0	0	0	0	0	0	0
LK-1212090	644	7	652	837	282	354	1	1	1	0	0	0	0	0	0	0	0
LK-1212095	450	5	455	584	197	247	1	0	1	0	0	0	0	0	0	0	0
LK-1212100	623	7	631	810	273	343	1	1	1	0	0	0	0	0	0	0	0
LK-1212105	614	7	621	797	269	337	1	1	1	0	0	0	0	0	0	0	0
LK-1212110	1162	13	1176	1510	510	639	3	2	2	1	0	0	0	0	0	0	0
LK-1212115	845	10	855	1097	371	464	2	1	2	0	0	0	0	0	0	0	0
LK-1212120	681	8	689	884	299	374	1	1	1	0	0	0	0	0	0	0	0
LK-1212125	538	6	545	699	236	296	1	0	1	0	0	0	0	0	0	0	0
LK-1212130	517	6	523	671	227	284	1	0	1	0	0	0	0	0	0	0	0
LK-1212135	489	5	495	635	214	269	1	0	1	0	0	0	0	0	0	0	0
LK-1212140	430	5	435	558	188	236	1	0	1	0	0	0	0	0	0	0	0
LK-1212145	868	10	878	1127	381	477	2	1	2	0	0	0	0	0	0	0	0
LK-1212150	251	2	254	326	110	138	0	0	0	0	0	0	0	0	0	0	0
LK-1212155	372	4	376	483	163	204	1	0	0	0	0	0	0	0	0	0	0
LK-1212160	433	5	438	562	190	238	1	0	1	0	0	0	0	0	0	0	0
LK-1212165	242	2	245	314	106	133	0	0	0	0	0	0	0	0	0	0	0
LK-1212170	358	4	362	465	157	197	0	0	0	0	0	0	0	0	0	0	0
LK-1212175	513	6	519	667	225	282	1	0	1	0	0	0	0	0	0	0	0
LK-1212180	304	3	308	396	133	167	0	0	0	0	0	0	0	0	0	0	0
LK-1212185	435	5	440	565	191	239	1	0	1	0	0	0	0	0	0	0	0
LK-1212190	310	3	314	403	136	170	0	0	0	0	0	0	0	0	0	0	0
LK-1212195	249	2	251	323	109	136	0	0	0	0	0	0	0	0	0	0	0
LK-1212200	311	3	315	405	136	171	0	0	0	0	0	0	0	0	0	0	0
LK-1212205	604	7	611	785	265	332	1	1	1	0	0	0	0	0	0	0	0
LK-1212210	601	7	608	781	264	330	1	1	1	0	0	0	0	0	0	0	0
LK-1212215	419	4	424	545	184	230	1	0	0	0	0	0	0	0	0	0	0
LK-1212220	263	3	266	342	115	144	0	0	0	0	0	0	0	0	0	0	0
LK-1212225	543	6	550	706	238	299	1	0	1	0	0	0	0	0	0	0	0
LK-1212230	504	5	510	654	221	277	1	0	1	0	0	0	0	0	0	0	0
LK-1212235	499	5	505	648	219	274	1	0	1	0	0	0	0	0	0	0	0
LK-1212240	777	9	786	1009	341	427	2	1	1	0	0	0	0	0	0	0	0
LK-1212245	384	4	388	499	168	211	1	0	0	0	0	0	0	0	0	0	0
LK-1212250	292	3	295	379	128	160	0	0	0	0	0	0	0	0	0	0	0
LK-1212255	604	7	611	785	265	332	1	1	1	0	0	0	0	0	0	0	0
LK-1212260	506	6	512	658	222	278	1	0	1	0	0	0	0	0	0	0	0
LK-1212265	316	3	320	411	139	174	0	0	0	0	0	0	0	0	0	0	0
LK-1212270	419	4	424	545	184	230	1	0	0	0	0	0	0	0	0	0	0
LK-1212275	239	2	242	311	105	131	0	0	0	0	0	0	0	0	0	0	0
LK-1212280	713	8	722	927	313	392	1	1	1	0	0	0	0	0	0	0	0
LK-1212285	457	5	463	594	200	251	1	0	1	0	0	0	0	0	0	0	0
LK-1212290	645	7	653	839	283	355	1	1	1	0	0	0	0	0	0	0	0
LK-1212295	395	4	400	513	173	217	1	0	0	0	0	0	0	0	0	0	0
LK-1212300	199	2	201	258	87	109	0	0	0	0	0	0	0	0	0	0	0
LK-1212305	593	7	600	770	260	326	1	1	1	0	0	0	0	0	0	0	0
LK-1212310	875	10	886	1137	384	481	2	1	2	0	0	0	0	0	0	0	0
LK-1212315	513	6	519	667	225	282	1	0	1	0	0	0	0	0	0	0	0
LK-1212320	828	9	837	1075	363	455	2	1	1	0	0	0	0	0	0	0	0
LK-1212325	401	4	406	522	176	221	1	0	0	0	0	0	0	0	0	0	0
LK-1212330	684	8	692	889	300	376	1	1	1	0	0	0	0	0	0	0	0
LK-1212335	251	2	254	326	110	138	0	0	0	0	0	0	0	0	0	0	0
LK-1212340	262	3	265	341	115	144	0	0	0	0	0	0	0	0	0	0	0
LK-1212345	625	7	632	812	274	343	1	1	1	0	0	0	0	0	0	0	0
LK-1212350	486	5	492	631	213	267	1	0	1	0	0	0	0	0	0	0	0
LK-1212355	514	6	520	668	225	283	1	0	1	0	0	0	0	0	0	0	0
LK-1212360	714	8	722	927	313	392	1	1	1	0	0	0	0	0	0	0	0
LK-1212365	461	5	466	599	202	253	1	0	1	0	0	0	0	0	0	0	0
LK-1212370	661	7	668	858	290	363	1	1	1	0	0	0	0	0	0	0	0
LK-1212375	235	2	238	305	103	129	0	0	0	0	0	0	0	0	0	0	0
LK-1212380	339	4	343	441	149	186	0	0	0	0	0	0	0	0	0	0	0
LK-1212385	542	6	549	705	238	298	1	0	1	0	0	0	0	0	0	0	0
LK-1212390	456	5	461	592	200	250	1	0	1	0	0	0	0	0	0	0	0
LK-1212395	519	6	525	675	228	285	1	0	1	0	0	0	0	0	0	0	0
LK-1212400	1074	12	1086	1395	471	590	2	1	2	1	0	0	0	0	0	0	0
LK-1212405	344	4	348	446	151	189	0	0	0	0	0	0	0	0	0	0	0
LK-1212410	426	5	431	553	187	234	1	0	1	0	0	0	0	0	0	0	0
LK-1212415	465	5	471	605	204	256	1	0	1	0	0	0	0	0	0	0	0
LK-1212420	474	5	480	616	208	261	1	0	1	0	0	0	0	0	0	0	0
LK-1212425	321	3	325	418	141	177	0	0	0	0	0	0	0	0	0	0	0
LK-1212430	336	3	340	437	147	185	0	0	0	0	0	0	0	0	0	0	0
LK-1212435	464	5	470	603	204	255	1	0	1	0	0	0	0	0	0	0	0
LK-1212440	569	6	575	739	249	312	1	0	1	0	0	0	0	0	0	0	0
LK-1212445	421	4	426	546	184	231	1	0	0	0	0	0	0	0	0	0	0
LK-1212450	578	6	584	750	253	317	1	1	1	0	0	0	0	0	0	0	0
LK-1212455	975	11	987	1267	428	536	2	1	2	1	0	0	0	0	0	0	0
LK-1212460	462	5	467	600	202	254	1	0	1	0	0	0	0	0	0	0	0
LK-1212465	890	10	901	1157	391	490	2	1	2	0	0	0	0	0	0	0	0
LK-1212470	642	7	650	834	282	353	1	1	1	0	0	0	0	0	0	0	0
LK-1212475	511	6	517	663	224	281	1	0	1	0	0	0	0	0	0	0	0
LK-1212480	796	9	806	1035	349	438	2	1	1	0	0	0	0	0	0	0	0
LK-1212485	268	3	271	348	117	147	0	0	0	0	0	0	0	0	0	0	0
LK-1212490	602	7	609	782	264	331	1	1	1	0	0	0	0	0	0	0	0
LK-1212495	393	4	398	511	172	216	1	0	0	0	0	0	0	0	0	0	0
LK-1212500	442	5	447	575	194	243	1	0	1	0	0	0	0	0	0	0	0
LK-1212505	520	6	526	675	228	286	1	0	1	0	0	0	0	0	0	0	0
LK-1212510	549	6	556	714	241	302	1	0	1	0	0	0	0	0	0	0	0
LK-1212515	382	4	387	497	168	210	1	0	0	0	0	0	0	0	0	0	0
LK-1212520	722	8	731	939	317	397	1	1	1	0	0	0	0	0	0	0	0
LK-1212525	623	7	630	809	273	342	1	1	1	0	0	0	0	0	0	0	0
LK-1212530	516	6	522	671	226	284	1	0	1	0	0	0	0	0	0	0	0
LK-1212535	386	4	390	501	169	212	1	0	0	0	0	0	0	0	0	0	0
LK-1212540	473	5	479	614	207	260	1	0	1	0	0	0	0	0	0	0	0
LK-1212545	870	10	881	1131	382	478	2	1	2	0	0	0	0	0	0	0	0
LK-1212550	419	4	424	544	183	230	1	0	0	0	0	0	0	0	0	0	0
