entity_id	valid	rejected	polled	electors	UNP	UPFA	DNA	TULF	LLF	ELPP	UNAF	IG1C	USP	SLNF	SEP	ONF	UDF	JSP	MNA	SMBP	IG6C	CDUA	SLLP	IG4C	NPP	IG2C	OWORS	PNF	IG9C	IG5C	ELMS	IG7C	IG8C	IG3C	OWOS	JS	J	OORS
LK-2124305	253	39	293	500	85	158	8		0		0			0				0		0		0	0					0			0							
LK-2124310	276	42	319	545	93	172	9		0		0			0				0		0		0	0					0			0							
LK-2124315	289	44	334	571	97	180	10		0		0			0				0		0		0	0					0			0							
LK-2124320	191	29	221	377	64	119	6		0		0			0				0		0		0	0					0			0							
LK-2124325	217	33	251	428	73	135	7		0		0			0				0		0		0	0					0			0							
LK-2124330	242	37	279	477	81	150	8		0		0			0				0		0		0	0					0			0							
LK-2124335	401	62	463	790	135	250	14		0		0			0				0		0		0	0					0			0							
LK-2124340	686	106	793	1352	231	427	23		0		0			1				0		0		0	0					0			0							
LK-2124345	532	82	615	1049	179	331	18		0		0			0				0		0		0	0					0			0							
LK-2124350	608	94	703	1198	205	379	21		0		0			1				0		0		0	0					0			0							
LK-2124355	307	47	354	605	103	191	10		0		0			0				0		0		0	0					0			0							
LK-2124360	290	44	335	571	97	180	10		0		0			0				0		0		0	0					0			0							
LK-2124365	284	43	328	559	95	177	9		0		0			0				0		0		0	0					0			0							
LK-2124370	177	27	205	349	59	110	6		0		0			0				0		0		0	0					0			0							
LK-2124375	268	41	310	528	90	167	9		0		0			0				0		0		0	0					0			0							
LK-2124380	726	112	839	1431	245	452	25		0		0			1				0		0		0	0					0			0							
LK-2124385	351	54	406	693	118	219	12		0		0			0				0		0		0	0					0			0							
LK-2124390	328	50	379	646	110	204	11		0		0			0				0		0		0	0					0			0							
LK-2124395	146	22	169	289	49	91	5		0		0			0				0		0		0	0					0			0							
LK-2124400	266	41	308	525	90	166	9		0		0			0				0		0		0	0					0			0							
LK-2124405	210	32	243	414	71	131	7		0		0			0				0		0		0	0					0			0							
LK-2124410	226	35	262	446	76	141	7		0		0			0				0		0		0	0					0			0							
LK-2124415	247	38	285	486	83	153	8		0		0			0				0		0		0	0					0			0							
LK-2124425	316	48	366	624	106	197	11		0		0			0				0		0		0	0					0			0							
LK-2124430	238	36	275	468	80	148	8		0		0			0				0		0		0	0					0			0							
LK-2124435	168	26	195	332	57	105	5		0		0			0				0		0		0	0					0			0							
LK-2124440	279	43	322	550	94	174	9		0		0			0				0		0		0	0					0			0							
LK-2124445	238	36	275	468	80	148	8		0		0			0				0		0		0	0					0			0							
LK-2124450	165	25	191	326	55	103	5		0		0			0				0		0		0	0					0			0							
LK-2124455	195	30	226	386	66	122	6		0		0			0				0		0		0	0					0			0							
LK-2124460	130	20	150	257	44	81	4		0		0			0				0		0		0	0					0			0							
LK-2124465	97	15	113	193	33	61	3		0		0			0				0		0		0	0					0			0							
LK-2124470	103	15	119	203	34	64	3		0		0			0				0		0		0	0					0			0							
LK-2127	45441	4743	50260	85815	16246	26034	2735		0		1			167				0		0		0	0					0			0							
LK-2127005	469	49	519	886	168	269	28		0		0			2				0		0		0	0					0			0							
LK-2127010	316	33	349	596	113	181	19		0		0			1				0		0		0	0					0			0							
LK-2127015	280	29	310	530	100	161	17		0		0			1				0		0		0	0					0			0							
LK-2127020	472	49	522	891	169	270	28		0		0			2				0		0		0	0					0			0							
LK-2127025	344	36	380	649	123	197	21		0		0			1				0		0		0	0					0			0							
LK-2127030	309	32	341	583	110	177	18		0		0			1				0		0		0	0					0			0							
LK-2127035	401	42	444	758	143	230	24		0		0			1				0		0		0	0					0			0							
LK-2127040	362	38	400	684	129	207	22		0		0			1				0		0		0	0					0			0							
LK-2127045	263	27	291	497	94	150	16		0		0			1				0		0		0	0					0			0							
LK-2127050	330	34	364	622	118	189	20		0		0			1				0		0		0	0					0			0							
LK-2127055	294	31	326	556	105	169	17		0		0			1				0		0		0	0					0			0							
LK-2127060	343	36	380	649	123	197	20		0		0			1				0		0		0	0					0			0							
LK-2127065	384	40	424	724	137	220	23		0		0			1				0		0		0	0					0			0							
LK-2127070	254	26	281	480	91	145	15		0		0			1				0		0		0	0					0			0							
LK-2127075	216	22	239	408	77	124	13		0		0			0				0		0		0	0					0			0							
LK-2127080	490	51	542	926	175	281	29		0		0			2				0		0		0	0					0			0							
LK-2127085	325	34	360	614	116	186	19		0		0			1				0		0		0	0					0			0							
LK-2127090	719	75	796	1358	257	412	43		0		0			3				0		0		0	0					0			0							
LK-2127095	296	31	327	559	106	169	18		0		0			1				0		0		0	0					0			0							
LK-2127100	535	56	592	1010	191	306	32		0		0			2				0		0		0	0					0			0							
LK-2127105	363	38	401	685	130	208	22		0		0			1				0		0		0	0					0			0							
LK-2127110	346	36	383	654	124	198	21		0		0			1				0		0		0	0					0			0							
LK-2127115	964	101	1067	1821	345	553	58		0		0			4				0		0		0	0					0			0							
LK-2127120	657	69	727	1241	235	376	40		0		0			2				0		0		0	0					0			0							
LK-2127125	547	57	605	1033	195	313	33		0		0			2				0		0		0	0					0			0							
LK-2127130	454	47	502	857	162	260	27		0		0			2				0		0		0	0					0			0							
LK-2127135	465	48	514	879	166	266	28		0		0			2				0		0		0	0					0			0							
LK-2127140	406	42	449	767	145	233	24		0		0			1				0		0		0	0					0			0							
LK-2127145	351	37	389	664	125	201	21		0		0			1				0		0		0	0					0			0							
LK-2127150	341	35	377	644	122	195	20		0		0			1				0		0		0	0					0			0							
LK-2127155	515	54	570	973	184	295	31		0		0			2				0		0		0	0					0			0							
LK-2127160	344	36	380	649	123	197	21		0		0			1				0		0		0	0					0			0							
LK-2127165	489	51	541	924	175	280	29		0		0			2				0		0		0	0					0			0							
LK-2127170	938	98	1038	1772	336	538	57		0		0			4				0		0		0	0					0			0							
LK-2127175	605	63	669	1143	216	347	36		0		0			2				0		0		0	0					0			0							
LK-2127180	472	49	522	891	169	270	28		0		0			2				0		0		0	0					0			0							
LK-2127185	319	33	353	603	114	183	19		0		0			1				0		0		0	0					0			0							
LK-2127190	441	46	488	833	158	253	26		0		0			1				0		0		0	0					0			0							
LK-2127195	579	60	641	1094	207	332	35		0		0			2				0		0		0	0					0			0							
LK-2127200	369	38	408	696	132	211	22		0		0			1				0		0		0	0					0			0							
LK-2127205	473	49	524	894	169	271	28		0		0			2				0		0		0	0					0			0							
LK-2127210	389	40	430	734	139	223	23		0		0			1				0		0		0	0					0			0							
LK-2127215	434	45	480	819	155	248	26		0		0			1				0		0		0	0					0			0							
LK-2127220	506	53	560	956	181	290	30		0		0			2				0		0		0	0					0			0							
LK-2127225	552	58	611	1043	197	316	33		0		0			2				0		0		0	0					0			0							
LK-2127230	385	40	426	727	138	220	23		0		0			1				0		0		0	0					0			0							
LK-2127235	591	62	654	1116	211	339	36		0		0			2				0		0		0	0					0			0							
LK-2127240	354	37	391	668	126	203	21		0		0			1				0		0		0	0					0			0							
LK-2127245	446	46	493	843	159	256	27		0		0			2				0		0		0	0					0			0							
LK-2127250	525	55	581	991	188	301	32		0		0			2				0		0		0	0					0			0							
LK-2127255	602	63	666	1137	215	345	36		0		0			2				0		0		0	0					0			0							
LK-2127260	530	55	587	1002	190	304	32		0		0			2				0		0		0	0					0			0							
LK-2127265	392	41	433	740	140	224	23		0		0			1				0		0		0	0					0			0							
LK-2127270	595	62	658	1123	213	341	36		0		0			2				0		0		0	0					0			0							
LK-2127275	1113	117	1231	2101	398	638	67		0		0			5				0		0		0	0					0			0							
LK-2127280	793	83	877	1497	283	454	48		0		0			3				0		0		0	0					0			0							
LK-2127285	828	87	916	1564	296	475	50		0		0			3				0		0		0	0					0			0							
LK-2127290	1234	129	1365	2331	442	707	75		0		0			5				0		0		0	0					0			0							
LK-2127295	476	50	526	898	170	272	29		0		0			2				0		0		0	0					0			0							
LK-2127300	563	59	623	1064	201	323	34		0		0			2				0		0		0	0					0			0							
LK-2127305	384	40	424	724	137	220	23		0		0			1				0		0		0	0					0			0							
LK-2127310	235	24	260	445	84	135	14		0		0			1				0		0		0	0					0			0							
LK-2127315	627	65	693	1183	224	359	38		0		0			2				0		0		0	0					0			0							
LK-2127320	312	32	345	590	111	179	19		0		0			1				0		0		0	0					0			0							
LK-2127325	472	49	522	892	169	271	28		0		0			2				0		0		0	0					0			0							
LK-2127330	337	35	373	637	120	193	20		0		0			1				0		0		0	0					0			0							
LK-2127335	232	24	257	439	83	133	14		0		0			1				0		0		0	0					0			0							
LK-2127340	384	40	425	726	137	220	23		0		0			1				0		0		0	0					0			0							
LK-2127345	859	90	950	1622	307	492	52		0		0			3				0		0		0	0					0			0							
LK-2127350	802	84	887	1514	287	459	48		0		0			3				0		0		0	0					0			0							
LK-2127355	1658	174	1833	3130	593	950	101		0		0			7				0		0		0	0					0			0							
LK-2127360	2519	264	2786	4756	902	1444	153		0		1			11				0		0		0	0					0			0							
LK-2127365	690	72	763	1303	247	395	42		0		0			3				0		0		0	0					0			0							
LK-2127370	1490	156	1648	2813	533	854	90		0		0			6				0		0		0	0					0			0							
LK-2127375	414	43	457	781	148	237	25		0		0			1				0		0		0	0					0			0							
LK-2127380	926	97	1024	1749	331	531	56		0		0			4				0		0		0	0					0			0							
LK-2127385	460	48	509	868	164	263	28		0		0			2				0		0		0	0					0			0							
LK-2127390	1140	119	1260	2151	408	653	69		0		0			5				0		0		0	0					0			0							
LK-2127395	838	88	927	1583	300	480	51		0		0			3				0		0		0	0					0			0							
LK-2127400	1514	159	1674	2858	542	867	92		0		0			6				0		0		0	0					0			0							
LK-2130	59720	4195	63971	107300	24991	29908	4284		0		0			295				0		0		0	0					0			0							
LK-2130005	898	65	964	1630	344	479	66		0		0			6				0		0		0	0					0			0							
LK-2130010	616	45	661	1118	236	328	45		0		0			4				0		0		0	0					0			0							
LK-2130015	658	48	707	1194	252	351	48		0		0			4				0		0		0	0					0			0							
LK-2130020	738	53	792	1339	283	393	54		0		0			5				0		0		0	0					0			0							
LK-2130025	956	63	1019	1684	466	418	66		0		0			2				0		0		0	0					0			0							
LK-2130030	1121	81	1204	2035	430	598	82		0		0			7				0		0		0	0					0			0							
LK-2130035	710	51	762	1288	272	378	52		0		0			4				0		0		0	0					0			0							
LK-2130040	425	31	457	772	163	227	31		0		0			2				0		0		0	0					0			0							
LK-2130045	578	42	620	1048	221	308	42		0		0			4				0		0		0	0					0			0							
LK-2130050	571	41	613	1037	219	304	42		0		0			3				0		0		0	0					0			0							
LK-2130055	980	71	1052	1778	375	522	72		0		0			6				0		0		0	0					0			0							
LK-2130060	768	56	824	1393	294	409	56		0		0			5				0		0		0	0					0			0							
LK-2130065	889	58	948	1566	433	389	61		0		0			2				0		0		0	0					0			0							
LK-2130070	1211	80	1292	2134	590	530	84		0		0			3				0		0		0	0					0			0							
LK-2130075	674	44	719	1188	329	295	46		0		0			1				0		0		0	0					0			0							
LK-2130080	2206	146	2353	3886	1075	966	152		0		0			5				0		0		0	0					0			0							
LK-2130085	945	62	1008	1664	460	414	65		0		0			2				0		0		0	0					0			0							
LK-2130090	1155	76	1232	2035	563	506	80		0		0			2				0		0		0	0					0			0							
LK-2130095	730	48	779	1286	356	319	50		0		0			1				0		0		0	0					0			0							
LK-2130100	847	56	903	1492	413	371	58		0		0			2				0		0		0	0					0			0							
LK-2130105	704	46	751	1241	343	308	48		0		0			1				0		0		0	0					0			0							
LK-2130110	975	64	1040	1717	475	427	67		0		0			2				0		0		0	0					0			0							
LK-2130115	934	61	996	1646	455	409	64		0		0			2				0		0		0	0					0			0							
LK-2130120	847	56	903	1492	413	371	58		0		0			2				0		0		0	0					0			0							
LK-2130125	635	46	682	1153	243	339	46		0		0			4				0		0		0	0					0			0							
LK-2130130	1151	84	1235	2088	441	613	84		0		0			8				0		0		0	0					0			0							
LK-2130135	490	35	526	889	188	261	36		0		0			3				0		0		0	0					0			0							
LK-2130140	715	52	768	1297	274	381	52		0		0			4				0		0		0	0					0			0							
LK-2130145	1142	83	1226	2072	438	609	84		0		0			7				0		0		0	0					0			0							
LK-2130150	1016	67	1083	1789	495	445	70		0		0			2				0		0		0	0					0			0							
LK-2130155	1485	98	1584	2616	724	650	102		0		0			3				0		0		0	0					0			0							
LK-2130160	912	66	979	1656	350	486	67		0		0			6				0		0		0	0					0			0							
LK-2130165	855	62	918	1551	327	456	63		0		0			5				0		0		0	0					0			0							
LK-2130170	1017	67	1085	1792	496	445	70		0		0			2				0		0		0	0					0			0							
LK-2130175	715	47	762	1259	348	313	49		0		0			1				0		0		0	0					0			0							
LK-2130180	1207	79	1288	2127	588	529	83		0		0			3				0		0		0	0					0			0							
LK-2130185	1054	69	1124	1857	514	461	73		0		0			2				0		0		0	0					0			0							
LK-2130190	664	44	708	1170	324	291	46		0		0			1				0		0		0	0					0			0							
LK-2130195	1766	129	1896	3205	677	942	130		0		0			12				0		0		0	0					0			0							
LK-2130200	1475	107	1584	2677	565	786	108		0		0			10				0		0		0	0					0			0							
LK-2130205	1608	117	1726	2918	616	857	118		0		0			11				0		0		0	0					0			0							
LK-2130210	972	71	1043	1763	372	518	71		0		0			6				0		0		0	0					0			0							
LK-2130215	1332	97	1430	2416	510	710	98		0		0			9				0		0		0	0					0			0							
LK-2130220	631	46	677	1145	242	336	46		0		0			4				0		0		0	0					0			0							
LK-2130225	609	44	654	1105	233	325	44		0		0			4				0		0		0	0					0			0							
LK-2130230	956	69	1026	1735	366	510	70		0		0			6				0		0		0	0					0			0							
LK-2130235	743	54	798	1349	285	396	54		0		0			5				0		0		0	0					0			0							
LK-2130240	2214	161	2377	4018	849	1181	163		0		0			15				0		0		0	0					0			0							
LK-2130245	936	68	1005	1699	359	499	69		0		0			6				0		0		0	0					0			0							
LK-2130250	607	44	652	1102	233	324	44		0		0			4				0		0		0	0					0			0							
LK-2130255	613	44	658	1112	235	327	45		0		0			4				0		0		0	0					0			0							
LK-2130260	1025	74	1101	1861	393	547	75		0		0			7				0		0		0	0					0			0							
LK-2130265	827	60	888	1501	317	441	61		0		0			5				0		0		0	0					0			0							
LK-2130270	513	37	550	930	196	273	37		0		0			3				0		0		0	0					0			0							
LK-2130275	1092	79	1173	1982	419	582	80		0		0			7				0		0		0	0					0			0							
LK-2130280	917	66	984	1663	351	489	67		0		0			6				0		0		0	0					0			0							
LK-2130285	561	40	602	1018	215	299	41		0		0			3				0		0		0	0					0			0							
LK-2130290	402	29	432	731	154	214	29		0		0			2				0		0		0	0					0			0							
LK-2130295	483	35	518	876	185	257	35		0		0			3				0		0		0	0					0			0							
LK-2130300	906	66	973	1644	347	483	66		0		0			6				0		0		0	0					0			0							
LK-2130305	1359	99	1459	2466	521	725	100		0		0			9				0		0		0	0					0			0							
LK-2130310	899	65	965	1631	344	479	66		0		0			6				0		0		0	0					0			0							
LK-2130315	928	67	996	1683	355	495	68		0		0			6				0		0		0	0					0			0							
LK-2130320	1152	84	1237	2091	442	614	85		0		0			8				0		0		0	0					0			0							
LK-2133	33976	3481	37517	62612	12848	19432	1487		0		0			1				0		0		0	0					0			0							
LK-2133005	241	25	266	445	90	138	10		0		0			0				0		0		0	0					0			0							
LK-2133010	203	21	224	374	76	116	9		0		0			0				0		0		0	0					0			0							
LK-2133015	342	35	378	631	129	197	15		0		0			0				0		0		0	0					0			0							
LK-2133020	577	60	638	1064	217	332	25		0		0			0				0		0		0	0					0			0							
LK-2133025	179	18	198	331	67	103	7		0		0			0				0		0		0	0					0			0							
LK-2133030	429	44	474	792	161	247	19		0		0			0				0		0		0	0					0			0							
LK-2133035	417	43	460	768	157	239	18		0		0			0				0		0		0	0					0			0							
LK-2133040	353	36	391	652	133	203	15		0		0			0				0		0		0	0					0			0							
LK-2133045	375	39	414	692	141	216	16		0		0			0				0		0		0	0					0			0							
LK-2133050	321	33	355	592	121	184	14		0		0			0				0		0		0	0					0			0							
LK-2133055	260	27	287	479	98	149	11		0		0			0				0		0		0	0					0			0							
LK-2133060	382	39	422	705	144	220	16		0		0			0				0		0		0	0					0			0							
LK-2133065	410	42	453	756	154	236	18		0		0			0				0		0		0	0					0			0							
LK-2133070	423	44	467	780	159	243	18		0		0			0				0		0		0	0					0			0							
LK-2133075	569	59	629	1049	214	327	25		0		0			0				0		0		0	0					0			0							
LK-2133080	249	26	276	460	94	143	11		0		0			0				0		0		0	0					0			0							
LK-2133085	307	32	339	567	115	177	13		0		0			0				0		0		0	0					0			0							
LK-2133090	459	47	508	847	173	264	20		0		0			0				0		0		0	0					0			0							
LK-2133095	385	40	425	710	145	221	17		0		0			0				0		0		0	0					0			0							
LK-2133100	391	40	432	721	147	225	17		0		0			0				0		0		0	0					0			0							
LK-2133105	348	36	385	642	131	200	15		0		0			0				0		0		0	0					0			0							
LK-2133110	332	34	367	612	125	191	14		0		0			0				0		0		0	0					0			0							
LK-2133115	249	25	275	459	93	143	11		0		0			0				0		0		0	0					0			0							
LK-2133120	501	52	554	924	188	288	22		0		0			0				0		0		0	0					0			0							
LK-2133125	624	65	690	1151	235	359	27		0		0			0				0		0		0	0					0			0							
LK-2133130	489	51	541	902	184	281	21		0		0			0				0		0		0	0					0			0							
LK-2133135	463	48	512	855	174	266	20		0		0			0				0		0		0	0					0			0							
LK-2133140	335	34	370	617	126	192	14		0		0			0				0		0		0	0					0			0							
LK-2133145	859	89	949	1584	323	494	38		0		0			0				0		0		0	0					0			0							
LK-2133150	345	35	381	636	129	198	15		0		0			0				0		0		0	0					0			0							
LK-2133155	212	22	235	392	80	122	9		0		0			0				0		0		0	0					0			0							
LK-2133160	311	32	343	573	117	179	13		0		0			0				0		0		0	0					0			0							
LK-2133165	396	41	438	731	149	228	17		0		0			0				0		0		0	0					0			0							
LK-2133170	363	37	401	670	136	209	16		0		0			0				0		0		0	0					0			0							
LK-2133175	350	36	386	645	131	201	15		0		0			0				0		0		0	0					0			0							
LK-2133180	557	58	616	1027	209	320	24		0		0			0				0		0		0	0					0			0							
LK-2133185	618	64	682	1139	232	355	27		0		0			0				0		0		0	0					0			0							
LK-2133190	527	55	583	973	198	303	23		0		0			0				0		0		0	0					0			0							
LK-2133195	436	45	482	804	164	251	19		0		0			0				0		0		0	0					0			0							
LK-2133200	385	40	426	711	145	221	17		0		0			0				0		0		0	0					0			0							
LK-2133205	355	37	393	655	133	204	15		0		0			0				0		0		0	0					0			0							
LK-2133210	350	36	386	645	131	201	15		0		0			0				0		0		0	0					0			0							
LK-2133215	342	35	378	631	129	197	15		0		0			0				0		0		0	0					0			0							
LK-2133220	137	14	151	253	51	79	6		0		0			0				0		0		0	0					0			0							
LK-2133225	337	35	372	621	127	194	14		0		0			0				0		0		0	0					0			0							
LK-2133230	276	28	305	510	104	159	12		0		0			0				0		0		0	0					0			0							
LK-2133235	263	27	291	485	99	151	11		0		0			0				0		0		0	0					0			0							
LK-2133240	175	18	194	324	66	101	7		0		0			0				0		0		0	0					0			0							
LK-2133245	268	27	296	494	100	154	11		0		0			0				0		0		0	0					0			0							
LK-2133250	216	22	239	399	81	124	9		0		0			0				0		0		0	0					0			0							
LK-2133255	404	42	446	745	152	232	17		0		0			0				0		0		0	0					0			0							
LK-2133260	610	63	674	1125	229	351	27		0		0			0				0		0		0	0					0			0							
LK-2133265	619	64	684	1142	233	356	27		0		0			0				0		0		0	0					0			0							
LK-2133270	666	69	736	1228	250	383	29		0		0			0				0		0		0	0					0			0							
LK-2133275	539	56	595	993	202	310	23		0		0			0				0		0		0	0					0			0							
LK-2133280	462	48	511	853	174	266	20		0		0			0				0		0		0	0					0			0							
LK-2133285	731	48	779	1287	356	320	50		0		0			1				0		0		0	0					0			0							
LK-2133290	502	52	554	925	189	288	22		0		0			0				0		0		0	0					0			0							
LK-2133295	776	80	857	1431	292	446	34		0		0			0				0		0		0	0					0			0							
LK-2133300	830	86	917	1530	312	477	36		0		0			0				0		0		0	0					0			0							
LK-2133305	770	80	851	1420	290	443	34		0		0			0				0		0		0	0					0			0							
LK-2133310	371	38	410	685	139	213	16		0		0			0				0		0		0	0					0			0							
LK-2133315	317	33	351	585	119	182	14		0		0			0				0		0		0	0					0			0							
LK-2133320	269	28	297	496	101	155	11		0		0			0				0		0		0	0					0			0							
LK-2133325	156	16	172	288	58	89	6		0		0			0				0		0		0	0					0			0							
LK-2133330	212	22	234	391	79	122	9		0		0			0				0		0		0	0					0			0							
LK-2133335	348	36	384	641	131	200	15		0		0			0				0		0		0	0					0			0							
LK-2133340	287	30	317	530	108	165	12		0		0			0				0		0		0	0					0			0							
LK-2133345	283	29	313	523	106	163	12		0		0			0				0		0		0	0					0			0							
LK-2133350	230	24	254	424	86	132	10		0		0			0				0		0		0	0					0			0							
LK-2133355	411	42	454	758	154	236	18		0		0			0				0		0		0	0					0			0							
LK-2133360	690	72	762	1272	259	397	30		0		0			0				0		0		0	0					0			0							
LK-2133365	456	47	504	841	171	262	20		0		0			0				0		0		0	0					0			0							
LK-2133370	909	94	1005	1677	342	523	40		0		0			0				0		0		0	0					0			0							
LK-2133375	287	29	317	529	108	165	12		0		0			0				0		0		0	0					0			0							
LK-2133380	322	33	356	594	121	185	14		0		0			0				0		0		0	0					0			0							
LK-2133385	208	21	230	384	78	120	9		0		0			0				0		0		0	0					0			0							
LK-2133390	392	40	434	724	147	225	17		0		0			0				0		0		0	0					0			0							
LK-2133395	287	30	317	530	108	165	12		0		0			0				0		0		0	0					0			0							
LK-2133400	230	24	254	424	86	132	10		0		0			0				0		0		0	0					0			0							
LK-2133405	323	33	357	596	121	186	14		0		0			0				0		0		0	0					0			0							
LK-2133410	676	70	747	1247	254	389	30		0		0			0				0		0		0	0					0			0							
LK-2133415	279	29	308	515	105	160	12		0		0			0				0		0		0	0					0			0							
LK-2133420	433	45	479	800	163	249	19		0		0			0				0		0		0	0					0			0							
LK-2134	12535	1303	13879	23277	3887	8041	509		0		0			0				0		0		0	0					0			0							
LK-2134005	148	15	164	275	46	95	6		0		0			0				0		0		0	0					0			0							
LK-2134010	209	22	232	389	65	134	8		0		0			0				0		0		0	0					0			0							
LK-2134015	301	31	333	558	93	193	12		0		0			0				0		0		0	0					0			0							
LK-2134020	206	21	228	383	64	132	8		0		0			0				0		0		0	0					0			0							
LK-2134025	284	30	315	528	88	182	12		0		0			0				0		0		0	0					0			0							
LK-2134030	160	17	177	297	50	103	6		0		0			0				0		0		0	0					0			0							
LK-2134035	352	37	389	653	109	226	15		0		0			0				0		0		0	0					0			0							
LK-2134040	382	40	423	710	119	245	16		0		0			0				0		0		0	0					0			0							
LK-2134045	232	24	256	430	72	149	9		0		0			0				0		0		0	0					0			0							
LK-2134050	188	20	209	350	58	121	8		0		0			0				0		0		0	0					0			0							
LK-2134055	173	18	192	322	54	111	7		0		0			0				0		0		0	0					0			0							
LK-2134060	140	14	155	260	43	90	5		0		0			0				0		0		0	0					0			0							
LK-2134065	227	24	251	421	70	145	9		0		0			0				0		0		0	0					0			0							
LK-2134070	297	31	329	551	92	191	12		0		0			0				0		0		0	0					0			0							
LK-2134075	137	14	151	254	42	87	5		0		0			0				0		0		0	0					0			0							
LK-2134080	269	28	298	499	84	173	11		0		0			0				0		0		0	0					0			0							
LK-2134085	138	14	153	257	43	89	5		0		0			0				0		0		0	0					0			0							
LK-2134090	187	19	207	348	58	120	8		0		0			0				0		0		0	0					0			0							
LK-2134095	480	50	531	890	149	308	20		0		0			0				0		0		0	0					0			0							
LK-2134100	289	30	319	536	90	185	12		0		0			0				0		0		0	0					0			0							
LK-2134105	206	21	229	383	64	132	8		0		0			0				0		0		0	0					0			0							
LK-2134110	140	14	155	261	43	90	6		0		0			0				0		0		0	0					0			0							
LK-2134115	120	12	133	223	37	77	5		0		0			0				0		0		0	0					0			0							
LK-2134120	229	24	254	425	71	147	9		0		0			0				0		0		0	0					0			0							
LK-2134125	219	23	242	406	68	140	9		0		0			0				0		0		0	0					0			0							
LK-2134130	147	15	163	273	45	94	6		0		0			0				0		0		0	0					0			0							
LK-2134135	215	22	238	400	67	138	9		0		0			0				0		0		0	0					0			0							
LK-2134140	195	20	216	362	60	125	8		0		0			0				0		0		0	0					0			0							
LK-2134145	142	15	158	264	44	91	6		0		0			0				0		0		0	0					0			0							
LK-2134150	188	20	209	350	58	121	8		0		0			0				0		0		0	0					0			0							
LK-2134155	209	22	232	389	65	134	8		0		0			0				0		0		0	0					0			0							
LK-2134160	194	20	215	360	60	124	8		0		0			0				0		0		0	0					0			0							
LK-2134165	219	23	242	407	68	141	9		0		0			0				0		0		0	0					0			0							
LK-2134170	237	25	262	439	73	152	10		0		0			0				0		0		0	0					0			0							
LK-2134175	178	18	197	330	55	114	7		0		0			0				0		0		0	0					0			0							
LK-2134180	101	10	112	188	31	65	4		0		0			0				0		0		0	0					0			0							
LK-2134185	301	31	333	558	93	193	12		0		0			0				0		0		0	0					0			0							
LK-2134190	149	15	165	276	46	95	6		0		0			0				0		0		0	0					0			0							
LK-2134195	170	18	188	315	53	109	7		0		0			0				0		0		0	0					0			0							
LK-2134200	174	18	193	324	54	112	7		0		0			0				0		0		0	0					0			0							
LK-2134205	179	19	198	333	56	115	7		0		0			0				0		0		0	0					0			0							
LK-2134210	385	40	426	714	120	247	16		0		0			0				0		0		0	0					0			0							
LK-2134215	220	23	244	409	68	141	9		0		0			0				0		0		0	0					0			0							
LK-2134220	232	24	256	430	72	149	9		0		0			0				0		0		0	0					0			0							
LK-2134225	234	24	259	435	73	150	10		0		0			0				0		0		0	0					0			0							
LK-2134230	330	35	365	613	103	212	14		0		0			0				0		0		0	0					0			0							
LK-2134235	331	35	366	614	103	212	14		0		0			0				0		0		0	0					0			0							
LK-2134240	165	17	183	306	51	106	7		0		0			0				0		0		0	0					0			0							
LK-2134245	229	24	253	425	71	147	9		0		0			0				0		0		0	0					0			0							
LK-2134250	247	26	274	459	77	159	10		0		0			0				0		0		0	0					0			0							
LK-2134255	178	18	198	331	55	114	7		0		0			0				0		0		0	0					0			0							
LK-2134260	162	17	180	302	50	104	6		0		0			0				0		0		0	0					0			0							
LK-2134265	256	27	283	475	79	164	10		0		0			0				0		0		0	0					0			0							
LK-2134270	253	26	280	469	78	162	10		0		0			0				0		0		0	0					0			0							
LK-2134275	213	22	236	396	66	137	9		0		0			0				0		0		0	0					0			0							
LK-2134280	200	21	221	371	62	128	8		0		0			0				0		0		0	0					0			0							
LK-2134285	189	20	209	351	59	121	8		0		0			0				0		0		0	0					0			0							
LK-2136	43116	3816	46993	76950	14572	26369	1939		0		0			0				0		0		0	0					0			0							
LK-2136005	325	29	354	580	110	199	14		0		0			0				0		0		0	0					0			0							
LK-2136010	383	34	417	683	129	234	17		0		0			0				0		0		0	0					0			0							
LK-2136015	234	20	255	417	79	143	10		0		0			0				0		0		0	0					0			0							
LK-2136020	219	19	239	392	74	134	10		0		0			0				0		0		0	0					0			0							
LK-2136025	229	20	249	408	77	140	10		0		0			0				0		0		0	0					0			0							
LK-2136030	453	40	494	808	153	277	20		0		0			0				0		0		0	0					0			0							
LK-2136035	254	22	277	454	86	155	11		0		0			0				0		0		0	0					0			0							
LK-2136040	341	30	372	610	115	209	15		0		0			0				0		0		0	0					0			0							
LK-2136045	539	48	588	962	182	330	24		0		0			0				0		0		0	0					0			0							
LK-2136050	620	55	676	1107	210	379	28		0		0			0				0		0		0	0					0			0							
LK-2136055	516	46	562	920	174	315	23		0		0			0				0		0		0	0					0			0							
LK-2136060	494	44	539	883	167	302	22		0		0			0				0		0		0	0					0			0							
LK-2136065	375	33	409	670	127	229	17		0		0			0				0		0		0	0					0			0							
LK-2136070	291	26	317	519	98	178	13		0		0			0				0		0		0	0					0			0							
LK-2136075	555	49	605	991	188	340	25		0		0			0				0		0		0	0					0			0							
LK-2136080	535	47	583	954	181	327	24		0		0			0				0		0		0	0					0			0							
LK-2136085	436	39	475	778	147	267	20		0		0			0				0		0		0	0					0			0							
