entity_id	valid	rejected	polled	electors	UNP	PA	SU	ACTC	NUA	JVP	CWC	NLF	NPP	PP	TLP	SLMK	SMBP	IG3	ULF	MULF	SEP	IG2	DUNF	IG4	IG5	PFF	RJP	IG1	SLPF
LK-1330270	0	0	0	0	113	133	7		2	21		1		0		0	0	0				0	0	0	0	0	0	0	0
LK-1330275	0	0	0	0	202	237	13		4	37		3		0		0	0	0				0	0	0	0	0	0	0	0
LK-1330280	0	0	0	0	122	143	7		2	22		2		0		0	0	0				0	0	0	0	0	0	0	0
LK-1330285	0	0	0	0	136	159	8		2	25		2		0		0	0	0				0	0	0	0	0	0	0	0
LK-1333	0	0	0	0	7778	8101	210		58	1009		108		0		0	6	0				0	0	1	0	0	0	0	0
LK-1333005	0	0	0	0	283	302	7		5	25		3		0		0	0	0				0	0	0	0	0	0	0	0
LK-1333010	0	0	0	0	355	379	9		7	31		4		0		0	0	0				0	0	0	0	0	0	0	0
LK-1333015	0	0	0	0	194	207	5		4	17		2		0		0	0	0				0	0	0	0	0	0	0	0
LK-1333020	0	0	0	0	109	116	2		2	9		1		0		0	0	0				0	0	0	0	0	0	0	0
LK-1333025	0	0	0	0	211	225	5		4	18		2		0		0	0	0				0	0	0	0	0	0	0	0
LK-1333030	0	0	0	0	346	357	10		1	51		6		0		0	1	0				0	0	0	0	0	0	0	0
LK-1333035	0	0	0	0	180	192	4		3	16		2		0		0	0	0				0	0	0	0	0	0	0	0
LK-1333040	0	0	0	0	242	258	6		5	21		2		0		0	0	0				0	0	0	0	0	0	0	0
LK-1333045	0	0	0	0	323	345	8		6	28		3		0		0	0	0				0	0	0	0	0	0	0	0
LK-1333050	0	0	0	0	412	425	12		2	61		7		0		0	1	0				0	0	1	0	0	0	0	0
LK-1333055	0	0	0	0	334	356	8		6	29		3		0		0	0	0				0	0	0	0	0	0	0	0
LK-1333060	0	0	0	0	165	171	5		0	24		2		0		0	0	0				0	0	0	0	0	0	0	0
LK-1333065	0	0	0	0	201	207	6		1	29		3		0		0	0	0				0	0	0	0	0	0	0	0
LK-1333070	0	0	0	0	305	314	9		1	45		5		0		0	1	0				0	0	0	0	0	0	0	0
LK-1333075	0	0	0	0	295	304	8		1	44		5		0		0	0	0				0	0	0	0	0	0	0	0
LK-1333080	0	0	0	0	334	345	10		1	49		5		0		0	1	0				0	0	0	0	0	0	0	0
LK-1333085	0	0	0	0	320	330	9		1	47		5		0		0	1	0				0	0	0	0	0	0	0	0
LK-1333090	0	0	0	0	253	261	7		1	37		4		0		0	0	0				0	0	0	0	0	0	0	0
LK-1333095	0	0	0	0	74	77	2		0	11		1		0		0	0	0				0	0	0	0	0	0	0	0
LK-1333100	0	0	0	0	119	123	3		0	17		2		0		0	0	0				0	0	0	0	0	0	0	0
LK-1333105	0	0	0	0	204	210	6		1	30		3		0		0	0	0				0	0	0	0	0	0	0	0
LK-1333110	0	0	0	0	347	358	10		1	51		6		0		0	1	0				0	0	0	0	0	0	0	0
LK-1333115	0	0	0	0	169	174	5		0	25		3		0		0	0	0				0	0	0	0	0	0	0	0
LK-1333120	0	0	0	0	147	152	4		0	21		2		0		0	0	0				0	0	0	0	0	0	0	0
LK-1333125	0	0	0	0	216	222	6		1	32		3		0		0	0	0				0	0	0	0	0	0	0	0
LK-1333130	0	0	0	0	158	163	4		0	23		2		0		0	0	0				0	0	0	0	0	0	0	0
LK-1333135	0	0	0	0	230	237	6		1	34		4		0		0	0	0				0	0	0	0	0	0	0	0
LK-1333140	0	0	0	0	144	148	4		0	21		2		0		0	0	0				0	0	0	0	0	0	0	0
LK-1333145	0	0	0	0	149	154	4		0	22		2		0		0	0	0				0	0	0	0	0	0	0	0
LK-1333150	0	0	0	0	196	202	5		1	29		3		0		0	0	0				0	0	0	0	0	0	0	0
LK-1333155	0	0	0	0	187	193	5		1	27		3		0		0	0	0				0	0	0	0	0	0	0	0
LK-1333160	0	0	0	0	161	166	4		0	24		2		0		0	0	0				0	0	0	0	0	0	0	0
LK-1333165	0	0	0	0	247	255	7		1	36		4		0		0	0	0				0	0	0	0	0	0	0	0
LK-1333170	0	0	0	0	168	173	5		0	25		2		0		0	0	0				0	0	0	0	0	0	0	0
LK-1336	0	0	0	0	10878	11222	310		38	1603		171		5		0	13	0				0	0	6	0	0	0	0	0
LK-1336005	0	0	0	0	120	124	3		0	17		2		0		0	0	0				0	0	0	0	0	0	0	0
LK-1336010	0	0	0	0	178	184	5		0	26		3		0		0	0	0				0	0	0	0	0	0	0	0
LK-1336015	0	0	0	0	179	185	5		0	26		3		0		0	0	0				0	0	0	0	0	0	0	0
LK-1336020	0	0	0	0	166	172	5		0	24		2		0		0	0	0				0	0	0	0	0	0	0	0
LK-1336025	0	0	0	0	222	229	6		1	33		3		0		0	0	0				0	0	0	0	0	0	0	0
LK-1336030	0	0	0	0	352	363	10		1	52		6		0		0	1	0				0	0	0	0	0	0	0	0
LK-1336035	0	0	0	0	302	311	9		1	45		5		0		0	1	0				0	0	0	0	0	0	0	0
LK-1336040	0	0	0	0	422	436	12		2	63		7		1		0	1	0				0	0	1	0	0	0	0	0
LK-1336045	0	0	0	0	431	444	13		2	64		7		1		0	1	0				0	0	1	0	0	0	0	0
LK-1336050	0	0	0	0	120	124	3		0	18		2		0		0	0	0				0	0	0	0	0	0	0	0
LK-1336055	0	0	0	0	215	222	6		1	32		3		0		0	0	0				0	0	0	0	0	0	0	0
LK-1336060	0	0	0	0	289	298	8		1	43		5		0		0	0	0				0	0	0	0	0	0	0	0
LK-1336065	0	0	0	0	266	274	8		1	39		4		0		0	0	0				0	0	0	0	0	0	0	0
LK-1336070	0	0	0	0	167	173	5		0	25		2		0		0	0	0				0	0	0	0	0	0	0	0
LK-1336075	0	0	0	0	496	512	14		2	74		8		1		0	1	0				0	0	1	0	0	0	0	0
LK-1336080	0	0	0	0	374	386	11		2	55		6		0		0	1	0				0	0	0	0	0	0	0	0
LK-1336085	0	0	0	0	303	312	9		1	45		5		0		0	1	0				0	0	0	0	0	0	0	0
LK-1336090	0	0	0	0	230	237	6		1	34		4		0		0	0	0				0	0	0	0	0	0	0	0
LK-1336095	0	0	0	0	92	95	2		0	13		1		0		0	0	0				0	0	0	0	0	0	0	0
LK-1336100	0	0	0	0	287	296	8		1	42		5		0		0	0	0				0	0	0	0	0	0	0	0
LK-1336105	0	0	0	0	200	206	6		1	29		3		0		0	0	0				0	0	0	0	0	0	0	0
LK-1336110	0	0	0	0	320	331	9		1	47		5		0		0	1	0				0	0	0	0	0	0	0	0
LK-1336115	0	0	0	0	404	416	12		2	60		7		0		0	1	0				0	0	1	0	0	0	0	0
LK-1336120	0	0	0	0	446	460	13		2	66		7		1		0	1	0				0	0	1	0	0	0	0	0
LK-1336125	0	0	0	0	269	278	8		1	40		4		0		0	0	0				0	0	0	0	0	0	0	0
LK-1336130	0	0	0	0	294	303	8		1	43		5		0		0	0	0				0	0	0	0	0	0	0	0
LK-1336135	0	0	0	0	137	141	4		0	20		2		0		0	0	0				0	0	0	0	0	0	0	0
LK-1336140	0	0	0	0	254	261	7		1	37		4		0		0	0	0				0	0	0	0	0	0	0	0
LK-1336145	0	0	0	0	198	205	6		1	29		3		0		0	0	0				0	0	0	0	0	0	0	0
LK-1336150	0	0	0	0	234	241	7		1	34		4		0		0	0	0				0	0	0	0	0	0	0	0
LK-1336155	0	0	0	0	391	404	11		2	58		6		0		0	1	0				0	0	0	0	0	0	0	0
LK-1336160	0	0	0	0	166	171	5		0	24		2		0		0	0	0				0	0	0	0	0	0	0	0
LK-1336165	0	0	0	0	219	226	6		1	32		3		0		0	0	0				0	0	0	0	0	0	0	0
LK-1336170	0	0	0	0	151	156	4		0	22		2		0		0	0	0				0	0	0	0	0	0	0	0
LK-1336175	0	0	0	0	120	124	3		0	18		2		0		0	0	0				0	0	0	0	0	0	0	0
LK-1336180	0	0	0	0	267	276	8		1	39		4		0		0	0	0				0	0	0	0	0	0	0	0
LK-1336185	0	0	0	0	136	140	4		0	20		2		0		0	0	0				0	0	0	0	0	0	0	0
LK-1336190	0	0	0	0	241	248	7		1	35		4		0		0	0	0				0	0	0	0	0	0	0	0
LK-1336195	0	0	0	0	194	200	5		1	29		3		0		0	0	0				0	0	0	0	0	0	0	0
LK-1336200	0	0	0	0	22	22	0		0	3		0		0		0	0	0				0	0	0	0	0	0	0	0
LK-1336205	0	0	0	0	265	273	8		1	39		4		0		0	0	0				0	0	0	0	0	0	0	0
LK-1336210	0	0	0	0	84	87	2		0	12		1		0		0	0	0				0	0	0	0	0	0	0	0
LK-1336215	0	0	0	0	655	676	19		3	97		11		1		0	2	0				0	0	1	0	0	0	0	0
LK-1339	0	0	0	0	11176	11527	310		33	1642		168		0		0	1	0				0	0	0	0	0	0	0	0
LK-1339005	0	0	0	0	186	191	5		1	27		3		0		0	0	0				0	0	0	0	0	0	0	0
LK-1339010	0	0	0	0	236	243	7		1	35		4		0		0	0	0				0	0	0	0	0	0	0	0
LK-1339015	0	0	0	0	110	114	3		0	16		1		0		0	0	0				0	0	0	0	0	0	0	0
LK-1339020	0	0	0	0	87	89	2		0	12		1		0		0	0	0				0	0	0	0	0	0	0	0
LK-1339025	0	0	0	0	197	203	5		1	29		3		0		0	0	0				0	0	0	0	0	0	0	0
LK-1339030	0	0	0	0	240	248	7		1	35		4		0		0	0	0				0	0	0	0	0	0	0	0
LK-1339035	0	0	0	0	271	279	8		1	40		4		0		0	0	0				0	0	0	0	0	0	0	0
LK-1339040	0	0	0	0	346	357	10		1	51		6		0		0	1	0				0	0	0	0	0	0	0	0
LK-1339045	0	0	0	0	243	251	7		1	36		4		0		0	0	0				0	0	0	0	0	0	0	0
LK-1339050	0	0	0	0	172	177	5		0	25		3		0		0	0	0				0	0	0	0	0	0	0	0
LK-1339055	0	0	0	0	290	299	8		1	43		5		0		0	0	0				0	0	0	0	0	0	0	0
LK-1339060	0	0	0	0	222	229	6		1	33		3		0		0	0	0				0	0	0	0	0	0	0	0
LK-1339065	0	0	0	0	209	216	6		1	31		3		0		0	0	0				0	0	0	0	0	0	0	0
LK-1339070	0	0	0	0	130	134	3		0	19		2		0		0	0	0				0	0	0	0	0	0	0	0
LK-1339075	0	0	0	0	169	174	5		0	25		3		0		0	0	0				0	0	0	0	0	0	0	0
LK-1339080	0	0	0	0	155	160	4		0	23		2		0		0	0	0				0	0	0	0	0	0	0	0
LK-1339085	0	0	0	0	183	189	5		1	27		3		0		0	0	0				0	0	0	0	0	0	0	0
LK-1339090	0	0	0	0	206	213	6		1	30		3		0		0	0	0				0	0	0	0	0	0	0	0
LK-1339095	0	0	0	0	197	204	5		1	29		3		0		0	0	0				0	0	0	0	0	0	0	0
LK-1339100	0	0	0	0	246	254	7		1	36		4		0		0	0	0				0	0	0	0	0	0	0	0
LK-1339105	0	0	0	0	187	193	5		1	28		3		0		0	0	0				0	0	0	0	0	0	0	0
LK-1339110	0	0	0	0	222	229	6		1	33		3		0		0	0	0				0	0	0	0	0	0	0	0
LK-1339115	0	0	0	0	136	140	4		0	20		2		0		0	0	0				0	0	0	0	0	0	0	0
LK-1339120	0	0	0	0	139	143	4		0	20		2		0		0	0	0				0	0	0	0	0	0	0	0
LK-1339125	0	0	0	0	161	166	4		0	24		2		0		0	0	0				0	0	0	0	0	0	0	0
LK-1339130	0	0	0	0	277	286	8		1	41		4		0		0	0	0				0	0	0	0	0	0	0	0
LK-1339135	0	0	0	0	183	189	5		1	27		3		0		0	0	0				0	0	0	0	0	0	0	0
LK-1339140	0	0	0	0	129	133	3		0	19		2		0		0	0	0				0	0	0	0	0	0	0	0
LK-1339145	0	0	0	0	199	205	6		1	29		3		0		0	0	0				0	0	0	0	0	0	0	0
LK-1339150	0	0	0	0	253	261	7		1	37		4		0		0	0	0				0	0	0	0	0	0	0	0
LK-1339155	0	0	0	0	176	181	5		0	26		3		0		0	0	0				0	0	0	0	0	0	0	0
LK-1339160	0	0	0	0	198	205	6		1	29		3		0		0	0	0				0	0	0	0	0	0	0	0
LK-1339165	0	0	0	0	274	283	8		1	40		4		0		0	0	0				0	0	0	0	0	0	0	0
LK-1339170	0	0	0	0	251	259	7		1	37		4		0		0	0	0				0	0	0	0	0	0	0	0
LK-1339175	0	0	0	0	162	167	4		0	24		2		0		0	0	0				0	0	0	0	0	0	0	0
LK-1339180	0	0	0	0	158	163	4		0	23		2		0		0	0	0				0	0	0	0	0	0	0	0
LK-1339185	0	0	0	0	204	211	6		1	30		3		0		0	0	0				0	0	0	0	0	0	0	0
LK-1339190	0	0	0	0	271	279	8		1	40		4		0		0	0	0				0	0	0	0	0	0	0	0
LK-1339195	0	0	0	0	165	170	4		0	24		2		0		0	0	0				0	0	0	0	0	0	0	0
LK-1339200	0	0	0	0	138	142	4		0	20		2		0		0	0	0				0	0	0	0	0	0	0	0
LK-1339205	0	0	0	0	164	169	4		0	24		2		0		0	0	0				0	0	0	0	0	0	0	0
LK-1339210	0	0	0	0	135	139	4		0	20		2		0		0	0	0				0	0	0	0	0	0	0	0
LK-1339215	0	0	0	0	204	210	6		1	30		3		0		0	0	0				0	0	0	0	0	0	0	0
LK-1339220	0	0	0	0	99	102	2		0	14		1		0		0	0	0				0	0	0	0	0	0	0	0
LK-1339225	0	0	0	0	198	204	5		1	29		3		0		0	0	0				0	0	0	0	0	0	0	0
LK-1339230	0	0	0	0	201	207	6		1	30		3		0		0	0	0				0	0	0	0	0	0	0	0
LK-1339235	0	0	0	0	205	211	6		1	30		3		0		0	0	0				0	0	0	0	0	0	0	0
LK-1339240	0	0	0	0	178	184	5		0	26		3		0		0	0	0				0	0	0	0	0	0	0	0
LK-1339245	0	0	0	0	143	148	4		0	21		2		0		0	0	0				0	0	0	0	0	0	0	0
LK-1339250	0	0	0	0	157	162	4		0	23		2		0		0	0	0				0	0	0	0	0	0	0	0
LK-1339255	0	0	0	0	273	281	8		1	40		4		0		0	0	0				0	0	0	0	0	0	0	0
LK-1339270	0	0	0	0	251	259	7		1	37		4		0		0	0	0				0	0	0	0	0	0	0	0
LK-1339275	0	0	0	0	100	103	3		0	14		1		0		0	0	0				0	0	0	0	0	0	0	0
LK-1339280	0	0	0	0	247	255	7		1	36		4		0		0	0	0				0	0	0	0	0	0	0	0
LK-1339285	0	0	0	0	195	201	5		1	29		3		0		0	0	0				0	0	0	0	0	0	0	0
LK-1339290	0	0	0	0	158	163	4		0	23		2		0		0	0	0				0	0	0	0	0	0	0	0
LK-1339295	0	0	0	0	115	119	3		0	17		2		0		0	0	0				0	0	0	0	0	0	0	0
LK-1339300	0	0	0	0	175	181	5		0	26		3		0		0	0	0				0	0	0	0	0	0	0	0
LK-2	0	0	0	0	460836	549385	12503		31455	37420	5648	4304		3079	206	12	335	8				12	92	47	0	2	0	2	0
LK-21	0	0	0	0	235172	272014	9801		31244	19638	5608	2212		735	37	1	239	0				7	11	10	0		0	0	
LK-2103	0	0	0	0	8536	8896	151		555	604	0	65		0	0	0	0	0				0	0	0	0		0	0	
LK-2103005	0	0	0	0	154	160	3		10	11	0	1		0	0	0	0	0				0	0	0	0		0	0	
LK-2103010	0	0	0	0	110	115	2		7	8	0	1		0	0	0	0	0				0	0	0	0		0	0	
LK-2103015	0	0	0	0	137	143	2		9	10	0	1		0	0	0	0	0				0	0	0	0		0	0	
LK-2103020	0	0	0	0	88	92	1		6	6	0	1		0	0	0	0	0				0	0	0	0		0	0	
LK-2103025	0	0	0	0	118	123	2		8	8	0	1		0	0	0	0	0				0	0	0	0		0	0	
LK-2103030	0	0	0	0	132	137	2		9	9	0	1		0	0	0	0	0				0	0	0	0		0	0	
LK-2103035	0	0	0	0	74	77	1		5	5	0	0		0	0	0	0	0				0	0	0	0		0	0	
LK-2103040	0	0	0	0	112	117	2		7	8	0	1		0	0	0	0	0				0	0	0	0		0	0	
LK-2103045	0	0	0	0	174	181	3		11	12	0	1		0	0	0	0	0				0	0	0	0		0	0	
LK-2103050	0	0	0	0	77	81	1		5	5	0	0		0	0	0	0	0				0	0	0	0		0	0	
LK-2103055	0	0	0	0	96	100	2		6	7	0	1		0	0	0	0	0				0	0	0	0		0	0	
LK-2103060	0	0	0	0	140	146	3		9	10	0	1		0	0	0	0	0				0	0	0	0		0	0	
LK-2103065	0	0	0	0	189	197	4		12	14	0	2		0	0	0	0	0				0	0	0	0		0	0	
LK-2103070	0	0	0	0	83	87	1		5	6	0	0		0	0	0	0	0				0	0	0	0		0	0	
LK-2103075	0	0	0	0	172	179	3		11	12	0	1		0	0	0	0	0				0	0	0	0		0	0	
LK-2103080	0	0	0	0	103	107	2		7	7	0	1		0	0	0	0	0				0	0	0	0		0	0	
LK-2103085	0	0	0	0	165	173	3		11	12	0	1		0	0	0	0	0				0	0	0	0		0	0	
LK-2103090	0	0	0	0	176	184	3		12	13	0	2		0	0	0	0	0				0	0	0	0		0	0	
LK-2103095	0	0	0	0	147	154	3		10	10	0	1		0	0	0	0	0				0	0	0	0		0	0	
LK-2103100	0	0	0	0	237	247	5		16	17	0	2		0	0	0	0	0				0	0	0	0		0	0	
LK-2103105	0	0	0	0	76	79	1		5	5	0	0		0	0	0	0	0				0	0	0	0		0	0	
LK-2103110	0	0	0	0	264	275	5		18	19	0	3		0	0	0	0	0				0	0	0	0		0	0	
LK-2103115	0	0	0	0	169	176	3		11	12	0	1		0	0	0	0	0				0	0	0	0		0	0	
LK-2103120	0	0	0	0	135	141	2		9	10	0	1		0	0	0	0	0				0	0	0	0		0	0	
LK-2103125	0	0	0	0	102	106	2		6	7	0	1		0	0	0	0	0				0	0	0	0		0	0	
LK-2103130	0	0	0	0	138	144	2		9	10	0	1		0	0	0	0	0				0	0	0	0		0	0	
LK-2103135	0	0	0	0	204	212	4		13	15	0	2		0	0	0	0	0				0	0	0	0		0	0	
LK-2103140	0	0	0	0	126	131	2		8	9	0	1		0	0	0	0	0				0	0	0	0		0	0	
LK-2103145	0	0	0	0	72	75	1		4	5	0	0		0	0	0	0	0				0	0	0	0		0	0	
LK-2103150	0	0	0	0	106	110	2		7	7	0	1		0	0	0	0	0				0	0	0	0		0	0	
LK-2103155	0	0	0	0	79	83	1		5	5	0	0		0	0	0	0	0				0	0	0	0		0	0	
LK-2103160	0	0	0	0	116	121	2		7	8	0	1		0	0	0	0	0				0	0	0	0		0	0	
LK-2103165	0	0	0	0	148	154	3		10	11	0	1		0	0	0	0	0				0	0	0	0		0	0	
LK-2103170	0	0	0	0	141	147	3		9	10	0	1		0	0	0	0	0				0	0	0	0		0	0	
LK-2103175	0	0	0	0	119	124	2		8	8	0	1		0	0	0	0	0				0	0	0	0		0	0	
LK-2103180	0	0	0	0	122	128	2		8	9	0	1		0	0	0	0	0				0	0	0	0		0	0	
LK-2103185	0	0	0	0	100	104	2		6	7	0	1		0	0	0	0	0				0	0	0	0		0	0	
LK-2103190	0	0	0	0	155	162	3		10	11	0	1		0	0	0	0	0				0	0	0	0		0	0	
LK-2103195	0	0	0	0	109	113	2		7	8	0	1		0	0	0	0	0				0	0	0	0		0	0	
LK-2103200	0	0	0	0	174	181	3		11	12	0	1		0	0	0	0	0				0	0	0	0		0	0	
LK-2103205	0	0	0	0	142	148	3		9	10	0	1		0	0	0	0	0				0	0	0	0		0	0	
LK-2103210	0	0	0	0	162	169	3		11	12	0	1		0	0	0	0	0				0	0	0	0		0	0	
LK-2103215	0	0	0	0	89	93	1		6	6	0	1		0	0	0	0	0				0	0	0	0		0	0	
LK-2103220	0	0	0	0	110	115	2		7	8	0	1		0	0	0	0	0				0	0	0	0		0	0	
LK-2103225	0	0	0	0	88	92	1		6	6	0	1		0	0	0	0	0				0	0	0	0		0	0	
LK-2103230	0	0	0	0	103	107	2		7	7	0	1		0	0	0	0	0				0	0	0	0		0	0	
LK-2103235	0	0	0	0	100	104	2		6	7	0	1		0	0	0	0	0				0	0	0	0		0	0	
LK-2103240	0	0	0	0	75	78	1		5	5	0	0		0	0	0	0	0				0	0	0	0		0	0	
LK-2103245	0	0	0	0	80	83	1		5	5	0	0		0	0	0	0	0				0	0	0	0		0	0	
LK-2103250	0	0	0	0	140	146	3		9	10	0	1		0	0	0	0	0				0	0	0	0		0	0	
LK-2103255	0	0	0	0	148	155	3		10	11	0	1		0	0	0	0	0				0	0	0	0		0	0	
LK-2103260	0	0	0	0	95	99	2		6	7	0	1		0	0	0	0	0				0	0	0	0		0	0	
LK-2103265	0	0	0	0	203	211	4		13	15	0	2		0	0	0	0	0				0	0	0	0		0	0	
LK-2103270	0	0	0	0	150	156	3		10	11	0	1		0	0	0	0	0				0	0	0	0		0	0	
LK-2103275	0	0	0	0	168	175	3		11	12	0	1		0	0	0	0	0				0	0	0	0		0	0	
LK-2103280	0	0	0	0	181	189	3		12	13	0	2		0	0	0	0	0				0	0	0	0		0	0	
LK-2103285	0	0	0	0	188	196	4		12	14	0	2		0	0	0	0	0				0	0	0	0		0	0	
LK-2103290	0	0	0	0	159	165	3		10	11	0	1		0	0	0	0	0				0	0	0	0		0	0	
LK-2103295	0	0	0	0	182	189	3		12	13	0	2		0	0	0	0	0				0	0	0	0		0	0	
LK-2103300	0	0	0	0	65	68	1		4	4	0	0		0	0	0	0	0				0	0	0	0		0	0	
LK-2103305	0	0	0	0	121	126	2		8	9	0	1		0	0	0	0	0				0	0	0	0		0	0	
LK-2103310	0	0	0	0	33	34	0		2	2	0	0		0	0	0	0	0				0	0	0	0		0	0	
LK-2103315	0	0	0	0	93	97	2		6	6	0	1		0	0	0	0	0				0	0	0	0		0	0	
LK-2103320	0	0	0	0	153	160	3		10	11	0	1		0	0	0	0	0				0	0	0	0		0	0	
LK-2103325	0	0	0	0	89	93	1		6	6	0	1		0	0	0	0	0				0	0	0	0		0	0	
LK-2103330	0	0	0	0	35	36	0		2	2	0	0		0	0	0	0	0				0	0	0	0		0	0	
LK-2103335	0	0	0	0	45	46	0		3	3	0	0		0	0	0	0	0				0	0	0	0		0	0	
LK-2106	0	0	0	0	9954	9492	409		3031	1005	2	58		0	0	0	0	0				0	0	0	0		0	0	
LK-2106005	0	0	0	0	159	152	7		48	16	0	1		0	0	0	0	0				0	0	0	0		0	0	
LK-2106010	0	0	0	0	101	96	4		31	10	0	0		0	0	0	0	0				0	0	0	0		0	0	
LK-2106015	0	0	0	0	152	145	6		46	15	0	1		0	0	0	0	0				0	0	0	0		0	0	
LK-2106020	0	0	0	0	209	199	9		64	21	0	1		0	0	0	0	0				0	0	0	0		0	0	
LK-2106025	0	0	0	0	190	181	8		58	19	0	1		0	0	0	0	0				0	0	0	0		0	0	
LK-2106030	0	0	0	0	118	112	5		36	12	0	1		0	0	0	0	0				0	0	0	0		0	0	
LK-2106035	0	0	0	0	128	122	5		39	13	0	1		0	0	0	0	0				0	0	0	0		0	0	
LK-2106040	0	0	0	0	179	171	7		55	18	0	1		0	0	0	0	0				0	0	0	0		0	0	
LK-2106045	0	0	0	0	187	178	8		57	19	0	1		0	0	0	0	0				0	0	0	0		0	0	
LK-2106050	0	0	0	0	119	113	5		36	12	0	1		0	0	0	0	0				0	0	0	0		0	0	
LK-2106055	0	0	0	0	108	103	4		33	11	0	0		0	0	0	0	0				0	0	0	0		0	0	
LK-2106060	0	0	0	0	103	98	4		31	10	0	0		0	0	0	0	0				0	0	0	0		0	0	
LK-2106065	0	0	0	0	118	112	5		36	12	0	1		0	0	0	0	0				0	0	0	0		0	0	
LK-2106070	0	0	0	0	142	135	6		43	14	0	1		0	0	0	0	0				0	0	0	0		0	0	
LK-2106075	0	0	0	0	338	322	15		103	35	1	3		0	0	0	0	0				0	0	0	0		0	0	
LK-2106080	0	0	0	0	78	75	3		24	8	0	0		0	0	0	0	0				0	0	0	0		0	0	
LK-2106085	0	0	0	0	309	294	13		94	32	0	2		0	0	0	0	0				0	0	0	0		0	0	
LK-2106090	0	0	0	0	291	277	12		89	30	0	2		0	0	0	0	0				0	0	0	0		0	0	
LK-2106095	0	0	0	0	143	136	6		44	14	0	1		0	0	0	0	0				0	0	0	0		0	0	
LK-2106100	0	0	0	0	85	81	3		26	8	0	0		0	0	0	0	0				0	0	0	0		0	0	
LK-2106105	0	0	0	0	111	106	4		34	11	0	1		0	0	0	0	0				0	0	0	0		0	0	
LK-2106110	0	0	0	0	66	63	2		20	6	0	0		0	0	0	0	0				0	0	0	0		0	0	
LK-2106115	0	0	0	0	150	143	6		46	15	0	1		0	0	0	0	0				0	0	0	0		0	0	
LK-2106120	0	0	0	0	77	73	3		23	8	0	0		0	0	0	0	0				0	0	0	0		0	0	
LK-2106125	0	0	0	0	168	160	7		51	17	0	1		0	0	0	0	0				0	0	0	0		0	0	
LK-2106130	0	0	0	0	143	136	6		44	14	0	1		0	0	0	0	0				0	0	0	0		0	0	
LK-2106135	0	0	0	0	219	209	9		67	22	0	2		0	0	0	0	0				0	0	0	0		0	0	
LK-2106140	0	0	0	0	177	169	7		54	18	0	1		0	0	0	0	0				0	0	0	0		0	0	
LK-2106145	0	0	0	0	112	107	5		34	11	0	1		0	0	0	0	0				0	0	0	0		0	0	
LK-2106150	0	0	0	0	157	150	7		48	16	0	1		0	0	0	0	0				0	0	0	0		0	0	
LK-2106155	0	0	0	0	147	140	6		45	15	0	1		0	0	0	0	0				0	0	0	0		0	0	
LK-2106160	0	0	0	0	178	170	7		54	18	0	1		0	0	0	0	0				0	0	0	0		0	0	
LK-2106165	0	0	0	0	182	174	8		56	19	0	1		0	0	0	0	0				0	0	0	0		0	0	
LK-2106170	0	0	0	0	172	164	7		52	17	0	1		0	0	0	0	0				0	0	0	0		0	0	
LK-2106175	0	0	0	0	162	155	7		49	16	0	1		0	0	0	0	0				0	0	0	0		0	0	
LK-2106180	0	0	0	0	100	96	4		30	10	0	0		0	0	0	0	0				0	0	0	0		0	0	
LK-2106185	0	0	0	0	94	90	4		29	9	0	0		0	0	0	0	0				0	0	0	0		0	0	
LK-2106190	0	0	0	0	103	98	4		31	10	0	0		0	0	0	0	0				0	0	0	0		0	0	
LK-2106195	0	0	0	0	144	137	6		44	15	0	1		0	0	0	0	0				0	0	0	0		0	0	
LK-2106200	0	0	0	0	78	74	3		24	8	0	0		0	0	0	0	0				0	0	0	0		0	0	
LK-2106205	0	0	0	0	145	139	6		44	15	0	1		0	0	0	0	0				0	0	0	0		0	0	
LK-2106210	0	0	0	0	128	123	5		39	13	0	1		0	0	0	0	0				0	0	0	0		0	0	
LK-2106215	0	0	0	0	161	153	7		49	16	0	1		0	0	0	0	0				0	0	0	0		0	0	
LK-2106220	0	0	0	0	114	109	5		35	11	0	1		0	0	0	0	0				0	0	0	0		0	0	
LK-2106225	0	0	0	0	168	160	7		51	17	0	1		0	0	0	0	0				0	0	0	0		0	0	
LK-2106230	0	0	0	0	176	168	7		54	18	0	1		0	0	0	0	0				0	0	0	0		0	0	
LK-2106235	0	0	0	0	87	83	3		26	9	0	0		0	0	0	0	0				0	0	0	0		0	0	
LK-2106240	0	0	0	0	158	151	7		48	16	0	1		0	0	0	0	0				0	0	0	0		0	0	
LK-2106245	0	0	0	0	131	125	5		40	13	0	1		0	0	0	0	0				0	0	0	0		0	0	
LK-2106250	0	0	0	0	103	98	4		31	10	0	0		0	0	0	0	0				0	0	0	0		0	0	
LK-2106255	0	0	0	0	106	101	4		32	11	0	0		0	0	0	0	0				0	0	0	0		0	0	
LK-2106260	0	0	0	0	123	118	5		38	12	0	1		0	0	0	0	0				0	0	0	0		0	0	
LK-2106265	0	0	0	0	128	122	5		39	13	0	1		0	0	0	0	0				0	0	0	0		0	0	
LK-2106270	0	0	0	0	168	160	7		51	17	0	1		0	0	0	0	0				0	0	0	0		0	0	
LK-2106275	0	0	0	0	74	70	3		22	7	0	0		0	0	0	0	0				0	0	0	0		0	0	
LK-2106280	0	0	0	0	168	161	7		51	17	0	1		0	0	0	0	0				0	0	0	0		0	0	
