entity_id	valid	rejected	polled	electors	UNP	UPFA	JVP	TULF	DP	BJP	NSSP	IG0	UPP	USP	AITM	SEP	IG1	ONF	UPF	JSP	FSP	ELPP	TLP	SLVP	NSU	MJP	SLNF
LK-1339190	721	26	747	981	311	374	28		1	3	0	0	0	0				0		0	0	0				0	0
LK-1339195	439	16	455	598	189	227	17		0	2	0	0	0	0				0		0	0	0				0	0
LK-1339200	367	13	381	500	158	190	14		0	1	0	0	0	0				0		0	0	0				0	0
LK-1339205	436	15	452	593	188	226	16		0	2	0	0	0	0				0		0	0	0				0	0
LK-1339210	359	13	373	489	155	186	13		0	1	0	0	0	0				0		0	0	0				0	0
LK-1339215	542	19	562	737	234	281	21		0	2	0	0	0	0				0		0	0	0				0	0
LK-1339220	263	9	273	358	113	136	10		0	1	0	0	0	0				0		0	0	0				0	0
LK-1339225	527	19	547	718	227	273	20		0	2	0	0	0	0				0		0	0	0				0	0
LK-1339230	534	19	554	727	230	277	20		0	2	0	0	0	0				0		0	0	0				0	0
LK-1339235	545	19	565	742	235	282	21		0	2	0	0	0	0				0		0	0	0				0	0
LK-1339240	474	17	492	646	204	246	18		0	2	0	0	0	0				0		0	0	0				0	0
LK-1339245	382	14	396	520	165	198	14		0	2	0	0	0	0				0		0	0	0				0	0
LK-1339250	419	15	435	571	181	217	16		0	2	0	0	0	0				0		0	0	0				0	0
LK-1339255	725	26	752	987	313	376	28		1	3	0	0	0	0				0		0	0	0				0	0
LK-1339270	669	24	693	910	288	347	26		0	3	0	0	0	0				0		0	0	0				0	0
LK-1339275	266	9	276	363	115	138	10		0	1	0	0	0	0				0		0	0	0				0	0
LK-1339280	657	24	682	895	283	341	25		0	3	0	0	0	0				0		0	0	0				0	0
LK-1339285	518	18	537	705	223	268	20		0	2	0	0	0	0				0		0	0	0				0	0
LK-1339290	422	15	438	574	182	219	16		0	2	0	0	0	0				0		0	0	0				0	0
LK-1339295	306	11	318	417	132	159	11		0	1	0	0	0	0				0		0	0	0				0	0
LK-1339300	466	17	483	634	201	241	18		0	2	0	0	0	0				0		0	0	0				0	0
LK-2	1456304	90282	1548706	2042351	806791	581692	46106		3157	2057		18	340	46	1	2			1	23	71	2			2	0	1
LK-21	746122	35720	782895	1048558	416904	289937	26667		1898	1604		0	93	40					0	2	16	0			0	0	0
LK-2103	21315	837	22192	30145	10834	9562	684		28	4		0	0	0					0	0	0	0			0	0	0
LK-2103005	383	15	399	542	195	172	12		1	0		0	0	0					0	0	0	0			0	0	0
LK-2103010	275	11	286	388	140	123	9		0	0		0	0	0					0	0	0	0			0	0	0
LK-2103015	342	13	356	484	174	153	11		0	0		0	0	0					0	0	0	0			0	0	0
LK-2103020	220	8	229	311	112	99	7		0	0		0	0	0					0	0	0	0			0	0	0
LK-2103025	296	12	308	418	150	133	9		0	0		0	0	0					0	0	0	0			0	0	0
LK-2103030	329	13	343	465	167	148	11		0	0		0	0	0					0	0	0	0			0	0	0
LK-2103035	185	7	193	262	94	83	6		0	0		0	0	0					0	0	0	0			0	0	0
LK-2103040	281	11	292	397	143	126	9		0	0		0	0	0					0	0	0	0			0	0	0
LK-2103045	434	17	452	614	221	195	14		1	0		0	0	0					0	0	0	0			0	0	0
LK-2103050	193	7	201	274	98	87	6		0	0		0	0	0					0	0	0	0			0	0	0
LK-2103055	239	9	249	338	121	107	8		0	0		0	0	0					0	0	0	0			0	0	0
LK-2103060	349	14	364	494	178	157	11		1	0		0	0	0					0	0	0	0			0	0	0
LK-2103065	471	19	490	666	239	211	15		1	0		0	0	0					0	0	0	0			0	0	0
LK-2103070	208	8	217	295	106	93	7		0	0		0	0	0					0	0	0	0			0	0	0
LK-2103075	428	17	446	606	218	192	14		1	0		0	0	0					0	0	0	0			0	0	0
LK-2103080	258	10	268	364	131	115	8		0	0		0	0	0					0	0	0	0			0	0	0
LK-2103085	413	16	430	584	210	185	13		1	0		0	0	0					0	0	0	0			0	0	0
LK-2103090	440	17	458	622	224	197	14		1	0		0	0	0					0	0	0	0			0	0	0
LK-2103095	368	14	383	520	187	165	12		1	0		0	0	0					0	0	0	0			0	0	0
LK-2103100	591	24	615	836	301	265	19		1	1		0	0	0					0	0	0	0			0	0	0
LK-2103105	189	7	197	267	96	85	6		0	0		0	0	0					0	0	0	0			0	0	0
LK-2103110	658	26	686	931	335	296	22		1	1		0	0	0					0	0	0	0			0	0	0
LK-2103115	422	17	439	597	215	189	14		1	0		0	0	0					0	0	0	0			0	0	0
LK-2103120	338	13	352	478	172	152	11		0	0		0	0	0					0	0	0	0			0	0	0
LK-2103125	254	10	264	359	129	114	8		0	0		0	0	0					0	0	0	0			0	0	0
LK-2103130	344	13	358	486	175	154	11		0	0		0	0	0					0	0	0	0			0	0	0
LK-2103135	508	20	529	718	258	228	17		1	1		0	0	0					0	0	0	0			0	0	0
LK-2103140	315	12	328	445	160	141	10		0	0		0	0	0					0	0	0	0			0	0	0
LK-2103145	180	7	187	254	91	81	6		0	0		0	0	0					0	0	0	0			0	0	0
LK-2103150	264	10	275	374	134	118	8		0	0		0	0	0					0	0	0	0			0	0	0
LK-2103155	199	8	207	281	101	89	6		0	0		0	0	0					0	0	0	0			0	0	0
LK-2103160	290	11	302	411	148	130	9		0	0		0	0	0					0	0	0	0			0	0	0
LK-2103165	369	15	384	522	188	166	12		1	0		0	0	0					0	0	0	0			0	0	0
LK-2103170	353	14	367	499	179	158	11		1	0		0	0	0					0	0	0	0			0	0	0
LK-2103175	298	12	310	421	151	134	10		0	0		0	0	0					0	0	0	0			0	0	0
LK-2103180	306	12	318	432	155	137	10		0	0		0	0	0					0	0	0	0			0	0	0
LK-2103185	250	10	260	354	127	112	8		0	0		0	0	0					0	0	0	0			0	0	0
LK-2103190	388	15	404	549	197	174	13		1	0		0	0	0					0	0	0	0			0	0	0
LK-2103195	271	11	282	383	138	122	9		0	0		0	0	0					0	0	0	0			0	0	0
LK-2103200	434	17	452	614	221	195	14		1	0		0	0	0					0	0	0	0			0	0	0
LK-2103205	355	14	370	502	180	159	11		1	0		0	0	0					0	0	0	0			0	0	0
LK-2103210	404	16	421	571	205	181	13		1	0		0	0	0					0	0	0	0			0	0	0
LK-2103215	222	9	231	314	113	99	7		0	0		0	0	0					0	0	0	0			0	0	0
LK-2103220	276	11	287	390	140	124	9		0	0		0	0	0					0	0	0	0			0	0	0
LK-2103225	220	8	229	311	112	99	7		0	0		0	0	0					0	0	0	0			0	0	0
LK-2103230	256	10	267	363	130	115	8		0	0		0	0	0					0	0	0	0			0	0	0
LK-2103235	250	10	260	353	127	112	8		0	0		0	0	0					0	0	0	0			0	0	0
LK-2103240	187	7	194	264	95	84	6		0	0		0	0	0					0	0	0	0			0	0	0
LK-2103245	199	8	207	282	101	89	6		0	0		0	0	0					0	0	0	0			0	0	0
LK-2103250	351	14	365	496	178	157	11		1	0		0	0	0					0	0	0	0			0	0	0
LK-2103255	370	15	386	524	188	166	12		1	0		0	0	0					0	0	0	0			0	0	0
LK-2103260	238	9	248	337	121	107	8		0	0		0	0	0					0	0	0	0			0	0	0
LK-2103265	506	20	527	715	257	227	16		1	1		0	0	0					0	0	0	0			0	0	0
LK-2103270	374	15	390	529	190	168	12		1	0		0	0	0					0	0	0	0			0	0	0
LK-2103275	419	17	436	593	213	188	14		1	0		0	0	0					0	0	0	0			0	0	0
LK-2103280	452	18	471	639	230	203	15		1	0		0	0	0					0	0	0	0			0	0	0
LK-2103285	470	19	489	664	239	211	15		1	0		0	0	0					0	0	0	0			0	0	0
LK-2103290	396	16	412	560	201	178	13		1	0		0	0	0					0	0	0	0			0	0	0
LK-2103295	453	18	472	641	230	203	15		1	0		0	0	0					0	0	0	0			0	0	0
LK-2103300	162	6	169	230	82	73	5		0	0		0	0	0					0	0	0	0			0	0	0
LK-2103305	302	12	315	428	154	136	10		0	0		0	0	0					0	0	0	0			0	0	0
LK-2103310	83	3	86	117	42	37	2		0	0		0	0	0					0	0	0	0			0	0	0
LK-2103315	233	9	242	329	118	104	7		0	0		0	0	0					0	0	0	0			0	0	0
LK-2103320	383	15	399	541	195	172	12		1	0		0	0	0					0	0	0	0			0	0	0
LK-2103325	222	9	232	315	113	100	7		0	0		0	0	0					0	0	0	0			0	0	0
LK-2103330	87	3	91	124	44	39	2		0	0		0	0	0					0	0	0	0			0	0	0
LK-2103335	112	4	116	158	57	50	3		0	0		0	0	0					0	0	0	0			0	0	0
LK-2106	31346	1395	32790	43862	17765	11897	1210		97	95		0	0	0					0	0	0	0			0	0	0
LK-2106005	501	22	524	701	284	190	19		2	2		0	0	0					0	0	0	0			0	0	0
LK-2106010	319	14	333	446	181	121	12		1	1		0	0	0					0	0	0	0			0	0	0
LK-2106015	480	21	502	672	272	182	19		1	1		0	0	0					0	0	0	0			0	0	0
LK-2106020	658	29	688	920	373	250	26		2	2		0	0	0					0	0	0	0			0	0	0
LK-2106025	597	27	624	835	338	227	23		2	2		0	0	0					0	0	0	0			0	0	0
LK-2106030	371	16	388	519	210	141	14		1	1		0	0	0					0	0	0	0			0	0	0
LK-2106035	404	18	423	566	229	153	16		1	1		0	0	0					0	0	0	0			0	0	0
LK-2106040	565	25	591	790	320	214	22		2	2		0	0	0					0	0	0	0			0	0	0
LK-2106045	587	26	614	822	333	223	23		2	2		0	0	0					0	0	0	0			0	0	0
LK-2106050	374	17	391	523	212	142	14		1	1		0	0	0					0	0	0	0			0	0	0
LK-2106055	339	15	355	475	192	129	13		1	1		0	0	0					0	0	0	0			0	0	0
LK-2106060	324	14	338	453	183	123	12		1	1		0	0	0					0	0	0	0			0	0	0
LK-2106065	371	16	388	519	210	141	14		1	1		0	0	0					0	0	0	0			0	0	0
LK-2106070	447	20	467	625	253	169	17		1	1		0	0	0					0	0	0	0			0	0	0
LK-2106075	1061	48	1110	1485	602	403	42		4	4		0	0	0					0	0	0	0			0	0	0
LK-2106080	247	11	258	345	140	93	9		1	0		0	0	0					0	0	0	0			0	0	0
LK-2106085	970	44	1015	1358	550	369	38		3	3		0	0	0					0	0	0	0			0	0	0
LK-2106090	914	41	956	1279	518	347	36		3	3		0	0	0					0	0	0	0			0	0	0
LK-2106095	450	20	471	630	255	171	17		1	1		0	0	0					0	0	0	0			0	0	0
LK-2106100	267	12	279	373	151	101	10		1	1		0	0	0					0	0	0	0			0	0	0
LK-2106105	349	15	365	488	198	132	13		1	1		0	0	0					0	0	0	0			0	0	0
LK-2106110	208	9	218	291	118	79	8		0	0		0	0	0					0	0	0	0			0	0	0
LK-2106115	473	21	494	661	268	179	18		1	1		0	0	0					0	0	0	0			0	0	0
LK-2106120	242	11	253	338	137	92	9		0	0		0	0	0					0	0	0	0			0	0	0
LK-2106125	528	24	553	739	299	201	20		2	2		0	0	0					0	0	0	0			0	0	0
LK-2106130	450	20	471	630	255	171	17		1	1		0	0	0					0	0	0	0			0	0	0
LK-2106135	689	31	721	964	391	262	27		2	2		0	0	0					0	0	0	0			0	0	0
LK-2106140	558	25	584	781	316	212	22		2	2		0	0	0					0	0	0	0			0	0	0
LK-2106145	354	16	371	496	201	134	14		1	1		0	0	0					0	0	0	0			0	0	0
LK-2106150	496	22	519	694	281	188	19		2	2		0	0	0					0	0	0	0			0	0	0
LK-2106155	462	21	483	646	262	175	18		1	1		0	0	0					0	0	0	0			0	0	0
LK-2106160	561	25	587	785	318	213	22		2	2		0	0	0					0	0	0	0			0	0	0
LK-2106165	573	26	600	802	325	218	22		2	2		0	0	0					0	0	0	0			0	0	0
LK-2106170	541	24	566	757	307	205	21		2	2		0	0	0					0	0	0	0			0	0	0
LK-2106175	511	23	535	715	290	194	20		2	2		0	0	0					0	0	0	0			0	0	0
LK-2106180	316	14	330	442	179	120	12		1	1		0	0	0					0	0	0	0			0	0	0
LK-2106185	298	13	311	416	169	113	11		1	1		0	0	0					0	0	0	0			0	0	0
LK-2106190	325	14	340	455	184	123	12		1	1		0	0	0					0	0	0	0			0	0	0
LK-2106195	453	20	474	634	257	172	17		1	1		0	0	0					0	0	0	0			0	0	0
LK-2106200	245	11	257	344	139	93	9		1	0		0	0	0					0	0	0	0			0	0	0
LK-2106205	458	20	479	641	260	174	18		1	1		0	0	0					0	0	0	0			0	0	0
LK-2106210	405	18	423	566	229	154	16		1	1		0	0	0					0	0	0	0			0	0	0
LK-2106215	507	23	530	709	287	192	20		2	2		0	0	0					0	0	0	0			0	0	0
LK-2106220	360	16	376	504	204	136	14		1	1		0	0	0					0	0	0	0			0	0	0
LK-2106225	529	24	554	741	300	201	20		2	2		0	0	0					0	0	0	0			0	0	0
LK-2106230	555	25	581	777	315	211	22		2	2		0	0	0					0	0	0	0			0	0	0
LK-2106235	276	12	289	386	156	105	10		1	1		0	0	0					0	0	0	0			0	0	0
LK-2106240	498	22	521	697	282	189	19		2	2		0	0	0					0	0	0	0			0	0	0
LK-2106245	412	18	431	576	233	156	16		1	1		0	0	0					0	0	0	0			0	0	0
LK-2106250	324	14	338	453	183	123	12		1	1		0	0	0					0	0	0	0			0	0	0
LK-2106255	333	15	349	466	189	126	13		1	1		0	0	0					0	0	0	0			0	0	0
LK-2106260	389	17	407	544	220	148	15		1	1		0	0	0					0	0	0	0			0	0	0
LK-2106265	404	18	422	565	229	153	16		1	1		0	0	0					0	0	0	0			0	0	0
LK-2106270	529	24	554	741	300	201	20		2	2		0	0	0					0	0	0	0			0	0	0
LK-2106275	233	10	244	326	132	88	9		0	0		0	0	0					0	0	0	0			0	0	0
LK-2106280	530	24	554	742	300	201	21		2	2		0	0	0					0	0	0	0			0	0	0
LK-2106285	371	16	388	519	210	141	14		1	1		0	0	0					0	0	0	0			0	0	0
LK-2106290	342	15	358	479	194	130	13		1	1		0	0	0					0	0	0	0			0	0	0
LK-2106295	276	12	289	386	156	105	10		1	1		0	0	0					0	0	0	0			0	0	0
LK-2106300	365	16	382	511	207	139	14		1	1		0	0	0					0	0	0	0			0	0	0
LK-2106305	614	27	642	859	348	233	24		2	2		0	0	0					0	0	0	0			0	0	0
LK-2106310	556	25	582	779	315	211	22		2	2		0	0	0					0	0	0	0			0	0	0
LK-2106315	659	30	690	923	374	250	26		2	2		0	0	0					0	0	0	0			0	0	0
LK-2106320	695	31	727	973	394	264	27		2	2		0	0	0					0	0	0	0			0	0	0
LK-2106325	1072	48	1122	1500	608	407	42		4	4		0	0	0					0	0	0	0			0	0	0
LK-2106330	473	21	494	661	268	179	18		1	1		0	0	0					0	0	0	0			0	0	0
LK-2106335	303	13	317	424	172	115	12		1	1		0	0	0					0	0	0	0			0	0	0
LK-2109	34329	1546	35916	48033	19468	13040	1343		119	118		0	4	0					0	2	11	0			0	0	0
LK-2109005	917	41	960	1283	520	348	36		3	3		0	0	0					0	0	0	0			0	0	0
LK-2109010	848	38	887	1186	481	322	33		3	3		0	0	0					0	0	0	0			0	0	0
LK-2109015	922	42	965	1290	523	350	36		3	3		0	0	0					0	0	0	0			0	0	0
LK-2109020	623	28	651	871	353	236	24		2	2		0	0	0					0	0	0	0			0	0	0
LK-2109025	2077	94	2173	2906	1178	790	82		8	8		0	1	0					0	1	1	0			0	0	0
LK-2109030	545	24	570	763	309	207	21		2	2		0	0	0					0	0	0	0			0	0	0
LK-2109035	1130	51	1182	1581	641	429	44		4	4		0	0	0					0	0	1	0			0	0	0
LK-2109040	704	32	737	986	399	268	27		2	2		0	0	0					0	0	0	0			0	0	0
LK-2109045	898	40	939	1256	509	341	35		3	3		0	0	0					0	0	0	0			0	0	0
LK-2109050	709	32	741	992	402	269	28		2	2		0	0	0					0	0	0	0			0	0	0
LK-2109055	1091	49	1142	1527	619	415	43		4	4		0	0	0					0	0	0	0			0	0	0
LK-2109060	682	31	714	955	387	259	27		2	2		0	0	0					0	0	0	0			0	0	0
LK-2109065	620	28	649	868	352	236	24		2	2		0	0	0					0	0	0	0			0	0	0
LK-2109070	715	32	748	1000	405	271	28		2	2		0	0	0					0	0	0	0			0	0	0
LK-2109075	570	25	596	798	323	216	22		2	2		0	0	0					0	0	0	0			0	0	0
LK-2109080	1175	53	1229	1643	666	446	46		4	4		0	0	0					0	0	1	0			0	0	0
LK-2109085	1141	51	1194	1596	647	434	45		4	4		0	0	0					0	0	1	0			0	0	0
LK-2109090	659	30	690	923	374	250	26		2	2		0	0	0					0	0	0	0			0	0	0
LK-2109095	1171	53	1225	1638	664	445	46		4	4		0	0	0					0	0	1	0			0	0	0
LK-2109100	1268	57	1327	1775	719	482	50		5	5		0	0	0					0	0	1	0			0	0	0
LK-2109105	1727	78	1807	2417	980	656	68		7	6		0	1	0					0	0	1	0			0	0	0
LK-2109110	999	45	1045	1398	567	380	39		4	4		0	0	0					0	0	0	0			0	0	0
LK-2109115	1682	76	1760	2354	954	639	66		6	6		0	1	0					0	0	1	0			0	0	0
LK-2109120	1380	62	1444	1931	783	524	54		5	5		0	0	0					0	0	1	0			0	0	0
LK-2109125	951	43	995	1330	539	361	37		3	3		0	0	0					0	0	0	0			0	0	0
LK-2109130	1090	49	1140	1525	618	414	43		4	4		0	0	0					0	0	0	0			0	0	0
LK-2109135	398	18	417	557	226	151	15		1	1		0	0	0					0	0	0	0			0	0	0
LK-2109140	430	19	450	602	244	163	17		1	1		0	0	0					0	0	0	0			0	0	0
LK-2109145	930	42	973	1301	527	353	36		3	3		0	0	0					0	0	0	0			0	0	0
LK-2109150	645	29	675	903	366	245	25		2	2		0	0	0					0	0	0	0			0	0	0
LK-2109155	450	20	471	630	255	171	17		1	1		0	0	0					0	0	0	0			0	0	0
LK-2109160	1868	85	1954	2613	1059	710	74		7	7		0	1	0					0	1	1	0			0	0	0
LK-2109165	1207	54	1262	1688	684	458	47		4	4		0	0	0					0	0	1	0			0	0	0
LK-2109170	1023	46	1070	1431	580	389	40		4	4		0	0	0					0	0	0	0			0	0	0
LK-2109175	1084	49	1134	1516	615	412	42		4	4		0	0	0					0	0	0	0			0	0	0
LK-2112	46811	2617	49477	66865	27855	16321	1396		127	106		0	10	1					0	0	0	0			0	0	0
LK-2112005	727	41	769	1039	433	253	21		2	2		0	0	0					0	0	0	0			0	0	0
LK-2112010	680	38	720	972	405	237	20		2	1		0	0	0					0	0	0	0			0	0	0
LK-2112015	1215	69	1285	1736	724	423	36		3	3		0	0	0					0	0	0	0			0	0	0
LK-2112020	544	31	575	778	324	189	16		1	1		0	0	0					0	0	0	0			0	0	0
LK-2112025	1117	63	1181	1596	665	389	33		3	3		0	0	0					0	0	0	0			0	0	0
LK-2112030	663	37	701	947	395	231	19		2	1		0	0	0					0	0	0	0			0	0	0
LK-2112035	605	34	640	864	360	210	18		1	1		0	0	0					0	0	0	0			0	0	0
LK-2112040	509	29	539	728	303	177	15		1	1		0	0	0					0	0	0	0			0	0	0
LK-2112045	561	32	593	802	334	195	16		1	1		0	0	0					0	0	0	0			0	0	0
LK-2112050	403	23	426	576	240	140	12		1	1		0	0	0					0	0	0	0			0	0	0
LK-2112055	616	35	651	880	367	214	18		2	1		0	0	0					0	0	0	0			0	0	0
LK-2112060	714	40	755	1020	425	248	21		2	2		0	0	0					0	0	0	0			0	0	0
LK-2112065	460	26	486	657	274	160	13		1	1		0	0	0					0	0	0	0			0	0	0
LK-2112070	1341	76	1418	1916	799	467	39		4	3		0	1	0					0	0	0	0			0	0	0
LK-2112075	1655	94	1751	2365	987	576	49		5	4		0	1	0					0	0	0	0			0	0	0
LK-2112080	432	24	456	617	257	150	12		1	1		0	0	0					0	0	0	0			0	0	0
LK-2112085	747	42	790	1068	445	260	22		2	2		0	0	0					0	0	0	0			0	0	0
LK-2112090	596	33	630	851	355	207	17		1	1		0	0	0					0	0	0	0			0	0	0
LK-2112095	1162	66	1229	1660	692	405	34		3	3		0	0	0					0	0	0	0			0	0	0
LK-2112100	1064	60	1125	1520	634	370	31		3	2		0	0	0					0	0	0	0			0	0	0
LK-2112105	689	39	729	985	411	240	20		2	1		0	0	0					0	0	0	0			0	0	0
LK-2112110	1562	89	1652	2232	931	544	46		5	4		0	1	0					0	0	0	0			0	0	0
LK-2112115	1310	74	1385	1872	781	456	39		4	3		0	1	0					0	0	0	0			0	0	0
LK-2112120	616	35	651	880	367	214	18		2	1		0	0	0					0	0	0	0			0	0	0
LK-2112125	452	25	478	646	269	157	13		1	1		0	0	0					0	0	0	0			0	0	0
LK-2112130	697	39	737	996	415	243	20		2	1		0	0	0					0	0	0	0			0	0	0
LK-2112135	622	35	658	889	371	216	18		2	1		0	0	0					0	0	0	0			0	0	0
LK-2112140	901	51	953	1288	537	314	26		2	2		0	0	0					0	0	0	0			0	0	0
LK-2112145	847	48	896	1211	505	295	25		2	2		0	0	0					0	0	0	0			0	0	0
LK-2112150	454	25	480	648	270	158	13		1	1		0	0	0					0	0	0	0			0	0	0
LK-2112155	782	44	827	1118	466	272	23		2	2		0	0	0					0	0	0	0			0	0	0
LK-2112160	607	34	642	868	362	211	18		1	1		0	0	0					0	0	0	0			0	0	0
LK-2112165	973	55	1029	1390	580	339	28		3	2		0	0	0					0	0	0	0			0	0	0
LK-2112170	1915	109	2025	2737	1141	667	57		6	5		0	1	0					0	0	0	0			0	0	0
LK-2112175	1446	82	1529	2066	862	504	43		4	4		0	1	0					0	0	0	0			0	0	0
LK-2112180	2426	138	2566	3466	1446	845	72		7	6		0	1	1					0	0	0	0			0	0	0
LK-2112185	1161	66	1228	1659	692	404	34		3	3		0	0	0					0	0	0	0			0	0	0
LK-2112190	434	24	459	620	258	151	12		1	1		0	0	0					0	0	0	0			0	0	0
LK-2112195	564	32	596	805	336	196	16		1	1		0	0	0					0	0	0	0			0	0	0
LK-2112200	709	40	750	1013	422	247	21		2	1		0	0	0					0	0	0	0			0	0	0
LK-2112205	683	38	723	977	407	238	20		2	1		0	0	0					0	0	0	0			0	0	0
LK-2112210	983	56	1040	1405	586	342	29		3	2		0	0	0					0	0	0	0			0	0	0
LK-2112215	1067	60	1129	1525	636	372	31		3	3		0	0	0					0	0	0	0			0	0	0
LK-2112220	1357	77	1435	1939	809	472	40		4	3		0	1	0					0	0	0	0			0	0	0
LK-2112225	1084	61	1147	1549	646	378	32		3	3		0	0	0					0	0	0	0			0	0	0
LK-2112230	816	46	862	1165	486	284	24		2	2		0	0	0					0	0	0	0			0	0	0
LK-2112235	1248	71	1319	1783	743	434	37		4	3		0	1	0					0	0	0	0			0	0	0
LK-2112240	1304	74	1379	1863	777	454	38		4	3		0	1	0					0	0	0	0			0	0	0
LK-2112245	1156	65	1223	1652	689	403	34		3	3		0	0	0					0	0	0	0			0	0	0
LK-2112250	969	26	996	1359	542	364	53		2	3		0	0	0					0	0	0	0			0	0	0
LK-2112255	620	35	656	886	369	216	18		2	1		0	0	0					0	0	0	0			0	0	0
LK-2112260	546	31	578	781	325	190	16		1	1		0	0	0					0	0	0	0			0	0	0
LK-2115	13882	785	14678	19837	8273	4832	407		39	34		0	5	1					0	0	0	0			0	0	0
LK-2115005	2150	122	2273	3072	1281	749	64		7	6		0	1	1					0	0	0	0			0	0	0
LK-2115010	429	24	454	613	255	149	12		1	1		0	0	0					0	0	0	0			0	0	0
LK-2115015	1222	69	1292	1746	728	425	36		4	3		0	0	0					0	0	0	0			0	0	0
LK-2115020	1318	75	1394	1884	786	459	39		4	3		0	1	0					0	0	0	0			0	0	0
LK-2115025	1454	82	1538	2078	867	506	43		4	4		0	1	0					0	0	0	0			0	0	0
LK-2115030	560	31	592	800	334	195	16		1	1		0	0	0					0	0	0	0			0	0	0
LK-2115035	457	26	483	653	272	159	13		1	1		0	0	0					0	0	0	0			0	0	0
LK-2115040	812	46	859	1161	484	283	24		2	2		0	0	0					0	0	0	0			0	0	0
LK-2115045	1497	85	1583	2139	892	521	44		4	4		0	1	0					0	0	0	0			0	0	0
LK-2115050	864	49	913	1234	515	301	25		2	2		0	0	0					0	0	0	0			0	0	0
LK-2115055	811	46	857	1159	483	282	24		2	2		0	0	0					0	0	0	0			0	0	0
LK-2115060	621	35	656	887	370	216	18		2	1		0	0	0					0	0	0	0			0	0	0
LK-2115065	414	23	438	592	247	144	12		1	1		0	0	0					0	0	0	0			0	0	0
LK-2115070	1273	72	1346	1819	759	443	37		4	3		0	1	0					0	0	0	0			0	0	0
LK-2118	12731	676	13445	17498	5856	6523	229		0	0		0	0	0					0	0	0	0			0	0	0
LK-2118005	162	9	171	223	74	83	3		0	0		0	0	0					0	0	0	0			0	0	0
LK-2118010	143	7	151	196	65	73	2		0	0		0	0	0					0	0	0	0			0	0	0
LK-2118015	66	3	70	91	30	34	1		0	0		0	0	0					0	0	0	0			0	0	0
LK-2118020	156	8	165	215	72	80	3		0	0		0	0	0					0	0	0	0			0	0	0
LK-2118025	43	2	46	60	20	22	0		0	0		0	0	0					0	0	0	0			0	0	0
LK-2118030	222	12	234	305	102	114	4		0	0		0	0	0					0	0	0	0			0	0	0
LK-2118035	185	10	195	254	85	95	3		0	0		0	0	0					0	0	0	0			0	0	0
LK-2118040	154	8	163	212	71	79	3		0	0		0	0	0					0	0	0	0			0	0	0
LK-2118045	202	11	213	278	93	103	4		0	0		0	0	0					0	0	0	0			0	0	0
LK-2118050	107	5	113	148	49	55	2		0	0		0	0	0					0	0	0	0			0	0	0
LK-2118055	130	7	137	179	60	66	2		0	0		0	0	0					0	0	0	0			0	0	0
LK-2118060	208	11	220	286	96	107	4		0	0		0	0	0					0	0	0	0			0	0	0
LK-2118065	439	24	464	603	202	225	9		0	0		0	0	0					0	0	0	0			0	0	0
LK-2118070	276	15	291	379	127	141	5		0	0		0	0	0					0	0	0	0			0	0	0
LK-2118075	248	13	261	340	114	127	5		0	0		0	0	0					0	0	0	0			0	0	0
LK-2118080	143	7	151	197	66	73	2		0	0		0	0	0					0	0	0	0			0	0	0
LK-2118085	157	8	166	216	72	80	3		0	0		0	0	0					0	0	0	0			0	0	0
LK-2118090	205	11	216	282	94	105	4		0	0		0	0	0					0	0	0	0			0	0	0
LK-2118095	122	6	129	168	56	63	2		0	0		0	0	0					0	0	0	0			0	0	0
LK-2118100	132	7	140	182	61	68	2		0	0		0	0	0					0	0	0	0			0	0	0
LK-2118105	253	14	268	348	116	130	5		0	0		0	0	0					0	0	0	0			0	0	0
LK-2118110	170	9	179	233	78	87	3		0	0		0	0	0					0	0	0	0			0	0	0
LK-2118115	136	7	144	187	63	70	2		0	0		0	0	0					0	0	0	0			0	0	0
LK-2118120	265	14	280	365	122	136	5		0	0		0	0	0					0	0	0	0			0	0	0
LK-2118125	188	10	198	258	86	96	3		0	0		0	0	0					0	0	0	0			0	0	0
LK-2118130	114	6	121	157	52	58	2		0	0		0	0	0					0	0	0	0			0	0	0
LK-2118135	339	18	358	465	156	174	6		0	0		0	0	0					0	0	0	0			0	0	0
LK-2118140	310	17	327	426	143	159	6		0	0		0	0	0					0	0	0	0			0	0	0
LK-2118145	224	12	237	308	103	115	4		0	0		0	0	0					0	0	0	0			0	0	0
LK-2118150	691	38	730	949	318	355	14		0	0		0	0	0					0	0	0	0			0	0	0
LK-2118155	269	14	284	369	124	138	5		0	0		0	0	0					0	0	0	0			0	0	0
LK-2118160	193	10	204	266	89	99	3		0	0		0	0	0					0	0	0	0			0	0	0
LK-2118165	163	9	172	225	75	84	3		0	0		0	0	0					0	0	0	0			0	0	0
LK-2118170	241	13	255	331	111	124	4		0	0		0	0	0					0	0	0	0			0	0	0
LK-2118175	366	20	387	503	169	188	7		0	0		0	0	0					0	0	0	0			0	0	0
LK-2118180	186	10	197	256	86	95	3		0	0		0	0	0					0	0	0	0			0	0	0
LK-2118185	147	8	155	202	68	75	3		0	0		0	0	0					0	0	0	0			0	0	0
LK-2118190	128	7	135	175	59	65	2		0	0		0	0	0					0	0	0	0			0	0	0
LK-2118195	279	15	294	383	128	143	5		0	0		0	0	0					0	0	0	0			0	0	0
