entity_id	valid	rejected	polled	electors	IND01	IND02	IND03	IND04	DUNF	OWORS	IND05	IND06	USP	RJA	DNM	NMPP	FSP	JSWP	IND07	OPPP	IND08	IND09	NDF	JSP	NSSP	NSU	IND10	IND11	SLPP	NUA	SLLP	IND12	IND13	SPSL	IND14	SEP	IND15	ONF	NPP
LK-1206245	1354	19	1373	1686	0	0	0	0	1	0	0	0	0	1	0	58	0	3	0	0	0	0	473	0	0	0	0	1	786	1	0	0	0	2	0	0	0	0	15
LK-1206250	932	13	946	1161	0	0	0	0	1	0	0	0	0	0	0	40	0	2	0	0	0	0	326	0	0	0	0	1	541	0	0	0	0	1	0	0	0	0	10
LK-1206255	3129	45	3174	3898	1	2	0	0	3	0	0	0	0	2	0	135	1	8	1	0	0	1	1093	2	0	0	0	4	1818	2	0	0	0	6	0	0	0	1	34
LK-1206260	2559	37	2596	3188	1	1	0	0	2	0	0	0	0	1	0	111	1	7	1	0	0	1	894	1	0	0	0	3	1487	1	0	0	0	5	0	0	0	0	28
LK-1206265	4530	65	4595	5643	1	2	0	0	4	0	0	0	0	3	0	196	2	12	1	0	1	2	1583	2	0	0	0	6	2631	3	1	0	0	9	0	0	0	1	50
LK-1206270	783	11	794	975	0	0	0	0	0	0	0	0	0	0	0	33	0	2	0	0	0	0	273	0	0	0	0	1	455	0	0	0	0	1	0	0	0	0	8
LK-1206275	1180	17	1197	1470	0	0	0	0	1	0	0	0	0	0	0	51	0	3	0	0	0	0	412	0	0	0	0	1	685	0	0	0	0	2	0	0	0	0	13
LK-1206280	1040	15	1055	1296	0	0	0	0	1	0	0	0	0	0	0	45	0	2	0	0	0	0	363	0	0	0	0	1	604	0	0	0	0	2	0	0	0	0	11
LK-1206285	1307	18	1326	1629	0	0	0	0	1	0	0	0	0	0	0	56	0	3	0	0	0	0	457	0	0	0	0	1	759	0	0	0	0	2	0	0	0	0	14
LK-1206290	1304	18	1323	1624	0	0	0	0	1	0	0	0	0	0	0	56	0	3	0	0	0	0	455	0	0	0	0	1	757	0	0	0	0	2	0	0	0	0	14
LK-1206295	1120	16	1136	1395	0	0	0	0	1	0	0	0	0	0	0	48	0	3	0	0	0	0	391	0	0	0	0	1	650	0	0	0	0	2	0	0	0	0	12
LK-1206300	914	13	927	1138	0	0	0	0	0	0	0	0	0	0	0	39	0	2	0	0	0	0	319	0	0	0	0	1	531	0	0	0	0	1	0	0	0	0	10
LK-1206305	647	9	657	807	0	0	0	0	0	0	0	0	0	0	0	28	0	1	0	0	0	0	226	0	0	0	0	0	376	0	0	0	0	1	0	0	0	0	7
LK-1206310	1004	14	1019	1251	0	0	0	0	1	0	0	0	0	0	0	43	0	2	0	0	0	0	351	0	0	0	0	1	583	0	0	0	0	2	0	0	0	0	11
LK-1206315	969	14	983	1208	0	0	0	0	1	0	0	0	0	0	0	42	0	2	0	0	0	0	339	0	0	0	0	1	563	0	0	0	0	1	0	0	0	0	10
LK-1206320	1355	19	1374	1688	0	0	0	0	1	0	0	0	0	1	0	58	0	3	0	0	0	0	473	0	0	0	0	1	787	1	0	0	0	2	0	0	0	0	15
LK-1206325	1696	24	1720	2113	0	1	0	0	1	0	0	0	0	1	0	73	0	4	0	0	0	1	592	1	0	0	0	2	985	1	0	0	0	3	0	0	0	0	18
LK-1206330	2764	40	2804	3443	1	1	0	0	2	0	0	0	0	2	0	119	1	7	1	0	0	1	966	1	0	0	0	3	1606	2	0	0	0	5	0	0	0	1	30
LK-1206335	1613	23	1636	2010	0	1	0	0	1	0	0	0	0	1	0	69	0	4	0	0	0	0	563	1	0	0	0	2	937	1	0	0	0	3	0	0	0	0	18
LK-1206340	1274	18	1292	1587	0	0	0	0	1	0	0	0	0	0	0	55	0	3	0	0	0	0	445	0	0	0	0	1	740	0	0	0	0	2	0	0	0	0	14
LK-1206345	1016	14	1030	1265	0	0	0	0	1	0	0	0	0	0	0	44	0	2	0	0	0	0	355	0	0	0	0	1	590	0	0	0	0	2	0	0	0	0	11
LK-1206350	2189	31	2221	2727	0	1	0	0	2	0	0	0	0	1	0	94	1	6	0	0	0	1	765	1	0	0	0	3	1272	1	0	0	0	4	0	0	0	0	24
LK-1206355	887	12	900	1105	0	0	0	0	0	0	0	0	0	0	0	38	0	2	0	0	0	0	310	0	0	0	0	1	515	0	0	0	0	1	0	0	0	0	9
LK-1206360	1624	23	1648	2023	0	1	0	0	1	0	0	0	0	1	0	70	0	4	0	0	0	0	567	1	0	0	0	2	943	1	0	0	0	3	0	0	0	0	18
LK-1206365	1313	19	1332	1635	0	0	0	0	1	0	0	0	0	0	0	56	0	3	0	0	0	0	458	0	0	0	0	1	762	0	0	0	0	2	0	0	0	0	14
LK-1206370	1427	20	1448	1778	0	0	0	0	1	0	0	0	0	1	0	61	0	4	0	0	0	0	499	0	0	0	0	2	829	1	0	0	0	2	0	0	0	0	15
LK-1206375	980	14	994	1221	0	0	0	0	1	0	0	0	0	0	0	42	0	2	0	0	0	0	342	0	0	0	0	1	569	0	0	0	0	1	0	0	0	0	10
LK-1206380	932	13	946	1161	0	0	0	0	1	0	0	0	0	0	0	40	0	2	0	0	0	0	326	0	0	0	0	1	541	0	0	0	0	1	0	0	0	0	10
LK-1206385	630	9	639	785	0	0	0	0	0	0	0	0	0	0	0	27	0	1	0	0	0	0	220	0	0	0	0	0	366	0	0	0	0	1	0	0	0	0	7
LK-1206390	790	11	802	984	0	0	0	0	0	0	0	0	0	0	0	34	0	2	0	0	0	0	276	0	0	0	0	1	459	0	0	0	0	1	0	0	0	0	8
LK-1206395	1273	18	1291	1586	0	0	0	0	1	0	0	0	0	0	0	55	0	3	0	0	0	0	445	0	0	0	0	1	739	0	0	0	0	2	0	0	0	0	14
LK-1209	92335	718	93107	110167	0	12	0	0	50	0	0	0	0	7	0	3061	2	121	0	0	0	5	32089	2	0	0	0	50	55314	1	0	0	0	158	0	0	0	0	337
LK-1209005	944	7	952	1126	0	0	0	0	1	0	0	0	0	0	0	31	0	1	0	0	0	0	328	0	0	0	0	1	566	0	0	0	0	2	0	0	0	0	4
LK-1209010	813	6	820	970	0	0	0	0	1	0	0	0	0	0	0	27	0	1	0	0	0	0	283	0	0	0	0	1	487	0	0	0	0	1	0	0	0	0	3
LK-1209015	455	3	459	543	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	158	0	0	0	0	0	273	0	0	0	0	1	0	0	0	0	1
LK-1209020	613	5	618	732	0	0	0	0	0	0	0	0	0	0	0	20	0	1	0	0	0	0	213	0	0	0	0	0	367	0	0	0	0	1	0	0	0	0	2
LK-1209025	572	4	576	682	0	0	0	0	0	0	0	0	0	0	0	19	0	1	0	0	0	0	199	0	0	0	0	0	342	0	0	0	0	1	0	0	0	0	2
LK-1209030	893	7	901	1066	0	0	0	0	1	0	0	0	0	0	0	30	0	1	0	0	0	0	310	0	0	0	0	1	535	0	0	0	0	2	0	0	0	0	3
LK-1209035	300	2	303	358	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	104	0	0	0	0	0	180	0	0	0	0	0	0	0	0	0	1
LK-1209040	817	6	824	975	0	0	0	0	1	0	0	0	0	0	0	27	0	1	0	0	0	0	284	0	0	0	0	1	489	0	0	0	0	1	0	0	0	0	3
LK-1209045	361	3	364	431	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	125	0	0	0	0	0	216	0	0	0	0	0	0	0	0	0	1
LK-1209050	259	2	261	309	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	90	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	1
LK-1209055	1125	9	1134	1342	0	0	0	0	1	0	0	0	0	0	0	37	0	2	0	0	0	0	391	0	0	0	0	1	674	0	0	0	0	2	0	0	0	0	4
LK-1209060	806	6	813	962	0	0	0	0	1	0	0	0	0	0	0	27	0	1	0	0	0	0	280	0	0	0	0	1	483	0	0	0	0	1	0	0	0	0	3
LK-1209065	746	6	752	890	0	0	0	0	0	0	0	0	0	0	0	25	0	1	0	0	0	0	259	0	0	0	0	0	447	0	0	0	0	1	0	0	0	0	3
LK-1209070	620	5	626	740	0	0	0	0	0	0	0	0	0	0	0	20	0	1	0	0	0	0	216	0	0	0	0	0	372	0	0	0	0	1	0	0	0	0	2
LK-1209075	835	7	842	996	0	0	0	0	1	0	0	0	0	0	0	28	0	1	0	0	0	0	290	0	0	0	0	1	500	0	0	0	0	1	0	0	0	0	3
LK-1209080	469	3	473	559	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	163	0	0	0	0	0	281	0	0	0	0	1	0	0	0	0	2
LK-1209085	736	6	742	878	0	0	0	0	0	0	0	0	0	0	0	24	0	1	0	0	0	0	256	0	0	0	0	0	441	0	0	0	0	1	0	0	0	0	3
LK-1209090	721	6	727	861	0	0	0	0	0	0	0	0	0	0	0	24	0	1	0	0	0	0	251	0	0	0	0	0	432	0	0	0	0	1	0	0	0	0	3
LK-1209095	660	5	665	787	0	0	0	0	0	0	0	0	0	0	0	22	0	1	0	0	0	0	229	0	0	0	0	0	395	0	0	0	0	1	0	0	0	0	2
LK-1209100	689	5	695	822	0	0	0	0	0	0	0	0	0	0	0	23	0	1	0	0	0	0	239	0	0	0	0	0	413	0	0	0	0	1	0	0	0	0	2
LK-1209105	550	4	554	656	0	0	0	0	0	0	0	0	0	0	0	18	0	1	0	0	0	0	191	0	0	0	0	0	329	0	0	0	0	1	0	0	0	0	2
LK-1209110	1133	9	1143	1352	0	0	0	0	1	0	0	0	0	0	0	38	0	2	0	0	0	0	394	0	0	0	0	1	679	0	0	0	0	2	0	0	0	0	4
LK-1209115	824	6	831	983	0	0	0	0	1	0	0	0	0	0	0	27	0	1	0	0	0	0	286	0	0	0	0	1	494	0	0	0	0	1	0	0	0	0	3
LK-1209120	1090	9	1100	1301	0	0	0	0	1	0	0	0	0	0	0	36	0	2	0	0	0	0	379	0	0	0	0	1	653	0	0	0	0	2	0	0	0	0	4
LK-1209125	1444	12	1456	1723	0	1	0	0	1	0	0	0	0	1	0	48	0	2	0	0	0	1	502	0	0	0	0	1	865	0	0	0	0	3	0	0	0	0	6
LK-1209130	922	7	930	1101	0	0	0	0	1	0	0	0	0	0	0	31	0	1	0	0	0	0	321	0	0	0	0	1	553	0	0	0	0	2	0	0	0	0	3
LK-1209135	567	4	572	677	0	0	0	0	0	0	0	0	0	0	0	19	0	1	0	0	0	0	197	0	0	0	0	0	340	0	0	0	0	1	0	0	0	0	2
LK-1209140	967	8	976	1154	0	0	0	0	1	0	0	0	0	0	0	32	0	1	0	0	0	0	336	0	0	0	0	1	580	0	0	0	0	2	0	0	0	0	4
LK-1209145	934	7	941	1114	0	0	0	0	1	0	0	0	0	0	0	31	0	1	0	0	0	0	325	0	0	0	0	1	559	0	0	0	0	2	0	0	0	0	4
LK-1209150	1078	9	1087	1286	0	0	0	0	1	0	0	0	0	0	0	36	0	2	0	0	0	0	375	0	0	0	0	1	646	0	0	0	0	2	0	0	0	0	4
LK-1209155	601	5	606	717	0	0	0	0	0	0	0	0	0	0	0	20	0	1	0	0	0	0	209	0	0	0	0	0	360	0	0	0	0	1	0	0	0	0	2
LK-1209160	656	5	661	782	0	0	0	0	0	0	0	0	0	0	0	22	0	1	0	0	0	0	228	0	0	0	0	0	393	0	0	0	0	1	0	0	0	0	2
LK-1209165	639	5	644	762	0	0	0	0	0	0	0	0	0	0	0	21	0	1	0	0	0	0	222	0	0	0	0	0	383	0	0	0	0	1	0	0	0	0	2
LK-1209170	514	4	518	613	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	178	0	0	0	0	0	308	0	0	0	0	1	0	0	0	0	2
LK-1209175	924	7	932	1103	0	0	0	0	1	0	0	0	0	0	0	31	0	1	0	0	0	0	321	0	0	0	0	1	554	0	0	0	0	2	0	0	0	0	3
LK-1209180	642	5	647	766	0	0	0	0	0	0	0	0	0	0	0	21	0	1	0	0	0	0	223	0	0	0	0	0	385	0	0	0	0	1	0	0	0	0	2
LK-1209185	527	4	531	629	0	0	0	0	0	0	0	0	0	0	0	17	0	1	0	0	0	0	183	0	0	0	0	0	315	0	0	0	0	1	0	0	0	0	2
LK-1209190	574	4	578	684	0	0	0	0	0	0	0	0	0	0	0	19	0	1	0	0	0	0	199	0	0	0	0	0	344	0	0	0	0	1	0	0	0	0	2
LK-1209195	410	3	414	490	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	142	0	0	0	0	0	246	0	0	0	0	0	0	0	0	0	1
LK-1209200	693	5	699	827	0	0	0	0	0	0	0	0	0	0	0	23	0	1	0	0	0	0	241	0	0	0	0	0	415	0	0	0	0	1	0	0	0	0	2
LK-1209205	1071	9	1080	1278	0	0	0	0	1	0	0	0	0	0	0	36	0	2	0	0	0	0	372	0	0	0	0	1	642	0	0	0	0	2	0	0	0	0	4
LK-1209210	1207	10	1217	1440	0	1	0	0	1	0	0	0	0	0	0	40	0	2	0	0	0	0	420	0	0	0	0	1	723	0	0	0	0	2	0	0	0	0	5
LK-1209215	399	3	403	476	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	139	0	0	0	0	0	239	0	0	0	0	0	0	0	0	0	1
LK-1209220	853	7	861	1018	0	0	0	0	1	0	0	0	0	0	0	28	0	1	0	0	0	0	297	0	0	0	0	1	511	0	0	0	0	2	0	0	0	0	3
LK-1209225	570	4	575	681	0	0	0	0	0	0	0	0	0	0	0	19	0	1	0	0	0	0	198	0	0	0	0	0	342	0	0	0	0	1	0	0	0	0	2
LK-1209230	632	5	637	754	0	0	0	0	0	0	0	0	0	0	0	21	0	1	0	0	0	0	219	0	0	0	0	0	378	0	0	0	0	1	0	0	0	0	2
LK-1209235	556	4	561	663	0	0	0	0	0	0	0	0	0	0	0	18	0	1	0	0	0	0	193	0	0	0	0	0	333	0	0	0	0	1	0	0	0	0	2
LK-1209240	510	4	515	609	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	177	0	0	0	0	0	306	0	0	0	0	1	0	0	0	0	2
LK-1209245	235	1	237	281	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	81	0	0	0	0	0	141	0	0	0	0	0	0	0	0	0	1
LK-1209250	591	4	596	705	0	0	0	0	0	0	0	0	0	0	0	19	0	1	0	0	0	0	205	0	0	0	0	0	354	0	0	0	0	1	0	0	0	0	2
LK-1209255	682	5	688	814	0	0	0	0	0	0	0	0	0	0	0	23	0	1	0	0	0	0	237	0	0	0	0	0	409	0	0	0	0	1	0	0	0	0	2
LK-1209260	475	4	479	566	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	165	0	0	0	0	0	284	0	0	0	0	1	0	0	0	0	2
LK-1209265	538	4	542	642	0	0	0	0	0	0	0	0	0	0	0	18	0	1	0	0	0	0	187	0	0	0	0	0	322	0	0	0	0	1	0	0	0	0	2
LK-1209270	1018	8	1027	1215	0	0	0	0	1	0	0	0	0	0	0	34	0	1	0	0	0	0	354	0	0	0	0	1	610	0	0	0	0	2	0	0	0	0	4
LK-1209275	891	7	898	1063	0	0	0	0	1	0	0	0	0	0	0	30	0	1	0	0	0	0	310	0	0	0	0	1	534	0	0	0	0	2	0	0	0	0	3
LK-1209280	628	5	634	750	0	0	0	0	0	0	0	0	0	0	0	21	0	1	0	0	0	0	218	0	0	0	0	0	376	0	0	0	0	1	0	0	0	0	2
LK-1209285	988	8	997	1179	0	0	0	0	1	0	0	0	0	0	0	33	0	1	0	0	0	0	344	0	0	0	0	1	592	0	0	0	0	2	0	0	0	0	4
LK-1209290	621	5	626	741	0	0	0	0	0	0	0	0	0	0	0	20	0	1	0	0	0	0	216	0	0	0	0	0	372	0	0	0	0	1	0	0	0	0	2
LK-1209295	1273	10	1283	1518	0	1	0	0	1	0	0	0	0	0	0	42	0	2	0	0	0	0	443	0	0	0	0	1	763	0	0	0	0	3	0	0	0	0	5
LK-1209300	469	3	473	560	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	163	0	0	0	0	0	281	0	0	0	0	1	0	0	0	0	2
LK-1209305	1208	10	1218	1442	0	1	0	0	1	0	0	0	0	0	0	40	0	2	0	0	0	0	420	0	0	0	0	1	724	0	0	0	0	2	0	0	0	0	5
LK-1209310	575	4	580	686	0	0	0	0	0	0	0	0	0	0	0	19	0	1	0	0	0	0	200	0	0	0	0	0	344	0	0	0	0	1	0	0	0	0	2
LK-1209315	1515	12	1528	1807	0	1	0	0	1	0	0	0	0	1	0	51	0	2	0	0	0	1	527	0	0	0	0	1	908	0	0	0	0	3	0	0	0	0	6
LK-1209320	875	7	882	1044	0	0	0	0	1	0	0	0	0	0	0	29	0	1	0	0	0	0	304	0	0	0	0	1	524	0	0	0	0	2	0	0	0	0	3
LK-1209325	1016	8	1025	1212	0	0	0	0	1	0	0	0	0	0	0	34	0	1	0	0	0	0	353	0	0	0	0	1	609	0	0	0	0	2	0	0	0	0	4
LK-1209330	912	7	920	1088	0	0	0	0	1	0	0	0	0	0	0	30	0	1	0	0	0	0	317	0	0	0	0	1	546	0	0	0	0	2	0	0	0	0	3
LK-1209335	415	3	418	495	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	144	0	0	0	0	0	248	0	0	0	0	0	0	0	0	0	1
LK-1209340	680	5	686	812	0	0	0	0	0	0	0	0	0	0	0	22	0	1	0	0	0	0	236	0	0	0	0	0	408	0	0	0	0	1	0	0	0	0	2
LK-1209345	626	5	632	747	0	0	0	0	0	0	0	0	0	0	0	21	0	1	0	0	0	0	218	0	0	0	0	0	375	0	0	0	0	1	0	0	0	0	2
LK-1209350	1082	9	1091	1291	0	0	0	0	1	0	0	0	0	0	0	36	0	2	0	0	0	0	376	0	0	0	0	1	648	0	0	0	0	2	0	0	0	0	4
LK-1209355	1161	9	1170	1385	0	0	0	0	1	0	0	0	0	0	0	39	0	2	0	0	0	0	404	0	0	0	0	1	695	0	0	0	0	2	0	0	0	0	5
LK-1209360	671	5	676	800	0	0	0	0	0	0	0	0	0	0	0	22	0	1	0	0	0	0	233	0	0	0	0	0	402	0	0	0	0	1	0	0	0	0	2
LK-1209365	933	7	941	1113	0	0	0	0	1	0	0	0	0	0	0	31	0	1	0	0	0	0	324	0	0	0	0	1	559	0	0	0	0	2	0	0	0	0	4
LK-1209370	1198	10	1209	1430	0	1	0	0	1	0	0	0	0	0	0	40	0	2	0	0	0	0	417	0	0	0	0	1	718	0	0	0	0	2	0	0	0	0	5
LK-1209375	512	4	516	611	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	178	0	0	0	0	0	306	0	0	0	0	1	0	0	0	0	2
LK-1209380	738	6	744	881	0	0	0	0	0	0	0	0	0	0	0	24	0	1	0	0	0	0	257	0	0	0	0	0	442	0	0	0	0	1	0	0	0	0	3
LK-1209385	1247	10	1257	1487	0	1	0	0	1	0	0	0	0	0	0	42	0	2	0	0	0	0	433	0	0	0	0	1	747	0	0	0	0	2	0	0	0	0	5
LK-1209390	745	6	751	889	0	0	0	0	0	0	0	0	0	0	0	25	0	1	0	0	0	0	259	0	0	0	0	0	446	0	0	0	0	1	0	0	0	0	3
LK-1209395	538	4	542	642	0	0	0	0	0	0	0	0	0	0	0	18	0	1	0	0	0	0	187	0	0	0	0	0	322	0	0	0	0	1	0	0	0	0	2
LK-1209400	652	5	658	778	0	0	0	0	0	0	0	0	0	0	0	22	0	1	0	0	0	0	227	0	0	0	0	0	391	0	0	0	0	1	0	0	0	0	2
LK-1209405	372	3	376	444	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	129	0	0	0	0	0	223	0	0	0	0	0	0	0	0	0	1
LK-1209410	362	3	365	432	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	126	0	0	0	0	0	217	0	0	0	0	0	0	0	0	0	1
LK-1209420	689	5	695	823	0	0	0	0	0	0	0	0	0	0	0	23	0	1	0	0	0	0	240	0	0	0	0	0	413	0	0	0	0	1	0	0	0	0	2
LK-1209425	574	4	578	684	0	0	0	0	0	0	0	0	0	0	0	19	0	1	0	0	0	0	199	0	0	0	0	0	344	0	0	0	0	1	0	0	0	0	2
LK-1209430	540	4	544	644	0	0	0	0	0	0	0	0	0	0	0	18	0	1	0	0	0	0	187	0	0	0	0	0	323	0	0	0	0	1	0	0	0	0	2
LK-1209435	758	6	764	904	0	0	0	0	0	0	0	0	0	0	0	25	0	1	0	0	0	0	263	0	0	0	0	0	454	0	0	0	0	1	0	0	0	0	3
LK-1209440	653	5	659	779	0	0	0	0	0	0	0	0	0	0	0	22	0	1	0	0	0	0	227	0	0	0	0	0	391	0	0	0	0	1	0	0	0	0	2
LK-1209445	657	5	662	784	0	0	0	0	0	0	0	0	0	0	0	22	0	1	0	0	0	0	228	0	0	0	0	0	393	0	0	0	0	1	0	0	0	0	2
LK-1209450	404	3	407	482	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	140	0	0	0	0	0	242	0	0	0	0	0	0	0	0	0	1
LK-1209455	792	6	799	945	0	0	0	0	1	0	0	0	0	0	0	26	0	1	0	0	0	0	275	0	0	0	0	1	475	0	0	0	0	1	0	0	0	0	3
LK-1209460	608	5	613	726	0	0	0	0	0	0	0	0	0	0	0	20	0	1	0	0	0	0	211	0	0	0	0	0	364	0	0	0	0	1	0	0	0	0	2
LK-1209465	259	2	261	309	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	90	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	1
LK-1209470	317	2	320	378	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	110	0	0	0	0	0	190	0	0	0	0	0	0	0	0	0	1
LK-1209475	592	5	597	707	0	0	0	0	0	0	0	0	0	0	0	20	0	1	0	0	0	0	206	0	0	0	0	0	355	0	0	0	0	1	0	0	0	0	2
LK-1209480	246	2	248	293	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	85	0	0	0	0	0	147	0	0	0	0	0	0	0	0	0	1
LK-1209485	577	4	582	689	0	0	0	0	0	0	0	0	0	0	0	19	0	1	0	0	0	0	201	0	0	0	0	0	346	0	0	0	0	1	0	0	0	0	2
LK-1209490	571	4	576	681	0	0	0	0	0	0	0	0	0	0	0	19	0	1	0	0	0	0	198	0	0	0	0	0	342	0	0	0	0	1	0	0	0	0	2
LK-1209495	794	6	800	947	0	0	0	0	1	0	0	0	0	0	0	26	0	1	0	0	0	0	276	0	0	0	0	1	475	0	0	0	0	1	0	0	0	0	3
LK-1209500	1476	12	1488	1761	0	1	0	0	1	0	0	0	0	1	0	49	0	2	0	0	0	1	513	0	0	0	0	1	884	0	0	0	0	3	0	0	0	0	6
LK-1209505	450	3	454	537	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	156	0	0	0	0	0	269	0	0	0	0	1	0	0	0	0	1
LK-1209510	784	6	790	935	0	0	0	0	1	0	0	0	0	0	0	26	0	1	0	0	0	0	272	0	0	0	0	1	470	0	0	0	0	1	0	0	0	0	3
LK-1209515	1116	9	1125	1331	0	0	0	0	1	0	0	0	0	0	0	37	0	2	0	0	0	0	388	0	0	0	0	1	668	0	0	0	0	2	0	0	0	0	4
LK-1209520	898	7	905	1071	0	0	0	0	1	0	0	0	0	0	0	30	0	1	0	0	0	0	312	0	0	0	0	1	538	0	0	0	0	2	0	0	0	0	3
LK-1209525	941	7	949	1123	0	0	0	0	1	0	0	0	0	0	0	31	0	1	0	0	0	0	327	0	0	0	0	1	564	0	0	0	0	2	0	0	0	0	4
LK-1209530	904	7	911	1078	0	0	0	0	1	0	0	0	0	0	0	30	0	1	0	0	0	0	314	0	0	0	0	1	541	0	0	0	0	2	0	0	0	0	3
LK-1209535	1654	13	1668	1974	0	1	0	0	2	0	0	0	0	1	0	55	1	3	0	0	0	1	575	1	0	0	0	2	991	0	0	0	0	3	0	0	0	0	7
LK-1209540	492	4	496	587	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	171	0	0	0	0	0	294	0	0	0	0	1	0	0	0	0	2
LK-1209545	512	4	517	611	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	178	0	0	0	0	0	307	0	0	0	0	1	0	0	0	0	2
LK-1209550	1114	9	1123	1329	0	0	0	0	1	0	0	0	0	0	0	37	0	2	0	0	0	0	387	0	0	0	0	1	667	0	0	0	0	2	0	0	0	0	4
LK-1209555	682	5	687	813	0	0	0	0	0	0	0	0	0	0	0	23	0	1	0	0	0	0	237	0	0	0	0	0	408	0	0	0	0	1	0	0	0	0	2
LK-1209560	536	4	540	639	0	0	0	0	0	0	0	0	0	0	0	18	0	1	0	0	0	0	186	0	0	0	0	0	321	0	0	0	0	1	0	0	0	0	2
LK-1209565	1320	11	1331	1574	0	1	0	0	1	0	0	0	0	1	0	44	0	2	0	0	0	0	459	0	0	0	0	1	791	0	0	0	0	3	0	0	0	0	5
LK-1209570	590	4	595	704	0	0	0	0	0	0	0	0	0	0	0	19	0	1	0	0	0	0	205	0	0	0	0	0	353	0	0	0	0	1	0	0	0	0	2
LK-1209575	745	6	751	889	0	0	0	0	0	0	0	0	0	0	0	25	0	1	0	0	0	0	259	0	0	0	0	0	446	0	0	0	0	1	0	0	0	0	3
LK-1209580	758	6	765	905	0	0	0	0	0	0	0	0	0	0	0	25	0	1	0	0	0	0	264	0	0	0	0	0	454	0	0	0	0	1	0	0	0	0	3
LK-1209585	519	4	523	619	0	0	0	0	0	0	0	0	0	0	0	17	0	1	0	0	0	0	180	0	0	0	0	0	311	0	0	0	0	1	0	0	0	0	2
LK-1209590	996	8	1004	1188	0	0	0	0	1	0	0	0	0	0	0	33	0	1	0	0	0	0	346	0	0	0	0	1	597	0	0	0	0	2	0	0	0	0	4
LK-1209595	2021	17	2038	2411	0	1	0	0	2	0	0	0	0	1	0	68	1	3	0	0	0	1	703	1	0	0	0	2	1211	1	0	0	0	4	0	0	0	0	8
LK-1209600	507	4	511	605	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	176	0	0	0	0	0	304	0	0	0	0	1	0	0	0	0	2
LK-1209605	659	5	664	786	0	0	0	0	0	0	0	0	0	0	0	22	0	1	0	0	0	0	229	0	0	0	0	0	395	0	0	0	0	1	0	0	0	0	2
LK-1209610	1411	11	1423	1683	0	1	0	0	1	0	0	0	0	1	0	47	0	2	0	0	0	0	491	0	0	0	0	1	845	0	0	0	0	3	0	0	0	0	6
LK-1209615	856	7	863	1021	0	0	0	0	1	0	0	0	0	0	0	28	0	1	0	0	0	0	298	0	0	0	0	1	513	0	0	0	0	2	0	0	0	0	3
LK-1212	103210	910	104182	124526	0	17	0	0	55	0	0	0	0	5	0	4641	0	99	0	0	0	1	35113	6	0	0	0	55	61407	2	0	0	0	155	0	0	0	0	292
LK-1212005	2011	19	2030	2427	0	1	0	0	2	0	0	0	0	1	0	91	0	3	0	0	0	1	685	1	0	0	0	2	1197	1	0	0	0	4	0	0	0	0	7
LK-1212010	1056	10	1066	1274	0	0	0	0	1	0	0	0	0	0	0	48	0	1	0	0	0	0	359	0	0	0	0	1	628	0	0	0	0	2	0	0	0	0	3
LK-1212015	1243	11	1255	1500	0	1	0	0	1	0	0	0	0	0	0	56	0	2	0	0	0	0	423	0	0	0	0	1	740	0	0	0	0	2	0	0	0	0	4
LK-1212020	485	4	489	585	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	165	0	0	0	0	0	288	0	0	0	0	1	0	0	0	0	1
LK-1212025	536	5	541	647	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	182	0	0	0	0	0	319	0	0	0	0	1	0	0	0	0	1
